gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0031006	 10.36 10.41
FBgn0031008	  8.46  8.46
FBgn0031010	  3.13  3.13
FBgn0031011	  3.19  3.23
FBgn0031012	  3.41  3.42
FBgn0031018	-nan	-nan
FBgn0031020	  4.15  4.15
FBgn0031026	 13.01 13.07
FBgn0031030	  9.03  9.03
FBgn0031031	 10.11 10.24
FBgn0031032	 10.61 10.65
FBgn0031034	  8.46  8.46
FBgn0031036	-nan	-nan
FBgn0031040	  9.59  9.67
FBgn0031042	  7.80  7.80
FBgn0031043	  9.90  10.00
FBgn0031044	  8.21  8.22
FBgn0031045	  4.33  4.36
FBgn0031047	 16.74 16.81
FBgn0031048	 13.52 13.52
FBgn0031049	  9.46  9.48
FBgn0031050	-nan	-nan
FBgn0031051	 10.24 10.25
FBgn0031052	  6.25  6.26
FBgn0031053	  7.35  7.37
FBgn0031054	 11.74 11.78
FBgn0031055	 10.19 10.44
FBgn0031057	  6.25  6.33
FBgn0031058	 15.85 15.85
FBgn0031061	 10.73 10.86
FBgn0031062	  2.09  2.09
FBgn0031064	  1.02  1.02
FBgn0031065	  2.03  2.03
FBgn0031068	  -0.00  -0.00
FBgn0031069	 11.90 11.91
FBgn0031070	  2.03  2.03
FBgn0031077	  3.23  3.26
FBgn0031078	  6.60  6.64
FBgn0031080	  6.53  6.56
FBgn0031086	  9.59  9.60
FBgn0031091	-nan	-nan
FBgn0031092	 12.16 12.18
FBgn0031093	  6.28  6.30
FBgn0031094	  5.17  5.27
FBgn0031097	  1.06  1.06
FBgn0031098	  7.93  7.93
FBgn0031099	 13.22 13.26
FBgn0031100	  -0.00  -0.00
FBgn0031101	  1.01  1.01
FBgn0031103	-nan	-nan
FBgn0031104	-nan	-nan
FBgn0031106	  9.59  9.59
FBgn0031109	  2.09  2.09
FBgn0031110	  1.01  1.01
FBgn0031111	  6.90  6.91
FBgn0031114	 11.56 11.56
FBgn0031115	 12.03 12.14
FBgn0031116	  2.03  2.03
FBgn0031117	  2.91  2.94
FBgn0031118	  3.06  3.06
FBgn0031119	  3.06  3.07
FBgn0031126	  1.03  1.03
FBgn0031127	  8.46  8.63
FBgn0031128	 12.43 12.50
FBgn0031129	  3.16  3.19
FBgn0031130	  4.63  4.66
FBgn0031135	  3.70  3.72
FBgn0031141	  8.46  8.46
FBgn0031142	  9.06  9.25
FBgn0031143	  8.72  8.72
FBgn0031144	 13.34 13.36
FBgn0031145	 12.03 12.04
FBgn0031146	  -0.00  -0.00
FBgn0031148	 11.88 11.89
FBgn0031149	  5.46  5.46
FBgn0031150	  2.09  2.11
FBgn0031155	 12.87 12.94
FBgn0031157	-nan	-nan
FBgn0031161	 12.16 12.16
FBgn0031170	  5.17  5.18
FBgn0031171	  2.03  2.04
FBgn0031174	  3.06  3.06
FBgn0031176	  3.23  3.24
FBgn0031181	  7.15  7.16
FBgn0031183	  7.95  7.97
FBgn0031187	  9.56  9.60
FBgn0031189	-nan	-nan
FBgn0031190	  6.75  6.76
FBgn0031191	  8.02  8.02
FBgn0031194	 12.43 12.50
FBgn0031195	  6.32  6.32
FBgn0031209	  2.11  2.11
FBgn0031213	  4.58  4.58
FBgn0031216	 22.22 22.56
FBgn0031217	 12.43 12.50
FBgn0031220	  5.40  5.40
FBgn0031227	  1.03  1.03
FBgn0031228	 11.90 12.01
FBgn0031231	 11.41 11.54
FBgn0031232	  6.25  6.26
FBgn0031233	  7.60  7.60
FBgn0031235	 13.34 13.35
FBgn0031240	  8.46  8.48
FBgn0031244	 14.50 14.52
FBgn0031245	  1.07  1.07
FBgn0031247	  1.06  1.06
FBgn0031248	  2.05  2.05
FBgn0031249	  4.15  4.16
FBgn0031250	  6.25  6.25
FBgn0031251	  4.11  4.11
FBgn0031252	 14.28 14.31
FBgn0031253	  8.41  8.41
FBgn0031254	 11.34 11.35
FBgn0031255	  5.17  5.19
FBgn0031256	  5.17  5.19
FBgn0031258	  -0.00  -0.00
FBgn0031263	  1.01  1.01
FBgn0031264	  1.74  1.75
FBgn0031265	 14.28 14.28
FBgn0031266	 22.34 22.43
FBgn0031267	 10.85 10.87
FBgn0031268	  5.23  5.24
FBgn0031270	 13.67 13.69
FBgn0031275	  2.03  2.03
FBgn0031276	  6.46  6.46
FBgn0031277	  3.13  3.13
FBgn0031281	 11.90 11.95
FBgn0031282	  7.35  7.35
FBgn0031283	 13.01 13.02
FBgn0031284	  8.46  8.46
FBgn0031286	  9.59  9.63
FBgn0031287	 15.85 15.91
FBgn0031288	 16.93 16.94
FBgn0031292	  8.55  8.60
FBgn0031294	  6.32  6.33
FBgn0031296	 14.78 14.81
FBgn0031299	  1.01  1.01
FBgn0031301	  4.38  4.40
FBgn0031304	  5.28  5.28
FBgn0031305	  5.34  5.36
FBgn0031306	  4.11  4.11
FBgn0031309	  9.46  9.59
FBgn0031310	  8.02  8.10
FBgn0031312	  2.75  2.78
FBgn0031313	  7.35  7.37
FBgn0031314	-nan	-nan
FBgn0031317	 18.00 18.18
FBgn0031318	 11.90 11.97
FBgn0031320	  2.09  2.09
FBgn0031321	  3.06  3.07
FBgn0031323	  2.16  2.16
FBgn0031327	  4.11  4.13
FBgn0031331	  8.46  8.46
FBgn0031335	  8.55  8.57
FBgn0031337	  7.18  7.21
FBgn0031343	  9.30  9.35
FBgn0031344	  4.11  4.13
FBgn0031347	  3.06  3.06
FBgn0031351	 11.34 11.49
FBgn0031356	  6.25  6.26
FBgn0031357	  2.03  2.03
FBgn0031359	 13.37 13.47
FBgn0031360	  4.24  4.24
FBgn0031361	  7.35  7.37
FBgn0031364	 17.88 17.91
FBgn0031365	  8.64  8.66
FBgn0031367	  1.01  1.01
FBgn0031372	  2.91  2.91
FBgn0031373	  5.34  5.34
FBgn0031374	 14.98 15.01
FBgn0031375	  1.01  1.01
FBgn0031377	  -0.00  -0.00
FBgn0031378	  3.13  3.13
FBgn0031381	  6.25  6.25
FBgn0031388	  8.46  8.48
FBgn0031389	 15.50 15.81
FBgn0031390	  4.11  4.11
FBgn0031391	  6.39  6.47
FBgn0031393	  9.69  9.73
FBgn0031397	  5.17  5.19
FBgn0031398	  9.80  9.84
FBgn0031399	  4.11  4.11
FBgn0031406	 10.73 10.80
FBgn0031407	  8.72  8.76
FBgn0031409	  7.43  7.43
FBgn0031410	-nan	-nan
FBgn0031412	-nan	-nan
FBgn0031413	 10.48 10.59
FBgn0031414	  4.20  4.22
FBgn0031417	  1.01  1.01
FBgn0031419	 15.50 15.56
FBgn0031423	  3.06  3.07
FBgn0031424	  -0.00  -0.00
FBgn0031428	  4.11  4.13
FBgn0031430	  3.06  3.06
FBgn0031431	 10.48 10.49
FBgn0031434	 11.13 11.25
FBgn0031435	  8.31  8.39
FBgn0031436	  4.80  4.80
FBgn0031437	  3.57  3.57
FBgn0031440	  2.03  2.03
FBgn0031441	 22.56 22.56
FBgn0031442	  6.32  6.40
FBgn0031444	  3.06  3.06
FBgn0031446	  7.51  7.51
FBgn0031449	  7.15  7.16
FBgn0031450	 10.88 10.91
FBgn0031451	  3.19  3.20
FBgn0031452	  8.83  8.85
FBgn0031453	  1.07  1.08
FBgn0031456	  8.74  8.74
FBgn0031457	  3.06  3.07
FBgn0031458	 12.30 12.31
FBgn0031459	  5.23  5.23
FBgn0031461	  2.26  2.26
FBgn0031462	 11.21 11.45
FBgn0031463	  8.46  8.51
FBgn0031466	  2.09  2.11
FBgn0031467	  -0.00  -0.00
FBgn0031468	  1.01  1.01
FBgn0031470	 10.36 10.54
FBgn0031471	-nan	-nan
FBgn0031473	 10.24 10.29
FBgn0031476	  9.69  9.73
FBgn0031478	  6.25  6.26
FBgn0031479	  7.67  7.68
FBgn0031483	  8.46  8.56
FBgn0031484	 10.24 10.29
FBgn0031485	  7.67  7.68
FBgn0031489	  7.35  7.35
FBgn0031491	  9.59  9.59
FBgn0031492	  5.17  5.18
FBgn0031493	 10.97 11.00
FBgn0031494	  9.81  9.83
FBgn0031497	 10.85 10.85
FBgn0031498	  5.17  5.18
FBgn0031500	 23.26 23.41
FBgn0031501	  3.06  3.07
FBgn0031504	-nan	-nan
FBgn0031505	-nan	-nan
FBgn0031512	  8.46  8.48
FBgn0031513	  8.55  8.60
FBgn0031514	  3.09  3.09
FBgn0031516	  1.02  1.02
FBgn0031519	  7.43  7.45
FBgn0031520	  5.17  5.22
FBgn0031522	  4.11  4.11
FBgn0031528	  5.28  5.33
FBgn0031529	 10.85 10.85
FBgn0031531	  7.59  7.61
FBgn0031533	  4.11  4.11
FBgn0031534	  9.90  9.91
FBgn0031535	 10.86 10.86
FBgn0031536	 12.43 12.74
FBgn0031538	  -0.00  -0.00
FBgn0031540	 18.41 18.58
FBgn0031542	  1.03  1.03
FBgn0031544	 15.50 16.08
FBgn0031545	  5.17  5.22
FBgn0031546	  1.01  1.01
FBgn0031547	 14.16 14.16
FBgn0031548	  1.01  1.01
FBgn0031549	  5.64  5.66
FBgn0031550	  6.98  7.03
FBgn0031554	  3.06  3.06
FBgn0031559	  6.25  6.29
FBgn0031560	  6.25  6.25
FBgn0031561	  5.17  5.18
FBgn0031562	  -0.00  -0.00
FBgn0031563	  5.17  5.22
FBgn0031564	  2.03  2.04
FBgn0031566	  7.35  7.37
FBgn0031568	  1.01  1.01
FBgn0031571	  6.67  6.71
FBgn0031573	  9.69  9.73
FBgn0031575	  9.59  9.63
FBgn0031579	  3.06  3.06
FBgn0031580	  2.09  2.11
FBgn0031585	 14.06 14.07
FBgn0031589	 13.08 13.17
FBgn0031590	 22.28 22.28
FBgn0031592	  2.09  2.09
FBgn0031596	  3.70  3.72
FBgn0031597	 16.06 16.21
FBgn0031600	-nan	-nan
FBgn0031603	 11.34 11.49
FBgn0031604	  2.03  2.03
FBgn0031607	 11.21 11.22
FBgn0031608	  5.17  5.17
FBgn0031609	  -0.00  -0.00
FBgn0031610	  5.38  5.41
FBgn0031617	  7.35  7.36
FBgn0031619	  4.24  4.25
FBgn0031620	-nan	-nan
FBgn0031621	 12.03 12.03
FBgn0031623	  9.69  9.78
FBgn0031626	 11.34 11.36
FBgn0031627	  7.43  7.45
FBgn0031628	  4.15  4.15
FBgn0031630	  1.06  1.06
FBgn0031631	  8.64  8.66
FBgn0031632	  3.26  3.27
FBgn0031634	  1.05  1.05
FBgn0031635	 12.16 12.16
FBgn0031636	  4.11  4.11
FBgn0031637	 13.99 14.01
FBgn0031638	 10.73 10.73
FBgn0031639	 13.08 13.09
FBgn0031640	 15.50 15.50
FBgn0031643	  7.51  7.51
FBgn0031644	 12.72 12.72
FBgn0031645	  9.14  9.20
FBgn0031646	  2.05  2.05
FBgn0031649	  1.01  1.01
FBgn0031650	  2.05  2.05
FBgn0031651	  5.17  5.18
FBgn0031653	  4.11  4.13
FBgn0031654	 10.73 10.80
FBgn0031655	 14.21 14.37
FBgn0031657	 10.73 10.84
FBgn0031659	 10.73 10.80
FBgn0031661	 15.50 15.50
FBgn0031662	  9.90  9.90
FBgn0031664	  2.03  2.03
FBgn0031670	 13.51 13.53
FBgn0031673	  4.20  4.21
FBgn0031676	  9.59  9.59
FBgn0031681	  6.05  6.18
FBgn0031682	 15.67 15.67
FBgn0031683	-nan	-nan
FBgn0031684	 22.17 22.19
FBgn0031688	 15.85 16.12
FBgn0031689	  3.06  3.06
FBgn0031692	 10.36 10.36
FBgn0031693	  9.14  9.20
FBgn0031696	 20.12 20.12
FBgn0031697	  4.11  4.11
FBgn0031698	  5.17  5.19
FBgn0031700	  1.01  1.01
FBgn0031701	 10.13 10.30
FBgn0031702	  1.01  1.01
FBgn0031703	  3.33  3.37
FBgn0031707	  4.48  4.48
FBgn0031708	 14.76 14.80
FBgn0031710	 18.85 20.27
FBgn0031711	-nan	-nan
FBgn0031713	  8.93  8.95
FBgn0031715	  9.43  9.43
FBgn0031716	  4.11  4.11
FBgn0031717	  7.43  7.43
FBgn0031718	  5.17  5.19
FBgn0031719	  9.80  9.81
FBgn0031720	  6.79  6.80
FBgn0031721	  8.64  8.66
FBgn0031722	 10.32 10.58
FBgn0031723	  5.84  5.84
FBgn0031724	  7.59  7.61
FBgn0031725	  2.14  2.14
FBgn0031726	  6.32  6.33
FBgn0031728	 13.51 13.51
FBgn0031729	  -0.00  -0.00
FBgn0031730	  1.01  1.01
FBgn0031731	  5.17  5.19
FBgn0031732	 23.54 23.58
FBgn0031733	 11.90 11.90
FBgn0031734	  8.46  8.56
FBgn0031736	  6.13  6.13
FBgn0031737	  1.02  1.02
FBgn0031738	 20.58 20.90
FBgn0031739	-nan	-nan
FBgn0031740	-nan	-nan
FBgn0031741	  8.46  8.46
FBgn0031745	  2.14  2.14
FBgn0031746	 11.90 11.95
FBgn0031749	 15.11 15.11
FBgn0031751	  3.09  3.13
FBgn0031752	 12.03 12.08
FBgn0031756	  7.35  7.35
FBgn0031757	  9.90  10.00
FBgn0031760	  9.90  9.91
FBgn0031762	  6.25  6.26
FBgn0031763	  -0.00  -0.00
FBgn0031764	-nan	-nan
FBgn0031765	  1.01  1.01
FBgn0031766	  7.15  7.19
FBgn0031768	  7.35  7.35
FBgn0031769	 11.41 11.47
FBgn0031770	  2.03  2.03
FBgn0031771	  9.90  9.95
FBgn0031772	  4.43  4.46
FBgn0031773	  9.59  9.63
FBgn0031774	  5.17  5.22
FBgn0031776	  9.59  9.67
FBgn0031777	  8.41  8.41
FBgn0031778	  2.03  2.03
FBgn0031779	  2.05  2.06
FBgn0031782	-nan	-nan
FBgn0031784	 13.31 13.42
FBgn0031785	  7.51  7.63
FBgn0031786	  6.39  6.40
FBgn0031792	  9.59  9.67
FBgn0031799	  7.35  7.35
FBgn0031800	  2.03  2.03
FBgn0031801	  5.23  5.32
FBgn0031802	  1.01  1.01
FBgn0031803	  3.06  3.07
FBgn0031805	  -0.00  -0.00
FBgn0031808	  2.03  2.04
FBgn0031811	  3.06  3.06
FBgn0031813	 20.12 20.12
FBgn0031814	  3.06  3.07
FBgn0031815	  5.17  5.18
FBgn0031816	  7.35  7.37
FBgn0031818	 10.61 10.71
FBgn0031820	 11.61 11.64
FBgn0031822	 10.13 10.13
FBgn0031824	  5.23  5.24
FBgn0031826	  8.64  8.82
FBgn0031829	 16.74 16.75
FBgn0031830	 16.41 16.76
FBgn0031831	 12.63 12.64
FBgn0031832	  1.07  1.08
FBgn0031834	-nan	-nan
FBgn0031835	  3.06  3.06
FBgn0031836	  9.59  9.63
FBgn0031837	  -0.00  -0.00
FBgn0031844	  9.69  9.73
FBgn0031848	  8.55  8.55
FBgn0031850	  -0.00  -0.00
FBgn0031851	 10.86 10.91
FBgn0031853	  8.93  8.99
FBgn0031854	  1.01  1.01
FBgn0031855	  4.15  4.15
FBgn0031856	  5.34  5.34
FBgn0031857	  -0.00  -0.00
FBgn0031858	  4.20  4.20
FBgn0031859	  3.09  3.09
FBgn0031860	  8.64  8.70
FBgn0031861	  4.20  4.22
FBgn0031865	  -0.00  -0.00
FBgn0031866	  6.25  6.39
FBgn0031868	 10.01 10.01
FBgn0031869	  2.05  2.05
FBgn0031871	  6.46  6.54
FBgn0031873	 18.60 18.69
FBgn0031874	  5.17  5.18
FBgn0031875	  2.16  2.16
FBgn0031876	  1.08  1.08
FBgn0031877	  6.25  6.25
FBgn0031878	 11.09 11.23
FBgn0031881	 11.90 12.01
FBgn0031883	  4.69  4.77
FBgn0031885	 10.73 10.80
FBgn0031888	  8.31  8.33
FBgn0031893	  8.46  8.53
FBgn0031894	  5.17  5.19
FBgn0031895	  4.11  4.17
FBgn0031896	 14.28 14.35
FBgn0031897	  7.80  7.81
FBgn0031900	  5.17  5.18
FBgn0031902	  1.01  1.01
FBgn0031903	  -0.00  -0.00
FBgn0031904	 12.30 12.35
FBgn0031905	 15.67 15.67
FBgn0031906	  6.25  6.26
FBgn0031907	  5.23  5.24
FBgn0031909	 16.06 16.46
FBgn0031910	  8.46  8.46
FBgn0031913	  -0.00  -0.00
FBgn0031918	  3.09  3.10
FBgn0031920	  3.06  3.07
FBgn0031925	 16.93 16.94
FBgn0031926	  2.03  2.04
FBgn0031930	  5.17  5.19
FBgn0031935	  6.25  6.26
FBgn0031936	  6.25  6.26
FBgn0031937	  5.52  5.53
FBgn0031940	  -0.00  -0.00
FBgn0031941	  8.55  8.58
FBgn0031942	  6.25  6.29
FBgn0031945	  4.11  4.11
FBgn0031948	  1.01  1.01
FBgn0031950	  3.06  3.06
FBgn0031951	  4.11  4.11
FBgn0031952	  1.04  1.04
FBgn0031954	-nan	-nan
FBgn0031955	  2.03  2.03
FBgn0031957	  2.03  2.04
FBgn0031959	  -0.00  -0.00
FBgn0031969	  5.34  5.34
FBgn0031970	  4.74  4.78
FBgn0031972	  7.35  7.35
FBgn0031973	  1.11  1.11
FBgn0031975	  3.09  3.10
FBgn0031976	  1.01  1.01
FBgn0031979	  7.32  7.32
FBgn0031980	 13.08 13.17
FBgn0031981	  5.17  5.19
FBgn0031985	  2.03  2.04
FBgn0031986	  3.57  3.58
FBgn0031987	  3.09  3.10
FBgn0031988	  5.23  5.24
FBgn0031990	  9.30  9.31
FBgn0031992	  9.46  9.46
FBgn0031995	 12.03 12.03
FBgn0031999	  1.01  1.01
FBgn0032000	 11.09 11.16
FBgn0032001	 13.22 13.26
FBgn0032004	  5.17  5.19
FBgn0032005	 11.88 11.92
FBgn0032006	 10.61 10.65
FBgn0032010	  -0.00  -0.00
FBgn0032013	  5.17  5.19
FBgn0032014	  7.59  7.61
FBgn0032015	 15.50 15.50
FBgn0032016	 11.90 11.95
FBgn0032017	 16.60 16.67
FBgn0032018	  8.62  8.65
FBgn0032020	  5.77  5.77
FBgn0032021	  8.55  8.57
FBgn0032022	  2.09  2.09
FBgn0032023	  4.33  4.40
FBgn0032024	 14.60 14.60
FBgn0032025	  4.11  4.13
FBgn0032026	  7.35  7.35
FBgn0032029	  4.74  4.75
FBgn0032031	  5.23  5.24
FBgn0032032	  1.01  1.01
FBgn0032033	  4.20  4.20
FBgn0032034	  2.75  2.76
FBgn0032036	  6.67  6.67
FBgn0032039	 12.68 12.76
FBgn0032040	  3.09  3.10
FBgn0032042	-nan	-nan
FBgn0032047	  8.55  8.57
FBgn0032048	  2.05  2.06
FBgn0032050	-nan	-nan
FBgn0032051	  5.52  5.53
FBgn0032052	  7.51  7.53
FBgn0032053	 10.01 10.03
FBgn0032054	  9.80  9.84
FBgn0032055	  5.17  5.20
FBgn0032057	  -0.00  -0.00
FBgn0032059	 13.86 13.91
FBgn0032065	  5.34  5.36
FBgn0032066	  5.17  5.18
FBgn0032067	  3.06  3.06
FBgn0032068	  4.33  4.33
FBgn0032069	  2.03  2.03
FBgn0032074	  2.05  2.06
FBgn0032075	  2.03  2.03
FBgn0032077	  6.39  6.42
FBgn0032078	  8.83  8.85
FBgn0032079	  4.11  4.11
FBgn0032080	 12.32 12.32
FBgn0032082	  6.25  6.26
FBgn0032083	  2.05  2.05
FBgn0032085	  5.28  5.33
FBgn0032086	  2.05  2.05
FBgn0032087	  1.02  1.02
FBgn0032088	  6.75  6.79
FBgn0032089	 17.65 17.68
FBgn0032094	 17.57 17.62
FBgn0032095	  -0.00  -0.00
FBgn0032096	  5.17  5.19
FBgn0032100	  3.06  3.07
FBgn0032101	 11.90 11.95
FBgn0032105	  8.55  8.57
FBgn0032110	  3.06  3.09
FBgn0032111	 10.85 10.85
FBgn0032116	  -0.00  -0.00
FBgn0032117	 10.97 10.97
FBgn0032119	  9.57  9.64
FBgn0032120	  2.03  2.03
FBgn0032123	  3.06  3.07
FBgn0032124	  7.93  7.96
FBgn0032125	  3.06  3.09
FBgn0032126	  -0.00  -0.00
FBgn0032127	  -0.00  -0.00
FBgn0032129	  5.77  5.79
FBgn0032130	 14.28 14.28
FBgn0032131	  5.17  5.19
FBgn0032132	  -0.00  -0.00
FBgn0032135	 15.50 15.56
FBgn0032136	  1.02  1.02
FBgn0032138	 11.00 11.00
FBgn0032139	  3.06  3.06
FBgn0032140	  2.03  2.03
FBgn0032143	  4.11  4.17
FBgn0032144	  6.25  6.33
FBgn0032147	  3.09  3.10
FBgn0032150	 13.85 13.87
FBgn0032151	  3.06  3.07
FBgn0032153	  2.39  2.39
FBgn0032154	 11.90 11.95
FBgn0032156	  8.46  8.49
FBgn0032157	  5.23  5.24
FBgn0032160	 17.22 17.29
FBgn0032163	  6.25  6.25
FBgn0032167	  5.23  5.24
FBgn0032168	 12.03 12.22
FBgn0032169	 17.57 17.93
FBgn0032170	 13.08 13.09
FBgn0032171	  5.17  5.19
FBgn0032172	 12.03 12.03
FBgn0032175	 12.03 12.03
FBgn0032176	 12.30 12.35
FBgn0032178	  2.28  2.30
FBgn0032187	  -0.00  -0.00
FBgn0032188	 12.03 12.03
FBgn0032189	  9.59  9.82
FBgn0032191	  8.02  8.03
FBgn0032194	  9.39  9.39
FBgn0032196	  7.35  7.35
FBgn0032197	  9.59  9.67
FBgn0032198	 17.94 18.06
FBgn0032200	-nan	-nan
FBgn0032202	 15.67 15.67
FBgn0032205	  7.59  7.59
FBgn0032209	  3.06  3.07
FBgn0032211	  6.25  6.25
FBgn0032216	 18.00 18.08
FBgn0032217	 10.85 10.98
FBgn0032218	  2.03  2.03
FBgn0032219	  4.33  4.35
FBgn0032221	  6.25  6.25
FBgn0032222	  6.67  6.67
FBgn0032223	  3.06  3.07
FBgn0032225	  1.01  1.01
FBgn0032228	 10.73 10.80
FBgn0032229	 11.90 11.90
FBgn0032230	  4.11  4.11
FBgn0032231	 13.08 13.33
FBgn0032233	  5.17  5.18
FBgn0032234	  3.06  3.07
FBgn0032235	  7.93  7.94
FBgn0032236	 12.72 12.74
FBgn0032242	  9.80  9.84
FBgn0032243	  3.09  3.10
FBgn0032244	 17.22 17.29
FBgn0032246	 18.41 18.50
FBgn0032247	  3.09  3.10
FBgn0032248	 13.08 13.24
FBgn0032249	  6.89  6.97
FBgn0032250	  9.80  9.80
FBgn0032252	  -0.00  -0.00
FBgn0032253	  3.85  3.86
FBgn0032256	  8.62  8.62
FBgn0032258	 15.13 15.57
FBgn0032259	  9.56  9.67
FBgn0032260	  -0.00  -0.00
FBgn0032262	  6.32  6.33
FBgn0032264	  -0.00  -0.00
FBgn0032266	  4.15  4.18
FBgn0032269	  4.11  4.11
FBgn0032271	  2.03  2.04
FBgn0032280	  9.80  9.84
FBgn0032281	  4.11  4.13
FBgn0032282	  3.49  3.50
FBgn0032283	  8.64  8.82
FBgn0032284	  3.09  3.09
FBgn0032285	  1.02  1.02
FBgn0032286	  1.01  1.01
FBgn0032287	 20.58 20.60
FBgn0032289	  1.01  1.01
FBgn0032292	-nan	-nan
FBgn0032293	-nan	-nan
FBgn0032294	 13.02 13.09
FBgn0032295	  3.19  3.23
FBgn0032296	  5.34  5.36
FBgn0032297	  3.06  3.06
FBgn0032299	  3.06  3.07
FBgn0032303	 10.73 10.74
FBgn0032305	 10.85 10.85
FBgn0032311	  2.61  2.61
FBgn0032312	 10.19 10.28
FBgn0032313	-nan	-nan
FBgn0032314	  7.32  7.34
FBgn0032315	 10.86 10.87
FBgn0032318	  2.03  2.04
FBgn0032321	 11.00 11.05
FBgn0032322	  3.13  3.13
FBgn0032330	  1.01  1.01
FBgn0032331	 22.70 22.71
FBgn0032335	  9.03  9.03
FBgn0032336	  2.09  2.09
FBgn0032337	  1.06  1.06
FBgn0032338	  4.29  4.29
FBgn0032339	 15.67 15.67
FBgn0032341	  4.11  4.11
FBgn0032343	  3.06  3.07
FBgn0032345	  2.05  2.06
FBgn0032346	  7.35  7.36
FBgn0032348	  8.55  8.55
FBgn0032350	 11.21 11.22
FBgn0032354	  4.11  4.11
FBgn0032358	  7.67  7.74
FBgn0032360	  7.43  7.43
FBgn0032362	  2.05  2.05
FBgn0032363	 11.51 11.54
FBgn0032364	  5.34  5.34
FBgn0032368	  4.38  4.45
FBgn0032369	 11.21 11.45
FBgn0032370	  6.25  6.29
FBgn0032371	  6.32  6.32
FBgn0032372	  7.06  7.24
FBgn0032373	  1.26  1.26
FBgn0032374	  8.12  8.12
FBgn0032377	  4.11  4.17
FBgn0032378	  3.06  3.07
FBgn0032381	  -0.00  -0.00
FBgn0032382	-nan	-nan
FBgn0032385	  3.06  3.09
FBgn0032387	  4.11  4.13
FBgn0032388	  8.21  8.22
FBgn0032390	  5.28  5.33
FBgn0032394	 14.44 14.51
FBgn0032395	  5.17  5.19
FBgn0032398	  3.49  3.49
FBgn0032399	  3.06  3.09
FBgn0032400	  1.01  1.01
FBgn0032401	  4.11  4.11
FBgn0032402	  1.02  1.02
FBgn0032404	  9.69  9.70
FBgn0032405	  8.46  8.48
FBgn0032406	  3.06  3.06
FBgn0032407	  8.34  8.41
FBgn0032408	  4.11  4.17
FBgn0032414	  1.01  1.01
FBgn0032415	  5.17  5.18
FBgn0032416	  -0.00  -0.00
FBgn0032419	  1.01  1.01
FBgn0032420	-nan	-nan
FBgn0032422	  5.31  5.32
FBgn0032428	  6.82  6.83
FBgn0032429	-nan	-nan
FBgn0032430	-nan	-nan
FBgn0032431	  7.43  7.55
FBgn0032433	  8.74  8.79
FBgn0032434	  2.83  2.83
FBgn0032435	 17.32 17.32
FBgn0032436	-nan	-nan
FBgn0032437	-nan	-nan
FBgn0032439	  2.45  2.45
FBgn0032442	  1.03  1.03
FBgn0032444	  8.55  8.57
FBgn0032445	  5.17  5.18
FBgn0032446	  -0.00  -0.00
FBgn0032447	  -0.00  -0.00
FBgn0032448	 11.90 12.08
FBgn0032449	  -0.00  -0.00
FBgn0032450	 13.22 13.39
FBgn0032451	  3.37  3.37
FBgn0032452	  -0.00  -0.00
FBgn0032453	  5.71  5.71
FBgn0032456	  1.20  1.20
FBgn0032457	 12.03 12.22
FBgn0032462	  4.11  4.11
FBgn0032464	 17.47 17.65
FBgn0032465	  6.32  6.33
FBgn0032470	  5.17  5.18
FBgn0032471	-nan	-nan
FBgn0032472	  3.57  3.57
FBgn0032474	 14.28 14.28
FBgn0032475	  8.02  8.03
FBgn0032477	  7.35  7.35
FBgn0032479	  8.64  8.82
FBgn0032480	 13.67 13.67
FBgn0032481	  5.46  5.51
FBgn0032482	  9.59  9.60
FBgn0032485	 19.11 19.30
FBgn0032486	 13.34 13.36
FBgn0032487	  3.57  3.58
FBgn0032488	  6.39  6.40
FBgn0032489	  1.01  1.01
FBgn0032490	  3.16  3.17
FBgn0032491	  5.17  5.18
FBgn0032492	  -0.00  -0.00
FBgn0032493	  1.01  1.01
FBgn0032494	  2.03  2.04
FBgn0032495	  2.03  2.03
FBgn0032503	  1.01  1.01
FBgn0032505	  4.15  4.18
FBgn0032506	  1.05  1.05
FBgn0032507	  2.05  2.05
FBgn0032509	  4.63  4.65
FBgn0032511	 11.47 11.47
FBgn0032512	 12.63 12.64
FBgn0032513	  8.21  8.21
FBgn0032514	  6.25  6.33
FBgn0032515	-nan	-nan
FBgn0032516	 13.22 13.22
FBgn0032517	 10.73 10.74
FBgn0032518	  2.03  2.03
FBgn0032521	  5.77  5.78
FBgn0032522	  7.51  7.51
FBgn0032523	  7.43  7.45
FBgn0032524	  4.11  4.11
FBgn0032536	  -0.00  -0.00
FBgn0032538	  1.01  1.01
FBgn0032549	  6.25  6.25
FBgn0032553	  2.03  2.03
FBgn0032554	  6.13  6.13
FBgn0032563	  9.30  9.35
FBgn0032577	  3.19  3.23
FBgn0032585	  9.03  9.05
FBgn0032586	 10.73 10.73
FBgn0032587	  -0.00  -0.00
FBgn0032588	  8.46  8.46
FBgn0032593	  2.03  2.03
FBgn0032596	  4.11  4.11
FBgn0032597	  6.05  6.07
FBgn0032598	  1.03  1.03
FBgn0032600	 10.19 10.22
FBgn0032601	  4.11  4.11
FBgn0032602	 13.67 13.67
FBgn0032603	  3.23  3.26
FBgn0032612	  1.01  1.01
FBgn0032614	  5.17  5.18
