gene	N	S	dN	dS	w
FBgn0030259	279.3	104.7	0.0	0.0402	0.001
FBgn0030260	309.8	95.2	0.0033	0.1152	0.0289
FBgn0030261	303.9	80.1	0.0101	0.1508	0.0672
FBgn0030262	359.2	120.8	0.0438	0.1092	0.4006
FBgn0030263	755.7	261.3	0.0054	0.1381	0.0392
FBgn0030266	7932.9	2612.1	0.0348	0.1347	0.2582
FBgn0030268	1943.3	447.7	0.0079	0.1625	0.0484
FBgn0030269	508.2	121.8	0.0276	0.2174	0.1268
FBgn0030270	269.8	78.2	0.0038	0.126	0.0299
FBgn0030271	265.7	79.3	0.0078	0.0806	0.0964
FBgn0030272	279.3	59.7	0.0073	0.141	0.0521
FBgn0030274	1419.6	374.4	0.036	0.1271	0.2831
FBgn0030276	1112.0	367.0	0.0055	0.0687	0.0802
FBgn0030277	309.1	146.9	0.0655	0.1646	0.3978
FBgn0030278	248.8	90.2	0.0762	0.2122	0.3592
FBgn0030280	254.0	82.0	0.0689	0.1165	0.5921
FBgn0030283	272.3	93.7	0.042	0.082	0.5115
FBgn0030286	3894.4	1235.6	0.0049	0.1248	0.0397
FBgn0030289	2033.8	513.2	0.0131	0.182	0.072
FBgn0030290	462.3	146.7	0.0732	0.1398	0.5239
FBgn0030291	446.3	99.7	0.0233	0.1457	0.1602
FBgn0030292	248.1	72.9	0.0126	0.1392	0.0908
FBgn0030293	2129.2	621.8	0.0545	0.16	0.3408
FBgn0030296	978.4	338.6	0.0482	0.1654	0.2914
FBgn0030297	847.9	271.1	0.0429	0.2087	0.2056
FBgn0030298	867.1	350.9	0.0204	0.1371	0.1486
FBgn0030300	1438.4	484.6	0.0193	0.1435	0.1348
FBgn0030301	1837.3	622.7	0.0751	0.0918	0.8179
FBgn0030304	1359.3	362.7	0.0037	0.0939	0.0397
FBgn0030305	928.7	283.3	0.0076	0.0921	0.0828
FBgn0030306	496.8	100.2	0.002	0.096	0.0212
FBgn0030309	372.8	107.2	0.0056	0.0943	0.0593
FBgn0030310	454.8	151.2	0.0114	0.115	0.099
FBgn0030311	355.8	82.2	0.0146	0.1279	0.1144
FBgn0030313	479.3	189.7	0.0494	0.1811	0.2727
FBgn0030317	1341.2	533.8	0.0481	0.1127	0.427
FBgn0030318	989.8	261.2	0.0001	0.0988	0.001
FBgn0030319	412.9	127.1	0.0602	0.1698	0.3545
FBgn0030320	2305.7	781.3	0.1376	0.1849	0.7442
FBgn0030321	2107.1	592.9	0.0136	0.0771	0.1759
FBgn0030323	563.2	150.8	0.011	0.0535	0.2063
FBgn0030326	263.2	78.8	0.0196	0.065	0.3023
FBgn0030327	1405.1	451.9	0.0022	0.0936	0.0232
FBgn0030328	1268.9	375.1	0.0056	0.068	0.0823
FBgn0030329	974.3	273.7	0.0138	0.1138	0.1209
FBgn0030330	1322.0	412.0	0.0085	0.1101	0.0769
FBgn0030331	1227.0	408.0	0.0317	0.1497	0.2119
FBgn0030334	628.0	149.0	0.0129	0.1963	0.0658
FBgn0030336	2076.7	620.3	0.0039	0.0934	0.0419
FBgn0030339	1146.9	368.1	0.0142	0.1467	0.097
FBgn0030340	1970.4	834.6	0.021	0.1149	0.1828
FBgn0030341	494.8	135.2	0.0102	0.0719	0.1424
FBgn0030342	1270.4	469.6	0.0728	0.1068	0.6813
FBgn0030343	2853.8	887.2	0.0139	0.1126	0.1231
FBgn0030344	2597.8	804.2	0.0431	0.125	0.3448
FBgn0030345	819.9	203.1	0.0025	0.0855	0.0288
FBgn0030346	795.9	251.1	0.0089	0.0873	0.1018
FBgn0030347	746.9	177.1	0.0349	0.2443	0.1429
FBgn0030348	701.2	240.8	0.0204	0.0859	0.2373
FBgn0030349	2387.4	693.6	0.0034	0.0997	0.0341
FBgn0030352	743.6	258.4	0.011	0.1075	0.1022
FBgn0030354	2707.6	832.4	0.0143	0.136	0.1052
FBgn0030357	570.8	176.2	0.0089	0.1086	0.0818
FBgn0030358	2418.5	686.5	0.0047	0.1258	0.0371
FBgn0030359	1545.6	551.4	0.014	0.1403	0.0997
FBgn0030360	833.4	282.6	0.0679	0.194	0.35
FBgn0030361	1307.3	468.7	0.0288	0.1511	0.1908
FBgn0030362	772.7	184.3	0.0066	0.1811	0.0367
FBgn0030364	505.3	145.7	0.002	0.0653	0.0306
FBgn0030365	1166.7	279.3	0.0096	0.1577	0.0609
FBgn0030366	2657.2	729.8	0.0054	0.241	0.0222
FBgn0030367	1067.1	381.9	0.0282	0.2143	0.1314
FBgn0030369	1218.6	389.4	0.0221	0.3017	0.0732
FBgn0030370	773.0	247.0	0.0936	0.2073	0.4518
FBgn0030373	402.7	104.3	0.1001	0.2084	0.4802
FBgn0030374	241.9	79.1	0.056	0.1299	0.4312
FBgn0030375	540.8	200.2	0.0389	0.1034	0.376
FBgn0030376	4025.1	1455.9	0.0775	0.1894	0.409
FBgn0030377	1275.5	359.5	0.122	0.3199	0.3814
FBgn0030384	831.6	200.4	0.0049	0.1893	0.0256
FBgn0030385	1478.5	447.5	0.0258	0.1625	0.159
FBgn0030386	537.7	173.3	0.0283	0.1175	0.2408
FBgn0030389	451.7	115.3	0.0335	0.1817	0.1841
FBgn0030390	710.8	216.2	0.0351	0.1898	0.1849
FBgn0030391	659.3	135.7	0.0031	0.1238	0.0249
FBgn0030394	580.6	127.4	0.0002	0.1551	0.001
FBgn0030395	1561.4	532.6	0.0395	0.1436	0.2748
FBgn0030396	1102.1	307.9	0.0046	0.123	0.0377
FBgn0030398	439.4	151.6	0.0094	0.0753	0.125
FBgn0030400	1111.6	400.4	0.3315	0.6713	0.4939
FBgn0030403	1694.4	573.6	0.0078	0.1161	0.0673
FBgn0030406	735.9	272.1	0.0338	0.0995	0.3398
FBgn0030407	1276.2	436.8	0.0386	0.1226	0.3146
FBgn0030409	655.5	238.5	0.0362	0.1482	0.2446
FBgn0030410	632.5	246.5	0.0195	0.0735	0.2657
FBgn0030411	699.3	233.7	0.0145	0.1367	0.1063
FBgn0030412	3062.7	1125.3	0.003	0.0444	0.0666
FBgn0030417	1507.7	586.3	0.1069	0.2823	0.3786
FBgn0030418	800.0	241.0	0.0771	0.2834	0.272
FBgn0030421	782.6	246.4	0.0131	0.1447	0.0904
FBgn0030425	1449.3	506.7	0.036	0.1673	0.215
FBgn0030429	1379.5	462.5	0.1117	0.1873	0.5961
FBgn0030431	753.5	203.5	0.0234	0.1919	0.122
FBgn0030432	737.1	174.9	0.0614	0.2018	0.3043
FBgn0030433	389.3	147.7	0.021	0.1234	0.1702
FBgn0030434	628.3	148.7	0.0065	0.1484	0.0439
FBgn0030437	1096.0	362.0	0.0047	0.094	0.0497
FBgn0030438	1910.6	759.4	0.0565	0.122	0.4631
FBgn0030439	903.6	338.4	0.0381	0.1119	0.3408
FBgn0030440	372.8	107.2	0.0083	0.1912	0.0436
FBgn0030441	352.0	107.0	0.1289	0.185	0.6967
FBgn0030443	1108.2	406.8	0.0499	0.2063	0.2418
FBgn0030447	558.6	161.4	0.0036	0.1401	0.026
FBgn0030449	431.7	126.3	0.0117	0.1247	0.0942
FBgn0030451	595.4	160.6	0.0283	0.083	0.3409
FBgn0030452	1282.2	394.8	0.0354	0.1624	0.2177
FBgn0030456	1262.3	423.7	0.0172	0.1296	0.1324
FBgn0030457	1140.9	377.1	0.0524	0.1199	0.437
FBgn0030459	1230.3	620.7	0.0207	0.1525	0.1357
FBgn0030460	722.9	180.1	0.0112	0.09	0.1249
FBgn0030462	354.5	104.5	0.4262	0.158	2.6973
FBgn0030465	838.5	226.5	0.0197	0.2003	0.0984
FBgn0030466	4180.6	1210.4	0.0046	0.1802	0.0255
FBgn0030467	622.2	181.8	0.0082	0.106	0.0775
FBgn0030468	977.6	210.4	0.0106	0.1205	0.0881
FBgn0030474	913.8	247.2	0.0271	0.1281	0.2114
FBgn0030480	220.7	64.3	0.0143	0.2017	0.0708
FBgn0030481	575.2	159.8	0.0072	0.1078	0.0668
FBgn0030482	1050.1	278.9	0.0029	0.1298	0.0225
FBgn0030484	587.1	123.9	0.0001	0.1252	0.001
FBgn0030485	955.4	262.6	0.0043	0.1116	0.0383
FBgn0030486	5256.3	1754.7	0.0459	0.1294	0.3545
FBgn0030492	625.6	214.4	0.0114	0.131	0.0872
FBgn0030493	643.2	250.8	0.0063	0.0864	0.0728
FBgn0030494	391.1	127.9	0.0105	0.1368	0.0767
FBgn0030495	795.9	272.1	0.0129	0.0814	0.1589
FBgn0030499	1629.4	467.6	0.0056	0.1071	0.0524
FBgn0030500	1608.5	416.5	0.0179	0.1718	0.1042
FBgn0030501	524.4	210.6	0.05	0.0693	0.7204
FBgn0030502	961.9	283.1	0.0184	0.0929	0.1979
FBgn0030503	792.2	227.8	0.0104	0.1021	0.1014
FBgn0030504	3152.1	984.9	0.0426	0.124	0.3438
FBgn0030506	2092.5	661.5	0.0132	0.1077	0.123
FBgn0030507	800.0	220.0	0.0178	0.1143	0.156
FBgn0030508	1528.2	532.8	0.008	0.0958	0.0832
FBgn0030509	638.2	195.8	0.0181	0.1783	0.1013
FBgn0030510	809.4	273.6	0.0101	0.1539	0.0657
FBgn0030512	1816.4	544.6	0.0061	0.1825	0.0337
FBgn0030514	1821.4	545.6	0.0051	0.1123	0.0454
FBgn0030518	532.3	148.7	0.0001	0.1114	0.001
FBgn0030519	303.5	41.5	0.0033	0.0256	0.1302
FBgn0030520	1163.6	354.4	0.0114	0.1008	0.1132
FBgn0030521	772.1	247.9	0.0106	0.1409	0.0754
FBgn0030522	523.4	148.6	0.0039	0.1488	0.0261
FBgn0030525	844.9	331.1	0.0156	0.1426	0.1097
FBgn0030528	659.3	189.7	0.0093	0.1382	0.0675
FBgn0030529	636.0	144.0	0.0032	0.0941	0.034
FBgn0030530	1535.4	486.6	0.0066	0.0941	0.0704
FBgn0030536	674.6	222.4	0.0321	0.2345	0.1369
FBgn0030537	1178.4	480.6	0.0855	0.2396	0.3567
FBgn0030539	444.4	113.6	0.0355	0.3462	0.1027
FBgn0030540	653.1	348.9	0.0274	0.1072	0.2557
FBgn0030541	1059.8	662.2	0.0389	0.1035	0.376
FBgn0030542	269.5	90.5	0.0313	0.1838	0.1703
FBgn0030543	624.2	347.8	0.0191	0.0829	0.2299
FBgn0030544	357.1	104.9	0.0239	0.1571	0.1523
FBgn0030545	479.1	111.9	0.0347	0.149	0.2331
FBgn0030551	822.5	209.5	0.0313	0.1629	0.1924
FBgn0030552	997.0	251.0	0.0143	0.1683	0.0849
FBgn0030554	1125.2	293.8	0.02	0.2315	0.0863
FBgn0030555	1551.7	452.3	0.0182	0.1975	0.0922
FBgn0030556	1530.3	416.7	0.0221	0.2119	0.1044
FBgn0030558	1205.8	297.2	0.0135	0.2109	0.0641
FBgn0030559	383.6	78.4	0.0001	0.0998	0.001
FBgn0030562	690.1	233.9	0.0212	0.1268	0.1672
FBgn0030570	335.0	100.0	0.0123	0.1399	0.0878
FBgn0030571	380.2	96.8	0.0108	0.1988	0.0543
FBgn0030572	401.0	100.0	0.0151	0.1938	0.0781
FBgn0030573	356.4	96.6	0.0259	0.1651	0.1571
FBgn0030574	1194.8	428.2	0.0025	0.0423	0.06
FBgn0030575	945.0	294.0	0.0098	0.136	0.0723
FBgn0030576	1390.7	406.3	0.0067	0.1209	0.0553
FBgn0030577	481.9	121.1	0.2252	0.3439	0.6549
FBgn0030578	652.8	199.2	0.0687	0.1599	0.4298
FBgn0030581	1629.7	404.3	0.0069	0.1287	0.0534
FBgn0030582	1962.0	567.0	0.0104	0.1935	0.0538
FBgn0030583	330.3	113.7	0.103	0.1725	0.5971
FBgn0030584	378.3	95.7	0.0163	0.1636	0.0994
FBgn0030586	1397.4	480.6	0.0147	0.146	0.1009
FBgn0030587	1339.2	508.8	0.0076	0.1403	0.0542
FBgn0030589	1395.3	470.7	0.0183	0.1482	0.1238
FBgn0030590	1569.4	539.6	0.0097	0.1117	0.087
FBgn0030592	1602.5	575.5	0.0006	0.141	0.0045
FBgn0030593	1436.4	432.6	0.0043	0.1567	0.0272
FBgn0030594	1416.7	521.3	0.0405	0.1131	0.358
FBgn0030595	213.8	95.2	0.0348	0.0655	0.531
FBgn0030596	1364.8	534.2	0.0088	0.1524	0.058
FBgn0030597	1423.7	547.3	0.0297	0.1255	0.2364
FBgn0030599	479.5	150.5	0.1421	0.1143	1.243
FBgn0030600	11624.9	4071.1	0.0077	0.1317	0.0587
FBgn0030603	1035.8	353.2	0.0109	0.1064	0.1024
FBgn0030605	313.7	37.3	0.0127	0.13	0.098
FBgn0030607	1100.9	336.1	0.0261	0.0954	0.2738
FBgn0030608	797.0	211.0	0.0051	0.0951	0.0538
FBgn0030610	177.3	56.7	0.0057	0.0567	0.1007
FBgn0030611	410.4	129.6	0.0101	0.0951	0.1063
FBgn0030612	1058.3	327.7	0.0078	0.149	0.052
FBgn0030613	4624.6	1603.4	0.0178	0.1165	0.1527
FBgn0030614	336.4	95.6	0.0347	0.1904	0.1824
FBgn0030615	1137.0	348.0	0.0073	0.192	0.038
FBgn0030616	237.4	41.6	0.0086	0.1431	0.0599
FBgn0030617	2607.5	806.5	0.0016	0.0985	0.0158
FBgn0030620	672.0	189.0	0.0329	0.1424	0.2308
FBgn0030622	453.7	131.3	0.1016	0.2303	0.4413
FBgn0030623	667.3	229.7	0.1072	0.1385	0.7744
FBgn0030624	334.1	94.9	0.1878	0.2197	0.8547
FBgn0030625	2238.5	710.5	0.0699	0.1575	0.444
FBgn0030628	1399.6	457.4	0.0221	0.1215	0.1815
FBgn0030631	2816.9	843.1	0.0083	0.1361	0.0609
FBgn0030634	756.1	194.9	0.0013	0.0936	0.0143
FBgn0030638	1065.5	299.5	0.0086	0.1429	0.0604
FBgn0030640	1307.5	249.5	0.0134	0.162	0.0825
FBgn0030641	498.4	113.6	0.0062	0.125	0.0494
FBgn0030642	422.7	126.3	0.0096	0.1164	0.0827
FBgn0030643	305.8	60.2	0.0283	0.1822	0.1556
FBgn0030645	447.4	125.6	0.0231	0.1267	0.1825
FBgn0030647	1925.1	690.9	0.1819	0.1928	0.9433
FBgn0030648	1126.0	398.0	0.0181	0.0701	0.2581
FBgn0030653	762.9	233.1	0.0148	0.1389	0.1069
FBgn0030654	501.4	134.6	0.0061	0.0873	0.0696
FBgn0030655	1623.8	437.2	0.0196	0.134	0.1463
FBgn0030658	828.4	170.6	0.0024	0.1568	0.0155
FBgn0030659	1328.3	351.7	0.0291	0.1256	0.2316
FBgn0030660	1015.3	322.7	0.0836	0.1695	0.4936
FBgn0030661	1107.7	332.3	0.0206	0.1285	0.1604
FBgn0030662	2054.3	438.7	0.002	0.1621	0.0121
FBgn0030663	396.4	80.6	0.0904	1.0245	0.0882
FBgn0030664	565.1	163.9	0.1366	0.2649	0.5157
FBgn0030667	2168.7	858.3	0.2067	0.1567	1.3193
FBgn0030668	746.3	231.7	0.0082	0.1086	0.0755
FBgn0030669	388.3	109.7	0.0132	0.1131	0.1171
FBgn0030670	545.2	126.8	0.0056	0.0673	0.0828
FBgn0030671	812.9	222.1	0.0102	0.1128	0.0901
FBgn0030672	1456.2	376.8	0.0021	0.1456	0.0143
FBgn0030673	624.3	200.7	0.0578	0.1194	0.484
FBgn0030674	11349.8	4013.2	0.0173	0.1128	0.1537
FBgn0030675	776.3	258.7	0.024	0.1563	0.1533
FBgn0030676	398.0	124.0	0.0078	0.0923	0.084
FBgn0030678	934.8	325.2	0.0043	0.0839	0.0514
FBgn0030679	464.0	109.0	0.011	0.0848	0.1301
FBgn0030680	1814.5	456.5	0.0062	0.1128	0.0546
FBgn0030683	850.8	313.2	0.0156	0.0827	0.1886
FBgn0030684	867.2	287.8	0.236	0.2443	0.9659
FBgn0030685	2303.5	771.5	0.0048	0.1034	0.0466
FBgn0030686	817.4	268.6	0.0166	0.1094	0.1521
FBgn0030687	3135.2	1013.8	0.0049	0.113	0.0431
FBgn0030688	621.1	206.9	0.0707	0.1448	0.4882
FBgn0030691	1806.7	572.3	0.0078	0.1464	0.0531
FBgn0030692	1346.2	324.8	0.016	0.1054	0.1516
FBgn0030694	806.5	219.5	0.0213	0.1068	0.1999
FBgn0030695	799.3	235.7	0.0076	0.1513	0.0505
FBgn0030696	1014.6	281.4	0.0313	0.1484	0.2108
FBgn0030697	665.3	198.7	0.3044	0.3958	0.769
FBgn0030699	914.9	273.1	0.0011	0.0448	0.0247
FBgn0030700	842.4	288.6	0.0144	0.0675	0.2129
FBgn0030701	2192.7	885.3	0.0014	0.0654	0.0211
FBgn0030703	577.3	166.7	0.0105	0.0776	0.1353
FBgn0030704	634.2	178.8	0.0258	0.0856	0.3014
FBgn0030706	4631.6	1395.4	0.0024	0.1604	0.015
FBgn0030707	1388.5	444.5	0.0124	0.2311	0.0536
FBgn0030710	1135.5	400.5	0.0053	0.057	0.093
FBgn0030715	959.4	294.6	0.016	0.1453	0.1098
FBgn0030716	2847.2	887.8	0.0096	0.1045	0.0921
FBgn0030717	884.5	300.5	0.0528	0.097	0.5437
FBgn0030718	500.0	163.0	0.0061	0.0796	0.0765
FBgn0030719	1059.1	329.9	0.0057	0.089	0.0644
FBgn0030720	1971.9	479.1	0.0083	0.0909	0.0909
FBgn0030722	575.8	186.2	0.0369	0.119	0.31
FBgn0030723	1154.5	402.5	0.0079	0.0474	0.1661
FBgn0030724	654.9	164.1	0.0031	0.0585	0.0529
FBgn0030729	694.4	211.6	0.0132	0.2554	0.0516
FBgn0030731	1440.8	353.2	0.0172	0.1299	0.1322
FBgn0030734	908.9	327.1	0.0011	0.0905	0.0121
FBgn0030735	2787.0	963.0	0.0058	0.079	0.073
FBgn0030738	1739.3	615.7	0.0505	0.2443	0.2066
FBgn0030739	2586.9	719.1	0.0127	0.138	0.0924
FBgn0030740	726.0	177.0	0.0184	0.1694	0.1084
FBgn0030742	771.4	179.6	0.0026	0.2347	0.0111
FBgn0030743	235.3	70.7	0.0043	0.0439	0.0988
FBgn0030744	707.3	258.7	0.0337	0.1412	0.2386
FBgn0030745	645.0	183.0	0.0001	0.0963	0.001
FBgn0030746	2385.2	794.8	0.02	0.1703	0.1173
FBgn0030747	3141.3	884.7	0.0081	0.1564	0.0521
FBgn0030748	1121.6	300.4	0.0102	0.1571	0.0651
FBgn0030749	1161.8	371.2	0.0053	0.0842	0.0629
FBgn0030752	876.8	194.2	0.0178	0.0907	0.1959
FBgn0030756	971.7	390.3	0.027	0.1327	0.2033
FBgn0030759	522.6	173.4	0.0079	0.1104	0.0714
FBgn0030761	1250.6	273.4	0.0163	0.1333	0.1219
FBgn0030763	551.1	126.9	0.0037	0.1217	0.0302
FBgn0030766	1601.5	417.5	0.011	0.1327	0.0825
FBgn0030768	1064.6	276.4	0.0877	0.2157	0.4065
FBgn0030769	315.2	71.8	0.0066	0.2018	0.0325
FBgn0030770	302.7	99.3	0.01	0.0897	0.1116
FBgn0030776	575.9	186.1	0.039	0.1013	0.3845
FBgn0030777	582.0	174.0	0.0351	0.245	0.1431
FBgn0030778	1218.0	363.0	0.0058	0.1432	0.0409
FBgn0030780	1994.2	636.8	0.0326	0.1539	0.2119
FBgn0030786	570.7	122.3	0.0088	0.1321	0.0669
FBgn0030787	1034.1	174.9	0.023	0.2134	0.1079
FBgn0030788	457.4	61.6	0.0001	0.1087	0.001
FBgn0030789	941.2	267.8	0.061	0.2169	0.2812
FBgn0030790	594.2	212.8	0.0051	0.0911	0.0561
FBgn0030791	579.6	155.4	0.007	0.1659	0.0425
FBgn0030792	665.8	156.2	0.0311	0.1975	0.1575
FBgn0030793	907.6	217.4	0.0814	0.1767	0.4605
FBgn0030794	1015.6	424.4	0.0382	0.1172	0.3263
FBgn0030795	1428.3	386.7	0.0151	0.1888	0.08
FBgn0030796	1818.6	641.4	0.0194	0.1146	0.169
FBgn0030797	512.0	139.0	0.0382	0.1689	0.2262
FBgn0030799	768.9	284.1	0.0813	0.1635	0.4971
FBgn0030800	980.9	255.1	0.001	0.1113	0.0092
FBgn0030801	478.3	214.7	0.0322	0.1178	0.2735
FBgn0030802	445.4	121.6	0.0046	0.2039	0.0224
FBgn0030803	820.5	226.5	0.0577	0.1512	0.3818
FBgn0030804	456.1	128.9	0.0474	0.1079	0.4395
FBgn0030805	984.4	233.6	0.0074	0.1571	0.047
FBgn0030807	241.6	88.4	0.0344	0.114	0.302
FBgn0030808	3637.6	1015.4	0.0118	0.1176	0.1004
FBgn0030809	4254.4	1217.6	0.0181	0.132	0.1369
FBgn0030812	1940.0	559.0	0.0383	0.1113	0.3439
FBgn0030813	453.4	137.6	0.0067	0.0937	0.0719
FBgn0030814	1082.1	456.9	0.0377	0.1025	0.3678
FBgn0030815	3172.7	1102.3	0.022	0.1274	0.1724
FBgn0030816	1012.0	392.0	0.007	0.1233	0.0565
FBgn0030823	1115.1	369.9	0.0122	0.1576	0.0773
FBgn0030826	426.8	92.2	0.0096	0.1756	0.0545
FBgn0030828	923.6	306.4	0.0088	0.096	0.0918
FBgn0030833	2142.6	758.4	0.0512	0.1014	0.505
FBgn0030834	613.9	88.1	0.0033	0.1717	0.019
FBgn0030836	469.1	79.9	0.0453	0.2743	0.1651
FBgn0030837	471.5	122.5	0.0199	0.1513	0.1313
FBgn0030838	714.0	195.0	0.0042	0.0924	0.0454
FBgn0030839	1539.6	425.4	0.0275	0.1502	0.1829
FBgn0030840	1254.2	359.8	0.0376	0.1807	0.2081
FBgn0030841	1653.8	611.2	0.0272	0.0824	0.3305
FBgn0030844	1330.8	367.2	0.0145	0.1267	0.1148
FBgn0030846	906.0	354.0	0.106	0.0839	1.2637
FBgn0030847	1075.4	331.6	0.0085	0.0811	0.1048
FBgn0030850	704.2	237.8	0.0014	0.112	0.0129
FBgn0030851	768.3	227.7	0.0106	0.1016	0.1044
FBgn0030853	595.6	130.4	0.0001	0.1386	0.001
FBgn0030854	752.2	252.8	0.0513	0.1977	0.2598
FBgn0030855	1911.7	548.3	0.0154	0.1198	0.1282
FBgn0030858	2590.5	724.5	0.0075	0.1286	0.0586
FBgn0030859	1532.3	456.7	0.0331	0.1154	0.2871
FBgn0030863	486.3	140.7	0.0042	0.0658	0.0642
FBgn0030864	926.9	267.1	0.0153	0.1484	0.1032
FBgn0030868	288.7	86.3	0.0358	0.1274	0.2809
FBgn0030869	2442.1	590.9	0.0107	0.1397	0.0764
FBgn0030870	712.9	157.1	0.0014	0.0731	0.0198
FBgn0030871	831.8	227.2	0.0049	0.1694	0.0288
FBgn0030872	808.0	212.0	0.0493	0.1654	0.2983
FBgn0030873	744.4	218.6	0.0027	0.1106	0.0246
FBgn0030874	872.0	199.0	0.0106	0.1565	0.0675
FBgn0030876	392.5	93.5	0.0079	0.0993	0.0794
FBgn0030877	1443.6	377.4	0.0056	0.1158	0.0487
FBgn0030878	1037.1	189.9	0.0098	0.1577	0.0624
FBgn0030880	879.0	195.0	0.0458	0.2115	0.2166
FBgn0030881	783.8	230.2	0.0872	0.1506	0.5793
FBgn0030883	400.5	91.5	0.0154	0.1856	0.0831
FBgn0030884	2228.1	771.9	0.005	0.1555	0.0321
FBgn0030887	2164.5	679.5	0.0033	0.1242	0.0265
FBgn0030889	2553.0	744.0	0.0075	0.116	0.0647
FBgn0030890	1586.5	435.5	0.0013	0.1169	0.0109
FBgn0030891	1388.9	372.1	0.0051	0.1283	0.0397
FBgn0030892	963.6	245.4	0.0608	0.1692	0.3593
FBgn0030893	1188.4	290.6	0.0051	0.1105	0.0466
FBgn0030894	790.5	259.5	0.0064	0.081	0.0796
FBgn0030895	985.7	265.3	0.0052	0.1392	0.0375
FBgn0030897	435.2	125.8	0.0	0.0337	0.001
FBgn0030898	543.5	197.5	0.0841	0.2148	0.3918
FBgn0030899	340.8	94.2	0.0841	0.2806	0.2998
FBgn0030900	482.5	93.5	0.0189	0.127	0.1491
FBgn0030904	1016.0	193.0	0.0216	0.2013	0.1075
FBgn0030905	323.3	111.7	0.0284	0.1414	0.2007
FBgn0030912	711.0	189.0	0.0464	0.1794	0.2586
FBgn0030913	1399.8	436.2	0.0218	0.1058	0.2065
FBgn0030914	1100.7	354.3	0.0149	0.1162	0.1283
FBgn0030915	758.9	162.1	0.004	0.1184	0.0338
FBgn0030921	482.4	162.6	0.0475	0.116	0.4098
FBgn0030927	1096.5	376.5	0.0216	0.1601	0.1346
FBgn0030928	375.5	92.5	0.0198	0.1917	0.1034
FBgn0030929	387.3	101.7	0.03	0.1535	0.1957
FBgn0030930	1473.7	299.3	0.0001	0.1367	0.001
FBgn0030931	559.8	166.2	0.0201	0.1416	0.1419
FBgn0030932	1396.1	337.9	0.0234	0.1757	0.1334
FBgn0030933	808.6	178.4	0.0517	0.2177	0.2374
FBgn0030936	616.5	181.5	0.2215	0.2	1.1075
FBgn0030937	950.4	324.6	0.1264	0.1937	0.6525
FBgn0030938	396.1	125.9	0.0565	0.1037	0.5449
FBgn0030940	1259.1	618.9	0.1422	0.2185	0.6507
FBgn0030941	827.5	201.5	0.0025	0.131	0.0188
FBgn0030943	781.4	205.6	0.0518	0.1349	0.3839
FBgn0030944	581.0	94.0	0.0001	0.0934	0.001
FBgn0030945	1629.1	428.9	0.0133	0.1455	0.0914
FBgn0030946	2146.8	460.2	0.0242	0.1804	0.1339
FBgn0030947	842.8	129.2	0.0072	0.099	0.0732
FBgn0030949	1047.6	419.4	0.0276	0.0985	0.2807
FBgn0030951	363.5	80.5	0.0226	0.496	0.0456
FBgn0030952	726.8	236.2	0.0726	0.1564	0.4642
FBgn0030954	1382.9	369.1	0.0082	0.1088	0.0751
FBgn0030955	392.4	96.6	0.0001	0.0661	0.001
FBgn0030960	546.4	107.6	0.0001	0.1412	0.001
FBgn0030961	2422.6	748.4	0.0046	0.1192	0.0386
FBgn0030963	834.1	215.9	0.0332	0.1819	0.1828
FBgn0030964	740.1	159.9	0.0182	0.195	0.0932
FBgn0030966	1331.9	387.1	0.0108	0.1009	0.1075
FBgn0030968	575.8	150.2	0.0018	0.1782	0.01
FBgn0030969	1224.6	257.4	0.0058	0.1572	0.0367
FBgn0030970	1129.3	313.7	0.0521	0.1117	0.4667
FBgn0030973	1289.9	372.1	0.0259	0.0824	0.3144
FBgn0030974	2525.3	924.7	0.0209	0.1535	0.1359
FBgn0030975	981.9	326.1	0.0244	0.1312	0.1857
FBgn0030976	555.1	149.9	0.0001	0.0557	0.001
FBgn0030979	1383.0	585.0	0.1287	0.1534	0.8394
FBgn0030982	308.8	60.2	0.0503	0.2162	0.2326
FBgn0030983	360.8	113.2	0.338	0.2324	1.4545
FBgn0030984	912.8	206.2	0.0169	0.1412	0.1198
FBgn0030985	291.5	92.5	0.0285	0.1851	0.154
FBgn0030989	1063.3	193.7	0.0125	0.2685	0.0467
FBgn0030990	1303.8	259.2	0.0064	0.1851	0.0343
FBgn0030991	668.7	240.3	0.0267	0.0923	0.2893
FBgn0030992	960.8	272.2	0.0031	0.116	0.0271
FBgn0030993	836.9	213.1	0.0073	0.2506	0.0293
FBgn0030996	853.7	220.3	0.0024	0.1294	0.0185
FBgn0030997	817.7	157.3	0.0037	0.0882	0.0424
FBgn0030998	1485.5	341.5	0.0161	0.1818	0.0885
FBgn0030999	1075.0	353.0	0.0181	0.1161	0.1561
FBgn0031000	657.5	263.5	0.078	0.2416	0.3229
FBgn0031001	2037.4	788.6	0.0115	0.0939	0.1227
FBgn0031002	1414.5	385.5	0.0115	0.1017	0.1131
FBgn0031003	738.1	218.9	0.0197	0.1511	0.1305
FBgn0031004	1186.1	253.9	0.0114	0.0841	0.136
FBgn0031005	983.3	168.7	0.0135	0.2031	0.0666
FBgn0031006	4312.8	1486.2	0.0139	0.1017	0.1366
FBgn0031008	951.8	176.2	0.0172	0.1059	0.1623
FBgn0031010	1259.8	363.2	0.0121	0.1565	0.0772
FBgn0031011	1495.9	430.1	0.0069	0.15	0.0459
