gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0031377	0.0134	0.1006	0.1332	0.0133	0.1022	0.1299
FBgn0031378	0.02	0.1731	0.1156	0.0208	0.1437	0.145
FBgn0031379	0.0071	0.1126	0.0634	0.0069	0.126	0.0545
FBgn0031381	0.0138	0.1634	0.0844	0.0152	0.1059	0.1434
FBgn0031384	0.0035	0.134	0.0263	0.0036	0.122	0.0295
FBgn0031388	0.082	0.0871	0.941	0.0762	0.1073	0.7101
FBgn0031389	0.0981	0.1083	0.9054	0.0929	0.1257	0.7387
FBgn0031390	0.0077	0.1116	0.0691	0.008	0.1095	0.0728
FBgn0031391	0.0245	0.0973	0.2515	0.0246	0.0985	0.2496
FBgn0031392	0.0054	0.0882	0.0617	0.0054	0.0915	0.0587
FBgn0031393	0.0196	0.1428	0.1375	0.0229	0.1219	0.1875
FBgn0031395	0.0104	0.1393	0.0746	0.011	0.1094	0.1003
FBgn0031397	0.0053	0.144	0.0366	0.0053	0.1395	0.0379
FBgn0031398	0.0291	0.1507	0.193	0.0298	0.1415	0.2103
FBgn0031399	0.001	0.0999	0.0101	0.001	0.1001	0.01
FBgn0031401	0.0064	0.1212	0.0529	0.0061	0.1384	0.0441
FBgn0031403	0.0039	0.0455	0.0857	0.0037	0.0545	0.0677
FBgn0031407	0.0051	0.1044	0.0485	0.0051	0.101	0.0505
FBgn0031409	0.0379	0.1208	0.3138	0.0364	0.1388	0.2624
FBgn0031410	0.0378	0.0736	0.5133	0.0394	0.0626	0.6297
FBgn0031412	0.0198	0.0475	0.4175	0.0178	0.0648	0.2743
FBgn0031413	0.0091	0.0309	0.2951	0.0089	0.0328	0.2721
FBgn0031414	0.0056	0.1025	0.0544	0.0056	0.1018	0.0548
FBgn0031417	0.0069	0.1295	0.0534	0.0073	0.135	0.054
FBgn0031418	0.0117	0.2068	0.0565	0.0144	0.1093	0.1322
FBgn0031419	0.0182	0.1172	0.1556	0.0174	0.1343	0.1298
FBgn0031420	0.0054	0.1001	0.0536	0.0054	0.0944	0.0576
FBgn0031422	0.0232	0.2005	0.1158	0.0216	0.2419	0.0893
FBgn0031423	0.0383	0.1091	0.3509	0.0372	0.1184	0.3143
FBgn0031424	0.0013	0.1028	0.013	0.0014	0.0884	0.0157
FBgn0031426	0.0511	0.2372	0.2156	0.057	0.1888	0.3019
FBgn0031428	0.0118	0.1379	0.0857	0.0119	0.1349	0.0879
FBgn0031430	0.0223	0.2417	0.0922	0.0221	0.2428	0.091
FBgn0031431	0.0522	0.182	0.2869	0.0537	0.1641	0.3272
FBgn0031434	0.0297	0.0882	0.3363	0.0305	0.0773	0.395
FBgn0031435	0.0087	0.1779	0.049	0.0093	0.1351	0.0686
FBgn0031436	0.0083	0.1556	0.0536	0.0091	0.1035	0.0876
FBgn0031437	0.0027	0.0764	0.0355	0.0029	0.0572	0.0509
FBgn0031440	0.0282	0.1869	0.1512	0.0292	0.16	0.1827
FBgn0031441	0.0717	0.2024	0.3542	0.0755	0.1623	0.4654
FBgn0031442	0.0908	0.1856	0.4894	0.0948	0.1583	0.5987
FBgn0031443	0.0041	0.2494	0.0163	0.0041	0.2312	0.0177
FBgn0031444	0.0431	0.1534	0.2808	0.0426	0.1621	0.2626
FBgn0031446	0.1122	0.1296	0.8653	0.112	0.1287	0.8704
FBgn0031449	0.0201	0.18	0.1118	0.0225	0.1262	0.1785
FBgn0031450	0.0056	0.1793	0.031	0.0058	0.1524	0.0378
FBgn0031451	0.0197	0.2309	0.0854	0.0197	0.2232	0.0883
FBgn0031452	0.0151	0.2002	0.0752	0.0148	0.2044	0.0726
FBgn0031454	0.0062	0.1303	0.0478	0.0061	0.1369	0.0443
FBgn0031455	-0.0	0.0491	0.0	0.0	0.0308	-1.0
FBgn0031456	0.0033	0.1462	0.0225	0.0033	0.1431	0.023
FBgn0031457	0.0041	0.0969	0.0424	0.0041	0.0996	0.0407
FBgn0031458	0.0037	0.1258	0.0296	0.0038	0.1181	0.032
FBgn0031459	-0.0	0.1333	0.0	0.0	0.1349	-1.0
FBgn0031460	0.0623	0.1157	0.5382	0.0623	0.1134	0.5497
FBgn0031461	0.0068	0.2462	0.0275	0.0074	0.1537	0.048
FBgn0031462	0.0074	0.2291	0.0325	0.0081	0.1605	0.0502
FBgn0031463	0.0403	0.1413	0.2855	0.0392	0.1568	0.2499
FBgn0031466	0.0173	0.1584	0.1094	0.0173	0.1578	0.1096
FBgn0031467	0.0231	0.1123	0.2054	0.0226	0.1176	0.1923
FBgn0031468	0.026	0.2181	0.1192	0.0277	0.1817	0.1524
FBgn0031469	0.0291	0.133	0.2186	0.0291	0.1377	0.2117
FBgn0031470	0.0722	0.1551	0.4658	0.0711	0.1609	0.4418
FBgn0031472	0.0414	0.1787	0.2316	0.0405	0.1879	0.2158
FBgn0031473	-0.0	0.1892	0.0	0.0	0.1628	-1.0
FBgn0031474	0.0015	0.1723	0.0086	0.0016	0.1337	0.0117
FBgn0031476	0.0117	0.1731	0.0673	0.0121	0.1437	0.0839
FBgn0031478	0.0166	0.2017	0.0825	0.0177	0.1504	0.1174
FBgn0031479	0.0177	0.157	0.1127	0.0179	0.1478	0.1209
FBgn0031483	0.0771	0.1238	0.6226	0.0759	0.1292	0.5874
FBgn0031484	0.0258	0.0991	0.2598	0.0246	0.1158	0.2123
FBgn0031485	0.0135	0.1678	0.0804	0.0139	0.1396	0.0997
FBgn0031488	0.0048	0.0654	0.0733	0.0044	0.0804	0.0552
FBgn0031489	0.0183	0.1259	0.145	0.0178	0.1363	0.1304
FBgn0031490	0.0198	0.095	0.2081	0.0191	0.1045	0.1828
FBgn0031491	0.0214	0.1353	0.1584	0.0216	0.13	0.1658
FBgn0031492	0.0051	0.1204	0.0421	0.0049	0.1337	0.0366
FBgn0031493	0.0058	0.0677	0.0855	0.0057	0.0692	0.083
FBgn0031494	0.0133	0.1628	0.0815	0.0141	0.1229	0.1143
FBgn0031495	0.0137	0.1243	0.1099	0.0138	0.119	0.1159
FBgn0031496	0.013	0.1606	0.081	0.0129	0.1628	0.0792
FBgn0031497	0.0008	0.1413	0.0058	0.0009	0.1068	0.0081
FBgn0031498	0.0047	0.144	0.0324	0.0048	0.1249	0.0387
FBgn0031500	0.0131	0.1286	0.1021	0.0131	0.1266	0.1038
FBgn0031501	0.1019	0.1202	0.8478	0.1097	0.0909	1.2064
FBgn0031504	0.0313	0.0754	0.4156	0.0283	0.0975	0.2908
FBgn0031505	0.0209	0.0603	0.347	0.0231	0.049	0.4716
FBgn0031512	0.0644	0.171	0.3768	0.0665	0.1457	0.4562
FBgn0031513	0.1401	0.1516	0.9244	0.1343	0.1686	0.7963
FBgn0031514	0.0047	0.1444	0.0326	0.005	0.1156	0.0429
FBgn0031516	0.0085	0.1498	0.0569	0.0094	0.1281	0.073
FBgn0031517	0.0081	0.1686	0.0483	0.0085	0.1351	0.0632
FBgn0031518	0.0095	0.1447	0.0658	0.0101	0.1411	0.0714
FBgn0031519	0.0312	0.1141	0.2733	0.0306	0.1198	0.2557
FBgn0031520	0.0065	0.1287	0.0506	0.0066	0.1235	0.0533
FBgn0031526	0.0812	0.1681	0.4831	0.0802	0.1729	0.4639
FBgn0031528	0.0037	0.1714	0.0213	0.0036	0.1687	0.0216
FBgn0031529	-0.0	0.2375	0.0	0.0	0.1967	-1.0
FBgn0031530	0.0231	0.2385	0.097	0.0274	0.1735	0.1577
FBgn0031531	0.0849	0.0622	1.3659	0.0843	0.0622	1.3545
FBgn0031533	0.0149	0.1259	0.1182	0.0152	0.1163	0.1303
FBgn0031534	0.0009	0.1784	0.005	0.0009	0.1399	0.0067
FBgn0031535	0.0294	0.1518	0.1938	0.0324	0.1266	0.2562
FBgn0031536	0.0115	0.0981	0.1177	0.0112	0.1056	0.1062
FBgn0031538	0.0064	0.1621	0.0398	0.0068	0.1235	0.0554
FBgn0031540	0.0032	0.208	0.0156	0.0047	0.1791	0.026
FBgn0031542	0.0063	0.1244	0.0503	0.0058	0.1469	0.0396
FBgn0031544	0.0009	0.1167	0.0075	0.0009	0.1011	0.0089
FBgn0031545	0.0024	0.1779	0.0135	0.0025	0.1352	0.0187
FBgn0031546	0.0204	0.1078	0.1895	0.0207	0.103	0.2014
FBgn0031547	0.0502	0.109	0.4602	0.0489	0.119	0.4105
FBgn0031548	0.0142	0.0875	0.1617	0.0137	0.0997	0.1371
FBgn0031549	0.0221	0.114	0.1939	0.0211	0.1328	0.159
FBgn0031550	0.0141	0.0787	0.1794	0.0137	0.0857	0.1603
FBgn0031554	0.0151	0.1235	0.1225	0.0135	0.1666	0.0811
FBgn0031558	0.0509	0.2668	0.1907	0.0501	0.2794	0.1794
FBgn0031559	0.0202	0.1037	0.1949	0.0195	0.1153	0.1691
FBgn0031560	0.0331	0.1281	0.2581	0.0321	0.1394	0.2303
FBgn0031561	0.0326	0.1824	0.179	0.0322	0.1829	0.1759
FBgn0031562	0.0246	0.2189	0.1124	0.024	0.2352	0.1022
FBgn0031563	0.0253	0.0923	0.2744	0.024	0.1058	0.2273
FBgn0031564	0.0052	0.1359	0.0379	0.0051	0.1365	0.0375
FBgn0031566	0.0044	0.0869	0.0504	0.0043	0.0925	0.0463
FBgn0031568	0.0072	0.0861	0.0837	0.0073	0.0831	0.0874
FBgn0031571	0.0048	0.1519	0.0316	0.0049	0.1543	0.0317
FBgn0031573	0.0149	0.1323	0.1129	0.0152	0.123	0.1232
FBgn0031574	0.0067	0.1515	0.0445	0.0076	0.1154	0.0659
FBgn0031575	0.0069	0.1306	0.0528	0.0073	0.1168	0.0622
FBgn0031579	0.0041	0.1137	0.0364	0.0043	0.1002	0.0427
FBgn0031580	-0.0	0.1307	0.0	0.0	0.1605	-1.0
FBgn0031585	0.1023	0.1146	0.8926	0.0993	0.1251	0.7938
FBgn0031589	0.0073	0.1477	0.0492	0.0073	0.1432	0.0511
FBgn0031590	0.0076	0.1692	0.045	0.0081	0.1223	0.0663
FBgn0031592	0.0345	0.1599	0.2155	0.0351	0.1467	0.239
FBgn0031596	0.0196	0.1259	0.156	0.0192	0.1491	0.1289
FBgn0031598	0.0042	0.1132	0.0373	0.0039	0.1391	0.0283
FBgn0031600	0.008	0.1558	0.0517	0.0081	0.1534	0.0525
FBgn0031601	-0.0	0.2143	0.0	0.0	0.2099	-1.0
FBgn0031602	0.0098	0.1159	0.0846	0.0097	0.1168	0.0834
FBgn0031603	0.0067	0.1601	0.0421	0.0072	0.117	0.0613
FBgn0031604	0.0008	0.1176	0.0068	0.0008	0.1183	0.0067
FBgn0031606	0.0076	0.1228	0.0616	0.0075	0.1246	0.0601
FBgn0031607	0.0066	0.1292	0.0512	0.0065	0.1359	0.0477
FBgn0031608	0.0079	0.2391	0.033	0.0086	0.1479	0.0583
FBgn0031609	0.0432	0.1073	0.403	0.0427	0.1115	0.383
FBgn0031611	0.0015	0.1005	0.015	0.0015	0.0958	0.0159
FBgn0031613	0.1456	0.1484	0.9814	0.1457	0.1439	1.0123
FBgn0031617	0.1362	0.1371	0.9939	0.1233	0.1687	0.7305
FBgn0031619	0.0013	0.141	0.0096	0.0014	0.115	0.0123
FBgn0031620	0.0846	0.1474	0.5739	0.0822	0.1601	0.5139
FBgn0031621	0.0114	0.0939	0.1219	0.0103	0.126	0.0819
FBgn0031622	0.1145	0.1827	0.6266	0.1105	0.2015	0.5482
FBgn0031623	0.036	0.2023	0.1778	0.0393	0.1502	0.2615
FBgn0031626	0.085	0.1788	0.4755	0.0854	0.1747	0.489
FBgn0031627	0.0038	0.1258	0.0305	0.0039	0.1179	0.033
FBgn0031628	0.0261	0.1212	0.2155	0.0254	0.1417	0.179
FBgn0031630	0.0099	0.144	0.069	0.0108	0.1581	0.0686
FBgn0031631	0.0121	0.1016	0.1189	0.0121	0.1067	0.1131
FBgn0031632	0.0024	0.0386	0.061	0.0024	0.0363	0.0658
FBgn0031633	0.0158	0.1358	0.1165	0.0164	0.1298	0.1263
FBgn0031634	0.0037	0.1831	0.0201	0.0037	0.1818	0.0205
FBgn0031635	0.0026	0.1306	0.0198	0.0027	0.1137	0.0236
FBgn0031636	0.0053	0.1364	0.0391	0.0054	0.1309	0.041
FBgn0031637	0.0181	0.0743	0.2432	0.0183	0.0731	0.2498
FBgn0031638	0.019	0.148	0.1281	0.0189	0.1501	0.1259
FBgn0031639	0.0	0.0972	0.0	0.0017	0.0935	0.0179
FBgn0031640	0.0008	0.1325	0.0064	0.0008	0.143	0.0058
FBgn0031643	0.0102	0.2386	0.0428	0.0106	0.1882	0.0566
FBgn0031644	0.0116	0.1576	0.0738	0.0131	0.1101	0.1191
FBgn0031645	0.008	0.1064	0.0752	0.0083	0.0947	0.0872
FBgn0031646	0.0154	0.133	0.1156	0.0155	0.1271	0.1223
FBgn0031649	0.0089	0.1171	0.076	0.0089	0.1149	0.0776
FBgn0031650	0.0119	0.0707	0.1682	0.0117	0.073	0.1605
FBgn0031651	0.0034	0.156	0.0218	0.0035	0.1367	0.0256
FBgn0031652	0.0099	0.2155	0.0458	0.0099	0.2073	0.0476
FBgn0031654	0.0268	0.1576	0.1703	0.0313	0.0757	0.4135
FBgn0031655	0.0205	0.1427	0.1439	0.0205	0.1425	0.1436
FBgn0031657	0.0039	0.1283	0.0305	0.0053	0.1167	0.0453
FBgn0031659	0.012	0.2222	0.054	0.0126	0.1931	0.0654
FBgn0031660	0.0141	0.1226	0.1153	0.014	0.143	0.0976
FBgn0031661	0.0042	0.1806	0.0233	0.0044	0.1468	0.0299
FBgn0031662	0.0067	0.125	0.0539	0.007	0.1037	0.068
FBgn0031663	0.0022	0.1206	0.0183	0.0023	0.1019	0.0225
FBgn0031664	0.0128	0.1213	0.1057	0.0139	0.0956	0.1453
FBgn0031668	0.0081	0.1703	0.0476	0.0086	0.1267	0.0681
FBgn0031670	0.0106	0.1168	0.0912	0.0111	0.0997	0.1111
FBgn0031673	0.0049	0.1149	0.0423	0.0049	0.105	0.0471
FBgn0031675	0.0316	0.1175	0.2693	0.0323	0.1124	0.2874
FBgn0031676	0.0089	0.1189	0.0747	0.0091	0.107	0.0852
FBgn0031677	0.059	0.1405	0.4198	0.0593	0.1369	0.4335
FBgn0031678	0.0414	0.0922	0.4492	0.0398	0.1047	0.3805
FBgn0031681	0.0236	0.1729	0.1367	0.0269	0.1365	0.1973
FBgn0031682	0.0115	0.1145	0.1003	0.0111	0.1275	0.0869
FBgn0031683	0.0141	0.1174	0.12	0.0146	0.1006	0.145
FBgn0031684	0.0065	0.075	0.087	0.0068	0.0621	0.11
FBgn0031689	0.0151	0.1694	0.0889	0.0152	0.1709	0.0887
FBgn0031690	0.0017	0.1513	0.0115	0.0017	0.1561	0.011
FBgn0031692	-0.0	0.0567	0.0	0.0	0.056	-1.0
FBgn0031696	0.0113	0.1313	0.0857	0.0118	0.1284	0.0917
FBgn0031697	0.0039	0.148	0.0263	0.005	0.1257	0.0399
FBgn0031700	-0.0	0.0475	0.0	0.0	0.043	-1.0
FBgn0031702	0.002	0.0965	0.0209	0.0025	0.0979	0.0252
FBgn0031703	0.0156	0.209	0.0745	0.0161	0.195	0.0825
FBgn0031707	0.0053	0.1433	0.0373	0.0054	0.1365	0.0394
FBgn0031708	0.0097	0.0912	0.1063	0.0094	0.0988	0.0951
FBgn0031710	0.002	0.1091	0.0179	0.0019	0.1097	0.0177
FBgn0031711	0.008	0.0999	0.0806	0.0086	0.0911	0.0939
FBgn0031713	0.0143	0.1762	0.0811	0.0164	0.1339	0.1221
FBgn0031715	0.065	0.1526	0.4261	0.0666	0.1362	0.4889
FBgn0031716	0.0053	0.1273	0.0416	0.0056	0.1047	0.0533
FBgn0031717	0.0075	0.1037	0.072	0.0079	0.0813	0.0971
FBgn0031718	0.0024	0.1926	0.0126	0.0026	0.1297	0.0204
FBgn0031719	0.028	0.1711	0.1637	0.0284	0.1573	0.1807
FBgn0031720	0.0151	0.2582	0.0587	0.0162	0.1805	0.0899
FBgn0031721	0.0361	0.1808	0.1998	0.0362	0.1845	0.1961
FBgn0031722	0.0363	0.1506	0.2413	0.0413	0.1018	0.4063
FBgn0031723	0.022	0.1828	0.1205	0.0236	0.1346	0.1751
FBgn0031724	0.0501	0.1511	0.3316	0.0511	0.1385	0.3688
FBgn0031725	0.007	0.0665	0.1056	0.0069	0.0696	0.0992
FBgn0031729	0.035	0.12	0.2915	0.0348	0.1202	0.2897
FBgn0031730	0.001	0.103	0.0099	0.001	0.1028	0.0098
FBgn0031731	0.0245	0.208	0.1177	0.0245	0.2014	0.1216
FBgn0031732	0.0317	0.1725	0.1835	0.0312	0.1827	0.1705
FBgn0031733	0.1447	0.2872	0.5038	0.1487	0.2685	0.5537
FBgn0031734	0.0025	0.1491	0.0165	0.0031	0.1469	0.0209
FBgn0031735	0.0118	0.2329	0.0508	0.0125	0.1992	0.0629
FBgn0031736	0.0014	0.1482	0.0092	0.0013	0.16	0.0082
FBgn0031737	0.0081	0.2415	0.0337	0.0088	0.1653	0.0532
FBgn0031738	0.0031	0.2519	0.0121	0.0032	0.1916	0.0168
FBgn0031739	0.0538	0.2153	0.2499	0.0589	0.1627	0.3621
FBgn0031740	0.0842	0.2528	0.3333	0.0912	0.1864	0.4892
FBgn0031741	0.0154	0.1649	0.0931	0.0161	0.147	0.1096
FBgn0031745	0.0059	0.2392	0.0245	0.0063	0.1773	0.0354
FBgn0031746	0.071	0.0844	0.8417	0.0626	0.114	0.5491
FBgn0031747	0.023	0.1695	0.1357	0.023	0.1668	0.1378
FBgn0031749	0.0319	0.1777	0.1796	0.0313	0.1878	0.1669
FBgn0031752	0.0159	0.0903	0.176	0.015	0.1067	0.1406
FBgn0031753	0.0145	0.1741	0.0833	0.0172	0.14	0.1229
FBgn0031756	0.0321	0.076	0.4217	0.0306	0.0866	0.3538
FBgn0031757	0.0116	0.198	0.0586	0.0126	0.1662	0.0758
FBgn0031758	0.0078	0.1217	0.0644	0.0079	0.1197	0.0657
FBgn0031759	0.0031	0.0994	0.0311	0.0031	0.0987	0.0313
FBgn0031760	0.0078	0.1663	0.0471	0.0097	0.121	0.0801
FBgn0031762	0.0051	0.1421	0.0359	0.0051	0.1365	0.0376
FBgn0031763	0.0017	0.0902	0.0189	0.0017	0.0878	0.0194
FBgn0031764	0.0195	0.1385	0.1407	0.0214	0.087	0.2463
FBgn0031765	0.0259	0.1215	0.2135	0.0254	0.1261	0.2016
FBgn0031766	0.0256	0.1241	0.2063	0.0254	0.1265	0.2006
FBgn0031768	0.0115	0.1824	0.0628	0.0133	0.149	0.0895
FBgn0031769	0.0027	0.0984	0.027	0.0027	0.092	0.0293
FBgn0031770	0.0015	0.1428	0.0109	0.0017	0.1084	0.0154
FBgn0031771	0.0019	0.0399	0.0486	0.0019	0.0448	0.0415
FBgn0031772	0.03	0.1028	0.2923	0.0298	0.1053	0.2825
FBgn0031773	0.015	0.1489	0.1006	0.0152	0.1359	0.1121
FBgn0031774	0.0069	0.115	0.0602	0.008	0.112	0.0718
FBgn0031775	0.0036	0.1497	0.024	0.0035	0.1583	0.0222
FBgn0031776	0.0103	0.1413	0.0731	0.01	0.1629	0.0612
FBgn0031777	0.0115	0.1366	0.0845	0.0115	0.1365	0.0844
FBgn0031779	0.0047	0.1475	0.0317	0.0055	0.109	0.0504
FBgn0031782	0.0426	0.1469	0.2897	0.0448	0.1224	0.3657
FBgn0031784	0.0062	0.107	0.058	0.0065	0.0884	0.0736
FBgn0031785	0.0082	0.2454	0.0334	0.009	0.1618	0.0554
FBgn0031786	0.0702	0.154	0.4558	0.0694	0.1541	0.4505
FBgn0031791	0.0175	0.2279	0.0767	0.0188	0.1645	0.1141
FBgn0031792	0.0283	0.2122	0.1332	0.0306	0.1542	0.1985
FBgn0031799	0.0035	0.1705	0.0205	0.004	0.1605	0.0248
FBgn0031800	0.0031	0.2002	0.0156	0.0031	0.1925	0.0162
FBgn0031801	0.0106	0.2296	0.0463	0.0112	0.1693	0.0662
FBgn0031802	0.0087	0.2625	0.033	0.0092	0.1916	0.0478
FBgn0031803	0.0216	0.2214	0.0974	0.0226	0.192	0.1177
FBgn0031804	0.0473	0.1161	0.4074	0.0455	0.1328	0.3426
FBgn0031805	0.0091	0.2543	0.0359	0.0104	0.2091	0.0498
FBgn0031808	0.0115	0.2458	0.0467	0.012	0.2215	0.0542
FBgn0031811	0.0053	0.185	0.0288	0.0054	0.171	0.0315
FBgn0031813	0.0048	0.137	0.0347	0.0052	0.121	0.0428
FBgn0031814	0.0031	0.1481	0.0209	0.0031	0.1447	0.0214
FBgn0031815	0.0073	0.1471	0.0498	0.0071	0.1555	0.0459
FBgn0031816	0.0241	0.093	0.2588	0.0244	0.0862	0.2833
FBgn0031817	0.0162	0.1036	0.1569	0.0176	0.0871	0.2025
FBgn0031818	0.0019	0.1072	0.0181	0.002	0.0997	0.0197
FBgn0031820	0.053	0.1029	0.5148	0.0506	0.1181	0.4283
FBgn0031822	-0.0	0.1708	0.0	0.0	0.1464	-1.0
FBgn0031824	0.0011	0.1806	0.0058	0.0011	0.1751	0.006
FBgn0031826	0.0178	0.1678	0.1064	0.0194	0.1351	0.1436
FBgn0031829	0.0095	0.2146	0.0443	0.01	0.1668	0.0599
FBgn0031830	-0.0	0.0958	0.0	0.0	0.0924	-1.0
FBgn0031831	0.0058	0.0945	0.0609	0.0058	0.0905	0.0644
FBgn0031832	0.0118	0.1345	0.0876	0.0115	0.1569	0.0731
FBgn0031834	0.025	0.1549	0.1612	0.0255	0.1401	0.182
FBgn0031835	0.0201	0.1561	0.1288	0.0219	0.1369	0.16
FBgn0031836	0.0087	0.0985	0.0888	0.009	0.0868	0.1038
FBgn0031837	0.0045	0.0967	0.047	0.0047	0.087	0.0536
FBgn0031844	0.0158	0.0928	0.1703	0.0162	0.091	0.1776
FBgn0031848	0.0202	0.1788	0.1128	0.0223	0.1232	0.1809
FBgn0031849	0.0685	0.0975	0.7027	0.0633	0.124	0.5103
FBgn0031851	0.0305	0.1257	0.2425	0.0279	0.17	0.1639
FBgn0031853	0.0114	0.2175	0.0525	0.0123	0.1527	0.0807
FBgn0031854	0.0092	0.2008	0.046	0.01	0.1546	0.0645
FBgn0031855	0.0009	0.2519	0.0034	0.001	0.1483	0.0064
FBgn0031857	0.0249	0.1437	0.1732	0.0246	0.1544	0.1595
FBgn0031858	0.0065	0.1331	0.0486	0.0066	0.1249	0.0525
FBgn0031860	0.0163	0.1747	0.0934	0.0157	0.1933	0.0814
FBgn0031861	0.0062	0.2477	0.025	0.0064	0.2115	0.0301
FBgn0031865	0.003	0.158	0.019	0.0031	0.1332	0.0234
FBgn0031866	0.004	0.1028	0.0388	0.0039	0.1064	0.0369
FBgn0031868	0.0078	0.1098	0.0713	0.0076	0.1191	0.064
FBgn0031869	0.0058	0.1386	0.042	0.0064	0.1358	0.047
FBgn0031871	0.015	0.1438	0.1041	0.0153	0.1289	0.1188
FBgn0031872	0.0093	0.1447	0.0646	0.0097	0.1489	0.0651
FBgn0031873	0.0042	0.0961	0.0438	0.0038	0.1268	0.03
FBgn0031874	0.0104	0.0982	0.1055	0.0107	0.108	0.0988
FBgn0031875	0.0105	0.1749	0.0598	0.0112	0.1404	0.0801
FBgn0031876	0.0228	0.1129	0.2018	0.0215	0.1376	0.1563
FBgn0031877	0.0071	0.0977	0.0729	0.0071	0.0995	0.0709
FBgn0031878	0.0227	0.1077	0.2108	0.0226	0.1118	0.2018
FBgn0031879	0.0021	0.193	0.0107	0.0023	0.1457	0.0159
FBgn0031881	0.0016	0.0623	0.0256	0.0015	0.0719	0.021
FBgn0031882	-0.0	0.1517	0.0	0.0	0.1095	-1.0
FBgn0031883	0.0365	0.1596	0.2288	0.0379	0.1507	0.2517
FBgn0031885	0.0058	0.1232	0.0474	0.0058	0.1242	0.0467
FBgn0031886	0.0151	0.0876	0.1727	0.0142	0.1079	0.1313
FBgn0031887	0.0178	0.1306	0.1365	0.018	0.1301	0.1386
FBgn0031888	0.023	0.1018	0.2257	0.0223	0.1135	0.1961
FBgn0031893	0.013	0.1046	0.1247	0.0124	0.1225	0.1011
FBgn0031894	0.0214	0.1272	0.1679	0.0196	0.1692	0.1161
FBgn0031895	0.0052	0.0981	0.0531	0.0053	0.0922	0.0574
FBgn0031896	0.0107	0.1408	0.0757	0.011	0.1514	0.0725
FBgn0031897	0.0055	0.0747	0.0737	0.0052	0.0982	0.0526
FBgn0031900	0.027	0.1229	0.2194	0.0265	0.1295	0.2043
FBgn0031902	0.001	0.1305	0.0079	0.001	0.1251	0.0083
FBgn0031903	0.0018	0.0916	0.0198	0.0018	0.0925	0.0195
FBgn0031904	0.0028	0.1469	0.0188	0.0029	0.1251	0.0229
FBgn0031905	0.0069	0.1419	0.0488	0.0069	0.1559	0.0445
FBgn0031906	0.0027	0.0607	0.0444	0.0027	0.0617	0.0435
FBgn0031907	0.0147	0.1332	0.1102	0.0148	0.1271	0.1164
FBgn0031908	0.0015	0.0947	0.0161	0.0016	0.0828	0.019
FBgn0031909	0.0119	0.1231	0.0967	0.0112	0.1431	0.0781
FBgn0031913	0.0042	0.1607	0.026	0.0052	0.1098	0.0469
FBgn0031914	0.0056	0.1136	0.0497	0.0055	0.1206	0.0458
FBgn0031918	0.0038	0.0887	0.0431	0.004	0.0742	0.0539
FBgn0031920	0.0353	0.0676	0.5219	0.034	0.0755	0.4506
FBgn0031925	0.0123	0.1318	0.0937	0.0125	0.1349	0.0927
FBgn0031926	0.0098	0.0916	0.1069	0.0095	0.0992	0.0959
FBgn0031929	0.0099	0.0814	0.1221	0.0092	0.102	0.0904
FBgn0031930	0.0113	0.1714	0.0659	0.0112	0.1709	0.0658
FBgn0031940	-0.0	0.0163	0.0	0.0	0.0174	-1.0
FBgn0031941	0.0164	0.152	0.1079	0.0166	0.1411	0.1178
FBgn0031945	0.0062	0.1114	0.0556	0.0062	0.1081	0.0575
FBgn0031946	0.0331	0.0817	0.4059	0.0343	0.0725	0.4732
FBgn0031947	0.0058	0.0913	0.0633	0.0061	0.099	0.0615
FBgn0031948	0.0021	0.0673	0.0319	0.0021	0.0752	0.0276
FBgn0031950	0.0203	0.0595	0.341	0.0198	0.0647	0.3063
FBgn0031951	0.102	0.1244	0.8199	0.1004	0.13	0.7723
FBgn0031952	0.0061	0.1011	0.0599	0.0062	0.105	0.0586
FBgn0031954	0.0109	0.1096	0.0997	0.0111	0.1043	0.1062
FBgn0031955	0.0036	0.0805	0.0444	0.0036	0.0809	0.0439
FBgn0031959	0.0015	0.0673	0.0216	0.0014	0.0715	0.0199
FBgn0031961	0.0043	0.0958	0.0445	0.0042	0.0966	0.044
FBgn0031968	0.0163	0.0942	0.1729	0.0167	0.0919	0.182
FBgn0031969	0.0339	0.1176	0.288	0.0336	0.1226	0.2738
FBgn0031970	0.0136	0.214	0.0636	0.0142	0.1752	0.0811
FBgn0031971	0.0107	0.3272	0.0328	0.0113	0.2407	0.0471
FBgn0031972	0.0053	0.132	0.0404	0.0054	0.1236	0.0437
FBgn0031973	0.0341	0.1494	0.2279	0.0343	0.1449	0.2369
FBgn0031974	0.0488	0.1587	0.3074	0.0501	0.141	0.3555
FBgn0031975	0.0068	0.2059	0.0328	0.0071	0.1933	0.0366
FBgn0031976	0.0034	0.1404	0.0243	0.0034	0.1449	0.0232
FBgn0031977	0.0044	0.1989	0.022	0.0047	0.1319	0.0358
FBgn0031979	0.0441	0.1351	0.3265	0.044	0.1337	0.3294
FBgn0031980	-0.0	0.0212	0.0	0.0	0.0152	-1.0
FBgn0031981	0.0022	0.1385	0.0161	0.0025	0.133	0.0191
FBgn0031985	0.0021	0.1116	0.0186	0.0021	0.1075	0.0195
FBgn0031986	0.0361	0.1149	0.3146	0.0344	0.132	0.2606
