gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0033467	  6.02  6.03
FBgn0033469	 12.74 12.77
FBgn0033474	  8.45  8.47
FBgn0033475	  6.71  6.72
FBgn0033479	  4.41  4.41
FBgn0033480	  4.11  4.13
FBgn0033481	  2.75  2.75
FBgn0033482	  7.86  7.86
FBgn0033483	  6.90  6.91
FBgn0033484	  6.54  6.55
FBgn0033485	  5.30  5.31
FBgn0033486	  3.50  3.51
FBgn0033490	  1.83  1.83
FBgn0033494	  5.16  5.17
FBgn0033498	  5.92  5.92
FBgn0033499	  8.05  8.07
FBgn0033501	  8.11  8.13
FBgn0033502	  5.83  5.84
FBgn0033507	  5.43  5.45
FBgn0033508	  5.48  5.49
FBgn0033523	  6.45  6.45
FBgn0033524	  5.78  5.80
FBgn0033526	  8.77  8.80
FBgn0033527	  3.37  3.38
FBgn0033528	  6.25  6.26
FBgn0033529	  4.66  4.66
FBgn0033538	  4.10  4.10
FBgn0033539	  8.23  8.24
FBgn0033540	  5.94  5.96
FBgn0033542	  5.60  5.60
FBgn0033543	  4.99  4.99
FBgn0033544	  6.66  6.67
FBgn0033547	 11.65 11.66
FBgn0033548	  5.75  5.78
FBgn0033550	  5.22  5.23
FBgn0033551	  4.65  4.65
FBgn0033555	  6.27  6.28
FBgn0033556	  6.59  6.60
FBgn0033557	  4.70  4.71
FBgn0033558	  3.46  3.46
FBgn0033564	  6.75  6.78
FBgn0033569	  7.70  7.71
FBgn0033571	  9.18  9.18
FBgn0033572	  6.11  6.12
FBgn0033574	  7.33  7.35
FBgn0033578	  5.75  5.77
FBgn0033579	  8.16  8.17
FBgn0033580	  4.99  5.00
FBgn0033582	  3.99  3.99
FBgn0033584	  6.06  6.06
FBgn0033587	  3.80  3.81
FBgn0033588	  5.30  5.31
FBgn0033589	  6.09  6.10
FBgn0033591	  6.03  6.03
FBgn0033592	  7.14  7.14
FBgn0033593	  7.95  7.97
FBgn0033594	  7.65  7.65
FBgn0033597	  1.74  1.74
FBgn0033598	  2.05  2.05
FBgn0033600	  4.43  4.43
FBgn0033601	  2.98  2.98
FBgn0033602	  3.98  3.99
FBgn0033603	  1.74  1.74
FBgn0033605	  2.44  2.44
FBgn0033607	  5.66  5.67
FBgn0033608	  5.87  5.87
FBgn0033614	  5.63  5.63
FBgn0033616	  6.85  6.85
FBgn0033623	  3.71  3.71
FBgn0033627	  5.11  5.13
FBgn0033628	  8.30  8.33
FBgn0033629	  5.31  5.31
FBgn0033631	  3.26  3.26
FBgn0033635	  6.83  6.83
FBgn0033638	  7.15  7.15
FBgn0033639	  9.80  9.83
FBgn0033640	  5.39  5.40
FBgn0033645	  5.21  5.22
FBgn0033648	  3.81  3.82
FBgn0033651	  5.46  5.47
FBgn0033652	  6.94  6.95
FBgn0033653	  6.40  6.41
FBgn0033654	  6.69  6.70
FBgn0033658	  7.78  7.80
FBgn0033661	 11.11 11.14
FBgn0033667	  3.80  3.80
FBgn0033668	  2.90  2.90
FBgn0033669	 10.60 10.60
FBgn0033672	  7.25  7.26
FBgn0033673	  7.20  7.22
FBgn0033677	  4.08  4.08
FBgn0033679	  4.77  4.77
FBgn0033680	  6.96  6.97
FBgn0033685	  6.89  6.89
FBgn0033686	  8.20  8.21
FBgn0033688	  9.99 10.01
FBgn0033696	  5.99  6.01
FBgn0033697	  6.07  6.08
FBgn0033699	  6.85  6.86
FBgn0033701	  5.82  5.83
FBgn0033702	  2.90  2.90
FBgn0033703	 12.67 12.67
FBgn0033705	  6.04  6.05
FBgn0033706	  9.69  9.69
FBgn0033708	  9.30  9.35
FBgn0033710	  9.50  9.52
FBgn0033713	  5.08  5.09
FBgn0033717	  7.95  7.98
FBgn0033720	  8.28  8.29
FBgn0033723	  4.95  4.95
FBgn0033724	  4.01  4.01
FBgn0033725	  4.69  4.69
FBgn0033727	  4.47  4.48
FBgn0033728	  6.56  6.56
FBgn0033729	  4.66  4.67
FBgn0033730	  2.10  2.10
FBgn0033732	  2.04  2.04
FBgn0033733	  9.51  9.52
FBgn0033734	  6.71  6.72
FBgn0033737	  7.15  7.15
FBgn0033738	  7.26  7.27
FBgn0033740	  5.82  5.84
FBgn0033741	  7.67  7.70
FBgn0033749	  5.74  5.75
FBgn0033751	  7.81  7.83
FBgn0033752	  4.25  4.25
FBgn0033753	 11.38 11.41
FBgn0033757	  8.38  8.39
FBgn0033760	  5.62  5.62
FBgn0033761	  7.05  7.08
FBgn0033762	  8.26  8.26
FBgn0033766	  5.97  5.98
FBgn0033767	  5.07  5.09
FBgn0033769	  2.97  2.97
FBgn0033770	  6.42  6.44
FBgn0033774	  9.17  9.19
FBgn0033775	  5.37  5.39
FBgn0033777	 13.89 13.93
FBgn0033781	  3.64  3.64
FBgn0033783	  3.49  3.49
FBgn0033784	  5.62  5.65
FBgn0033785	  4.13  4.14
FBgn0033787	  8.78  8.80
FBgn0033788	  5.46  5.46
FBgn0033789	  6.53  6.54
FBgn0033791	  8.28  8.31
FBgn0033794	 10.24 10.28
FBgn0033806	  7.32  7.33
FBgn0033807	  6.50  6.52
FBgn0033810	  5.92  5.93
FBgn0033812	 11.56 11.60
FBgn0033813	  8.65  8.66
FBgn0033814	  8.99  9.00
FBgn0033815	 11.02 11.03
FBgn0033816	  6.69  6.71
FBgn0033817	  5.18  5.20
FBgn0033826	  5.26  5.27
FBgn0033827	  4.96  4.98
FBgn0033828	  2.04  2.04
FBgn0033830	 11.14 11.16
FBgn0033834	  3.56  3.57
FBgn0033842	  8.91  8.95
FBgn0033844	  5.83  5.83
FBgn0033845	  3.88  3.89
FBgn0033848	  4.67  4.67
FBgn0033850	  6.57  6.57
FBgn0033851	  5.39  5.43
FBgn0033853	  3.73  3.73
FBgn0033856	  8.30  8.33
FBgn0033859	  5.86  5.86
FBgn0033861	  4.09  4.10
FBgn0033862	  3.74  3.75
FBgn0033866	  4.79  4.80
FBgn0033867	  5.21  5.22
FBgn0033868	  5.00  5.00
FBgn0033869	  1.65  1.65
FBgn0033871	  6.32  6.32
FBgn0033872	 13.74 13.81
FBgn0033873	  4.44  4.45
FBgn0033874	  5.21  5.22
FBgn0033875	  9.49  9.50
FBgn0033876	 10.41 10.42
FBgn0033883	  3.29  3.30
FBgn0033884	  5.95  5.95
FBgn0033885	  2.19  2.19
FBgn0033886	  4.38  4.38
FBgn0033888	  7.68  7.69
FBgn0033890	  8.48  8.52
FBgn0033891	  3.58  3.59
FBgn0033897	  3.90  3.90
FBgn0033899	  7.71  7.72
FBgn0033900	  4.54  4.55
FBgn0033901	  5.72  5.72
FBgn0033902	  5.57  5.57
FBgn0033903	  6.05  6.07
FBgn0033907	  1.62  1.62
FBgn0033912	 13.43 13.47
FBgn0033913	  4.70  4.72
FBgn0033915	  6.10  6.10
FBgn0033916	  4.69  4.69
FBgn0033918	  6.64  6.64
FBgn0033919	  7.43  7.47
FBgn0033921	  9.48  9.48
FBgn0033924	 13.44 13.45
FBgn0033925	 10.97 10.97
FBgn0033927	  5.65  5.67
FBgn0033931	 11.70 11.71
FBgn0033932	  3.33  3.33
FBgn0033933	  4.43  4.43
FBgn0033936	  5.80  5.81
FBgn0033942	  3.70  3.70
FBgn0033943	  3.99  3.99
FBgn0033950	 10.92 10.95
FBgn0033951	  9.74  9.74
FBgn0033952	  2.40  2.40
FBgn0033954	  4.00  4.00
FBgn0033955	  3.13  3.14
FBgn0033958	  9.37  9.39
FBgn0033960	  6.69  6.69
FBgn0033961	  8.40  8.41
FBgn0033963	  1.13  1.13
FBgn0033968	  5.74  5.75
FBgn0033969	  4.15  4.15
FBgn0033970	  4.91  4.92
FBgn0033972	  6.78  6.78
FBgn0033973	  6.45  6.46
FBgn0033983	  4.06  4.07
FBgn0033984	  4.56  4.56
FBgn0033985	  4.64  4.65
FBgn0033987	  4.70  4.72
FBgn0033990	  7.93  7.95
FBgn0033993	  6.59  6.60
FBgn0033994	  4.82  4.84
FBgn0033995	  6.04  6.04
FBgn0033996	  4.47  4.49
FBgn0033998	  9.37  9.38
FBgn0033999	  8.80  8.82
FBgn0034000	  7.68  7.70
FBgn0034008	  6.02  6.02
FBgn0034009	  4.16  4.17
FBgn0034011	  6.85  6.86
FBgn0034012	  1.54  1.54
FBgn0034013	 12.67 12.70
FBgn0034021	  8.85  8.86
FBgn0034022	  7.28  7.29
FBgn0034023	  2.24  2.24
FBgn0034025	  9.85  9.86
FBgn0034030	  2.88  2.88
FBgn0034032	  6.72  6.72
FBgn0034045	  7.44  7.46
FBgn0034049	  3.33  3.33
FBgn0034050	  4.67  4.68
FBgn0034052	  4.19  4.20
FBgn0034053	  4.80  4.81
FBgn0034054	  4.55  4.56
FBgn0034058	  5.72  5.73
FBgn0034059	  4.56  4.58
FBgn0034060	  3.83  3.83
FBgn0034062	  4.34  4.34
FBgn0034065	  5.79  5.80
FBgn0034066	  4.77  4.78
FBgn0034067	  6.40  6.40
FBgn0034068	  3.82  3.82
FBgn0034069	  4.60  4.60
FBgn0034072	  6.64  6.65
FBgn0034073	  1.02  1.02
FBgn0034075	  5.72  5.72
FBgn0034081	  5.23  5.24
FBgn0034082	  7.60  7.61
FBgn0034083	  6.42  6.44
FBgn0034085	  4.66  4.67
FBgn0034086	  3.66  3.67
FBgn0034087	  9.86  9.91
FBgn0034092	  9.28  9.30
FBgn0034093	  4.75  4.76
FBgn0034094	  8.13  8.15
FBgn0034099	  7.54  7.57
FBgn0034103	 16.87 16.89
FBgn0034109	  4.56  4.56
FBgn0034110	  5.84  5.86
FBgn0034114	  7.59  7.63
FBgn0034117	  7.49  7.51
FBgn0034118	  8.10  8.12
FBgn0034121	  1.89  1.89
FBgn0034122	  2.12  2.12
FBgn0034126	  5.56  5.57
FBgn0034127	  4.60  4.60
FBgn0034128	  4.91  4.92
FBgn0034129	  4.62  4.63
FBgn0034131	  7.62  7.62
FBgn0034132	  6.08  6.09
FBgn0034135	  8.19  8.19
FBgn0034136	  5.03  5.04
FBgn0034137	  4.14  4.14
FBgn0034138	 16.87 16.88
FBgn0034139	 16.43 16.43
FBgn0034143	  7.04  7.05
FBgn0034144	  4.62  4.64
FBgn0034151	  7.15  7.15
FBgn0034156	  7.81  7.83
FBgn0034157	  5.33  5.34
FBgn0034158	 13.40 13.41
FBgn0034159	  2.98  2.98
FBgn0034160	 10.25 10.27
FBgn0034166	  6.35  6.38
FBgn0034168	  5.10  5.10
FBgn0034173	  3.25  3.26
FBgn0034176	  3.48  3.48
FBgn0034177	  2.75  2.75
FBgn0034179	  6.01  6.03
FBgn0034180	  4.17  4.17
FBgn0034181	 11.45 11.45
FBgn0034186	 12.26 12.29
FBgn0034187	  5.07  5.09
FBgn0034191	  4.98  4.99
FBgn0034194	  4.46  4.46
FBgn0034196	  5.16  5.16
FBgn0034197	  2.65  2.65
FBgn0034201	  5.16  5.17
FBgn0034204	  3.78  3.78
FBgn0034205	  6.00  6.00
FBgn0034210	  6.43  6.44
FBgn0034214	  7.83  7.84
FBgn0034215	  6.71  6.72
FBgn0034217	  3.96  3.97
FBgn0034223	 10.10 10.11
FBgn0034224	  9.36  9.37
FBgn0034225	  6.81  6.81
FBgn0034231	  4.23  4.24
FBgn0034232	  3.27  3.27
FBgn0034237	  3.23  3.23
FBgn0034240	  5.29  5.29
FBgn0034243	  5.97  5.97
FBgn0034245	  8.48  8.51
FBgn0034247	  8.59  8.60
FBgn0034249	  4.53  4.55
FBgn0034253	  9.11  9.11
FBgn0034258	  5.09  5.10
FBgn0034259	  3.70  3.70
FBgn0034261	  2.82  2.83
FBgn0034262	  3.91  3.91
FBgn0034263	  5.51  5.52
FBgn0034265	  4.65  4.67
FBgn0034270	  3.79  3.79
FBgn0034271	  4.77  4.78
FBgn0034274	  6.28  6.29
FBgn0034276	  7.39  7.39
FBgn0034281	  3.90  3.90
FBgn0034282	  6.35  6.36
FBgn0034283	  5.10  5.12
FBgn0034286	  9.47  9.49
FBgn0034288	  5.26  5.27
FBgn0034292	  4.90  4.91
FBgn0034295	  4.79  4.79
FBgn0034296	 10.65 10.66
FBgn0034299	  4.86  4.87
FBgn0034300	  6.92  6.93
FBgn0034301	  5.53  5.53
FBgn0034304	  4.88  4.89
FBgn0034307	  3.31  3.31
FBgn0034310	  3.60  3.60
FBgn0034315	  7.07  7.09
FBgn0034317	  8.09  8.13
FBgn0034321	  8.09  8.09
FBgn0034331	 11.44 11.46
FBgn0034335	 10.29 10.31
FBgn0034345	  6.16  6.16
FBgn0034346	  6.26  6.26
FBgn0034351	  4.94  4.95
FBgn0034352	  5.86  5.86
FBgn0034354	  7.95  7.95
FBgn0034356	  5.54  5.55
FBgn0034360	  6.24  6.26
FBgn0034361	  4.46  4.47
FBgn0034362	  5.76  5.79
FBgn0034364	  4.30  4.31
FBgn0034365	  7.70  7.70
FBgn0034366	  7.15  7.18
FBgn0034368	  7.35  7.36
FBgn0034379	  3.57  3.57
FBgn0034380	  9.91  9.93
FBgn0034381	  4.03  4.04
FBgn0034383	  4.17  4.17
FBgn0034387	  4.61  4.61
FBgn0034390	  9.09  9.10
FBgn0034391	  3.50  3.50
FBgn0034392	  5.41  5.41
FBgn0034396	  7.45  7.45
FBgn0034397	  9.28  9.29
FBgn0034398	  5.92  5.92
FBgn0034401	  6.63  6.65
FBgn0034402	  7.38  7.39
FBgn0034408	  3.14  3.16
FBgn0034411	  8.41  8.41
FBgn0034413	  5.35  5.35
FBgn0034415	  2.46  2.47
FBgn0034416	  4.20  4.20
FBgn0034417	  7.63  7.63
FBgn0034418	  6.79  6.80
FBgn0034419	  4.98  4.99
FBgn0034422	  3.71  3.71
FBgn0034423	  5.01  5.02
FBgn0034430	  6.42  6.42
FBgn0034432	  9.09  9.10
FBgn0034433	  8.79  8.79
FBgn0034435	  6.42  6.43
FBgn0034436	  3.74  3.74
FBgn0034437	  7.00  7.00
FBgn0034438	  4.27  4.28
FBgn0034439	  4.47  4.48
FBgn0034442	  7.87  7.88
FBgn0034443	  3.55  3.55
FBgn0034447	 10.02 10.03
FBgn0034452	  6.82  6.84
FBgn0034456	  3.68  3.68
FBgn0034458	  5.46  5.47
FBgn0034459	  6.02  6.04
FBgn0034460	  4.58  4.58
FBgn0034462	  3.58  3.59
FBgn0034464	  3.43  3.43
FBgn0034467	  5.07  5.07
FBgn0034470	  9.44  9.45
FBgn0034471	  5.16  5.16
FBgn0034473	  2.46  2.46
FBgn0034474	  4.59  4.59
FBgn0034475	  5.42  5.43
FBgn0034476	  6.02  6.03
FBgn0034477	  5.52  5.53
FBgn0034478	  2.08  2.08
FBgn0034479	  2.98  2.99
FBgn0034481	  2.63  2.64
FBgn0034483	  6.11  6.11
FBgn0034484	  6.22  6.23
FBgn0034486	  4.08  4.09
FBgn0034487	  5.28  5.30
FBgn0034491	  7.46  7.46
FBgn0034494	  2.85  2.86
FBgn0034495	  4.01  4.03
FBgn0034497	  3.19  3.19
FBgn0034498	  6.19  6.21
FBgn0034500	  7.23  7.24
FBgn0034501	  6.87  6.87
FBgn0034502	  6.92  6.93
FBgn0034503	  6.95  6.96
FBgn0034504	  9.34  9.36
FBgn0034506	  3.22  3.22
FBgn0034507	  4.94  4.95
FBgn0034509	  3.23  3.23
FBgn0034510	  2.58  2.58
FBgn0034520	  7.50  7.51
FBgn0034523	  6.17  6.18
FBgn0034527	  4.32  4.33
FBgn0034528	  3.82  3.83
FBgn0034529	  4.75  4.77
FBgn0034530	  2.90  2.90
FBgn0034532	  5.78  5.79
FBgn0034534	  7.68  7.69
FBgn0034537	  4.08  4.10
FBgn0034538	  8.15  8.17
FBgn0034539	  3.88  3.88
FBgn0034541	  3.18  3.18
FBgn0034543	  5.54  5.54
FBgn0034546	  4.69  4.71
FBgn0034548	  4.80  4.80
FBgn0034551	  7.35  7.36
FBgn0034553	  5.72  5.74
FBgn0034554	  4.63  4.64
FBgn0034558	  7.08  7.10
FBgn0034560	  3.50  3.51
FBgn0034563	  5.16  5.17
FBgn0034565	  9.41  9.41
FBgn0034566	  3.93  3.93
FBgn0034568	  6.07  6.08
FBgn0034569	  7.40  7.40
FBgn0034572	  2.96  2.97
FBgn0034573	 11.78 11.80
FBgn0034576	  3.09  3.09
FBgn0034577	  9.70  9.71
FBgn0034578	  8.53  8.56
FBgn0034579	  6.99  7.00
FBgn0034582	  7.85  7.85
FBgn0034583	  9.36  9.39
FBgn0034585	  9.01  9.03
FBgn0034590	  5.94  5.95
FBgn0034592	  3.94  3.94
FBgn0034595	  2.72  2.72
FBgn0034598	  3.33  3.33
FBgn0034601	  6.18  6.19
FBgn0034602	  5.66  5.67
FBgn0034605	  3.01  3.01
FBgn0034606	 13.64 13.67
FBgn0034611	  7.19  7.21
FBgn0034612	  5.41  5.41
FBgn0034614	  2.97  2.98
FBgn0034617	  5.34  5.35
FBgn0034618	 12.06 12.11
FBgn0034622	  3.66  3.66
FBgn0034623	  3.42  3.43
FBgn0034624	  2.69  2.69
FBgn0034627	  6.87  6.88
FBgn0034628	  6.95  6.97
FBgn0034631	  5.98  5.98
FBgn0034636	  3.93  3.95
FBgn0034639	  5.22  5.23
FBgn0034641	  7.65  7.67
FBgn0034644	  6.63  6.64
FBgn0034645	  2.38  2.38
FBgn0034646	  6.91  6.92
FBgn0034647	  5.28  5.28
FBgn0034650	  7.49  7.50
FBgn0034655	  6.64  6.65
FBgn0034657	  6.28  6.29
FBgn0034658	  5.16  5.18
FBgn0034659	  5.84  5.86
FBgn0034660	  3.64  3.64
FBgn0034661	  5.68  5.69
FBgn0034662	  5.85  5.86
FBgn0034664	  3.81  3.82
FBgn0034665	  7.38  7.40
FBgn0034666	  2.67  2.68
FBgn0034667	  7.18  7.19
FBgn0034670	  5.19  5.21
FBgn0034671	  6.92  6.94
FBgn0034674	  6.75  6.75
FBgn0034681	  3.30  3.31
FBgn0034683	  3.71  3.72
FBgn0034684	  4.96  4.97
FBgn0034689	 10.99 11.00
FBgn0034691	  7.46  7.47
FBgn0034692	  3.44  3.44
FBgn0034693	  6.71  6.71
FBgn0034694	  6.37  6.38
FBgn0034697	  7.19  7.19
FBgn0034704	  7.14  7.14
FBgn0034705	  6.13  6.14
FBgn0034709	  5.35  5.36
FBgn0034712	  5.50  5.50
FBgn0034716	  4.82  4.83
FBgn0034721	  4.80  4.81
FBgn0034722	  7.16  7.17
FBgn0034723	  5.96  5.97
FBgn0034724	  2.83  2.83
FBgn0034725	  4.08  4.09
FBgn0034727	 10.91 10.93
FBgn0034728	 10.43 10.44
FBgn0034729	  3.83  3.83
FBgn0034730	  3.00  3.00
FBgn0034731	  4.46  4.47
FBgn0034733	  5.39  5.40
FBgn0034736	  6.20  6.20
FBgn0034737	  5.23  5.24
FBgn0034741	  3.49  3.50
FBgn0034742	  4.57  4.59
FBgn0034743	  9.13  9.16
FBgn0034745	  5.21  5.22
FBgn0034766	  5.83  5.84
FBgn0034768	  8.13  8.14
FBgn0034769	  5.29  5.31
FBgn0034770	  4.66  4.68
FBgn0034774	  5.40  5.41
FBgn0034776	  4.47  4.47
FBgn0034783	 12.81 12.81
FBgn0034784	  4.24  4.25
FBgn0034786	  7.72  7.72
FBgn0034788	  3.22  3.22
FBgn0034789	  4.46  4.46
FBgn0034792	  5.47  5.48
FBgn0034793	  4.07  4.07
FBgn0034795	  7.47  7.49
FBgn0034800	  2.58  2.58
FBgn0034802	  8.50  8.52
FBgn0034803	  4.03  4.04
FBgn0034804	  5.62  5.63
FBgn0034807	  3.60  3.60
FBgn0034808	  5.60  5.61
FBgn0034816	  4.98  4.99
FBgn0034819	  6.63  6.64
FBgn0034820	  6.29  6.30
FBgn0034821	  3.56  3.56
FBgn0034822	  7.18  7.20
FBgn0034824	  5.11  5.12
FBgn0034825	  3.40  3.40
FBgn0034826	  2.16  2.16
FBgn0034827	  2.09  2.09
FBgn0034828	  7.23  7.24
FBgn0034829	  2.12  2.13
FBgn0034833	  4.65  4.66
FBgn0034834	  4.93  4.94
FBgn0034835	  3.72  3.72
FBgn0034837	  4.73  4.73
FBgn0034839	  7.24  7.24
FBgn0034840	  7.84  7.87
FBgn0034841	  5.12  5.14
FBgn0034842	  3.10  3.10
FBgn0034844	  6.07  6.08
FBgn0034846	  6.30  6.31
FBgn0034849	  5.02  5.03
FBgn0034850	  6.12  6.14
FBgn0034853	  9.92  9.96
FBgn0034856	  5.77  5.77
FBgn0034858	  5.32  5.33
FBgn0034860	  8.92  8.98
FBgn0034861	  5.26  5.27
FBgn0034863	  4.33  4.34
FBgn0034866	  7.57  7.59
FBgn0034869	  5.53  5.54
FBgn0034870	  7.22  7.24
FBgn0034871	  4.87  4.88
FBgn0034876	  4.78  4.78
FBgn0034877	  6.07  6.08
FBgn0034879	 11.06 11.08
FBgn0034880	  8.21  8.24
FBgn0034882	  6.36  6.36
FBgn0034883	  4.71  4.72
FBgn0034887	  7.30  7.31
FBgn0034893	  6.29  6.30
FBgn0034894	  4.01  4.01
FBgn0034903	  3.67  3.68
FBgn0034907	  4.59  4.60
FBgn0034908	  5.80  5.80
FBgn0034909	  6.83  6.83
FBgn0034910	  5.65  5.67
FBgn0034911	  3.55  3.56
FBgn0034913	  4.77  4.79
FBgn0034914	  5.41  5.42
FBgn0034919	  3.63  3.63
FBgn0034920	  7.69  7.70
FBgn0034921	  7.89  7.90
FBgn0034923	  5.31  5.31
FBgn0034924	  5.61  5.63
FBgn0034925	  5.63  5.63
FBgn0034933	  9.17  9.18
FBgn0034935	  3.54  3.56
FBgn0034936	  3.50  3.50
FBgn0034938	  4.49  4.49
FBgn0034939	  5.24  5.25
FBgn0034940	  3.56  3.57
FBgn0034942	  7.75  7.78
FBgn0034943	  5.60  5.62
FBgn0034946	  4.84  4.84
FBgn0034948	  7.99  8.00
FBgn0034950	  5.39  5.40
FBgn0034956	  7.46  7.49
FBgn0034957	  6.39  6.40
FBgn0034958	  1.62  1.62
FBgn0034959	  3.91  3.91
FBgn0034961	 10.44 10.46
FBgn0034962	  1.31  1.31
FBgn0034963	  3.58  3.59
FBgn0034964	  4.97  4.98
FBgn0034965	  6.61  6.61
FBgn0034966	  9.53  9.55
FBgn0034968	  8.12  8.13
FBgn0034970	  5.73  5.74
FBgn0034971	  2.42  2.42
FBgn0034972	  8.24  8.24
FBgn0034973	  6.07  6.07
FBgn0034975	  9.66  9.66
FBgn0034976	  6.82  6.84
FBgn0034982	  7.14  7.15
FBgn0034985	  5.64  5.66
FBgn0034986	  7.54  7.54
FBgn0034990	  3.57  3.58
FBgn0034994	  2.97  2.98
FBgn0034996	  2.06  2.06
FBgn0034997	  5.71  5.72
FBgn0034998	  5.26  5.26
FBgn0034999	  5.57  5.58
FBgn0035000	  4.07  4.08
FBgn0035001	  6.66  6.68
FBgn0035004	  5.15  5.16
FBgn0035005	  2.68  2.69
FBgn0035006	  5.53  5.54
FBgn0035010	  5.82  5.84
FBgn0035014	  4.70  4.71
FBgn0035016	  6.70  6.72
FBgn0035019	  6.48  6.50
FBgn0035020	  7.93  7.95
FBgn0035021	  2.18  2.18
FBgn0035022	  7.34  7.34
FBgn0035023	  4.72  4.73
FBgn0035024	  9.22  9.24
FBgn0035025	  7.87  7.87
FBgn0035026	  5.83  5.84
FBgn0035027	  3.20  3.20
FBgn0035031	  3.60  3.60
FBgn0035032	  3.28  3.29
FBgn0035033	  2.78  2.78
FBgn0035034	  3.77  3.78
FBgn0035036	  5.45  5.47
FBgn0035039	  9.28  9.31
FBgn0035040	  4.89  4.90
FBgn0035041	  5.79  5.80
FBgn0035042	  5.59  5.59
FBgn0035043	  5.30  5.32
FBgn0035044	  5.43  5.44
FBgn0035046	  5.10  5.12
FBgn0035047	  6.69  6.72
FBgn0035049	  5.28  5.28
FBgn0035050	  5.09  5.10
FBgn0035056	  5.41  5.42
FBgn0035063	  5.01  5.01
FBgn0035064	  4.43  4.44
FBgn0035065	  4.53  4.55
FBgn0035068	  8.44  8.48
FBgn0035070	  4.30  4.31
FBgn0035076	  2.97  2.97
FBgn0035078	  3.69  3.70
FBgn0035083	  9.14  9.15
FBgn0035084	  4.98  4.98
FBgn0035085	  4.34  4.35
FBgn0035086	  5.53  5.55
FBgn0035088	  2.14  2.14
FBgn0035091	  6.17  6.18
FBgn0035092	  8.92  8.93
FBgn0035097	 16.35 16.39
FBgn0035101	  6.22  6.23
FBgn0035103	  6.09  6.10
FBgn0035104	  6.41  6.42
FBgn0035106	  5.93  5.94
FBgn0035107	  6.16  6.17
FBgn0035109	  5.59  5.59
FBgn0035110	  5.60  5.61
FBgn0035111	  3.17  3.18
FBgn0035113	 10.43 10.44
FBgn0035120	  4.75  4.76
FBgn0035121	  7.33  7.35
FBgn0035122	  7.16  7.19
FBgn0035131	  5.73  5.73
FBgn0035134	  5.95  5.96
FBgn0035137	  6.29  6.30
FBgn0035138	  3.08  3.08
FBgn0035139	  2.80  2.80
FBgn0035140	  8.83  8.87
FBgn0035141	  5.62  5.62
FBgn0035142	  4.85  4.86
FBgn0035143	  3.20  3.21
FBgn0035144	  7.29  7.30
FBgn0035145	  7.30  7.30
FBgn0035146	 10.41 10.41
FBgn0035147	  9.40  9.44
FBgn0035149	  7.61  7.64
FBgn0035150	  5.21  5.22
FBgn0035157	  5.47  5.47
FBgn0035159	  9.43  9.45
FBgn0035160	  3.71  3.72
FBgn0035161	  6.31  6.31
FBgn0035162	 14.26 14.32
FBgn0035164	  2.47  2.47
FBgn0035165	  5.47  5.48
FBgn0035166	  6.42  6.42
FBgn0035167	  7.19  7.21
FBgn0035173	  3.83  3.84
FBgn0035181	  2.99  3.00
FBgn0035186	  6.75  6.78
FBgn0035187	  6.73  6.75
FBgn0035189	  3.96  3.96
FBgn0035193	  5.13  5.13
FBgn0035194	  5.29  5.29
FBgn0035199	  5.17  5.18
FBgn0035204	  3.38  3.40
FBgn0035205	  3.09  3.10
FBgn0035206	  9.17  9.21
FBgn0035207	  8.67  8.72
FBgn0035211	  5.40  5.42
FBgn0035216	  6.15  6.16
FBgn0035217	  5.21  5.23
FBgn0035228	  6.74  6.75
FBgn0035231	  2.39  2.39
FBgn0035232	  6.43  6.45
FBgn0035233	  2.75  2.76
FBgn0035234	  5.12  5.13
FBgn0035235	  9.06  9.08
FBgn0035236	  7.40  7.41
FBgn0035237	  7.25  7.28
FBgn0035238	  7.97  7.99
FBgn0035241	  5.17  5.18
FBgn0035243	  4.37  4.38
FBgn0035245	  4.41  4.42
FBgn0035247	  6.07  6.08
FBgn0035248	  3.90  3.90
FBgn0035249	  5.10  5.11
FBgn0035251	  3.17  3.17
FBgn0035252	  1.72  1.72
FBgn0035253	  4.23  4.25
FBgn0035254	  5.39  5.41
FBgn0035256	  6.94  6.96
FBgn0035258	  4.87  4.88
FBgn0035260	  3.74  3.74
FBgn0035263	  6.26  6.28
FBgn0035265	  8.65  8.67
FBgn0035266	  7.47  7.49
FBgn0035267	  8.13  8.16
FBgn0035268	  5.67  5.67
FBgn0035270	 10.32 10.37
FBgn0035271	  6.29  6.30
FBgn0035279	 10.15 10.16
FBgn0035280	  2.38  2.38
FBgn0035281	  4.51  4.54
FBgn0035282	  3.18  3.19
FBgn0035283	  7.86  7.87
FBgn0035285	  5.60  5.62
FBgn0035286	  3.19  3.19
FBgn0035287	  8.51  8.51
FBgn0035290	  3.41  3.41
FBgn0035294	  6.46  6.48
FBgn0035295	  5.84  5.85
FBgn0035299	  5.69  5.71
FBgn0035300	  5.81  5.83
FBgn0035308	  6.16  6.17
FBgn0035312	  9.26  9.28
FBgn0035313	  4.67  4.68
FBgn0035315	  3.82  3.83
FBgn0035316	  6.23  6.24
FBgn0035317	  7.81  7.81
FBgn0035318	  4.23  4.24
FBgn0035321	  5.60  5.61
FBgn0035323	  7.62  7.65
FBgn0035325	  6.46  6.47
FBgn0035328	  4.99  5.00
FBgn0035331	  6.00  6.00
