# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "sim.saf" "-t" "gene" "-F" "SAF" "-o" "fc_sim-specific.txt" "nodup_sorted_w501_1.bam" "nodup_sorted_w501_2.bam" "nodup_sorted_w501_3.bam" 
Geneid	Chr	Start	End	Strand	Length	nodup_sorted_w501_1.bam	nodup_sorted_w501_2.bam	nodup_sorted_w501_3.bam
Scf_2L.17977395.17978411	Scf_2L	17977395	17978411	.	1017	653	417	592
Scf_2L.17978973.17979261	Scf_2L	17978973	17979261	.	289	179	96	177
Scf_2L.17981716.17982419	Scf_2L	17981716	17982419	.	704	536	345	541
Scf_2L.17983469.17984116	Scf_2L	17983469	17984116	.	648	358	248	381
Scf_2L.18006052.18006548	Scf_2L	18006052	18006548	.	497	282	267	281
Scf_2L.18006660.18006805	Scf_2L	18006660	18006805	.	146	28	20	28
Scf_2L.18007097.18008038	Scf_2L	18007097	18008038	.	942	712	730	676
Scf_2L.18021101.18021268	Scf_2L	18021101	18021268	.	168	65	58	82
Scf_2L.18021611.18022134	Scf_2L	18021611	18022134	.	524	295	321	378
Scf_2L.18024190.18024395	Scf_2L	18024190	18024395	.	206	121	72	127
Scf_2L.18024684.18025078	Scf_2L	18024684	18025078	.	395	130	108	152
Scf_2L.18031189.18031445	Scf_2L	18031189	18031445	.	257	186	140	197
Scf_2L.18035001.18035108	Scf_2L	18035001	18035108	.	108	34	31	49
Scf_2L.18035264.18035543	Scf_2L	18035264	18035543	.	280	144	68	119
Scf_2L.18055156.18055314	Scf_2L	18055156	18055314	.	159	92	70	107
Scf_2L.18079744.18080303	Scf_2L	18079744	18080303	.	560	311	165	322
Scf_2L.18080406.18080706	Scf_2L	18080406	18080706	.	301	131	105	161
Scf_2L.18084011.18084156	Scf_2L	18084011	18084156	.	146	74	79	74
Scf_2L.18084612.18085819	Scf_2L	18084612	18085819	.	1208	762	493	685
Scf_2L.18090321.18090933	Scf_2L	18090321	18090933	.	613	274	295	301
Scf_2L.18091437.18091931	Scf_2L	18091437	18091931	.	495	254	245	297
Scf_2L.18092863.18093974	Scf_2L	18092863	18093974	.	1112	585	458	538
Scf_2L.18094189.18094975	Scf_2L	18094189	18094975	.	787	431	310	471
Scf_2L.18097890.18098111	Scf_2L	18097890	18098111	.	222	124	101	135
Scf_2L.18111772.18112320	Scf_2L	18111772	18112320	.	549	183	122	215
Scf_2L.18125081.18125360	Scf_2L	18125081	18125360	.	280	86	59	99
Scf_2L.18125542.18126553	Scf_2L	18125542	18126553	.	1012	553	377	564
Scf_2L.18133153.18133503	Scf_2L	18133153	18133503	.	351	165	79	186
Scf_2L.18138215.18138549	Scf_2L	18138215	18138549	.	335	325	183	290
Scf_2L.18139906.18140513	Scf_2L	18139906	18140513	.	608	397	267	427
Scf_2L.18150395.18150705	Scf_2L	18150395	18150705	.	311	198	155	204
Scf_2L.18153675.18154135	Scf_2L	18153675	18154135	.	461	268	262	310
Scf_2L.18182488.18182736	Scf_2L	18182488	18182736	.	249	205	111	190
Scf_2L.18193724.18194605	Scf_2L	18193724	18194605	.	882	410	289	388
Scf_2L.18194760.18194974	Scf_2L	18194760	18194974	.	215	58	57	72
Scf_2L.18195222.18195600	Scf_2L	18195222	18195600	.	379	111	97	112
Scf_2L.18195782.18196461	Scf_2L	18195782	18196461	.	680	257	268	273
Scf_2L.18205022.18205647	Scf_2L	18205022	18205647	.	626	288	212	286
Scf_2L.18205909.18206245	Scf_2L	18205909	18206245	.	337	137	91	149
Scf_2L.18210571.18211297	Scf_2L	18210571	18211297	.	727	365	320	387
Scf_2L.18211442.18212774	Scf_2L	18211442	18212774	.	1333	487	455	554
Scf_2L.18215174.18215543	Scf_2L	18215174	18215543	.	370	160	88	143
Scf_2L.18219453.18219788	Scf_2L	18219453	18219788	.	336	82	70	121
Scf_2L.18219912.18220075	Scf_2L	18219912	18220075	.	164	87	48	82
Scf_2L.18221994.18222531	Scf_2L	18221994	18222531	.	538	245	170	257
Scf_2L.18224773.18225500	Scf_2L	18224773	18225500	.	728	477	301	559
Scf_2L.18249146.18249798	Scf_2L	18249146	18249798	.	653	429	411	516
Scf_2L.18271498.18272373	Scf_2L	18271498	18272373	.	876	379	264	449
Scf_2L.18283236.18283988	Scf_2L	18283236	18283988	.	753	395	299	444
Scf_2L.18284771.18285042	Scf_2L	18284771	18285042	.	272	122	102	123
Scf_2L.18293757.18294046	Scf_2L	18293757	18294046	.	290	170	110	162
Scf_2L.18298360.18300266	Scf_2L	18298360	18300266	.	1907	1258	894	1311
Scf_2L.18308906.18309219	Scf_2L	18308906	18309219	.	314	208	125	175
Scf_2L.18310350.18311457	Scf_2L	18310350	18311457	.	1108	616	468	622
Scf_2L.18311904.18314555	Scf_2L	18311904	18314555	.	2652	2292	1588	2288
Scf_2L.18315098.18315505	Scf_2L	18315098	18315505	.	408	202	142	240
Scf_2L.18319228.18319453	Scf_2L	18319228	18319453	.	226	65	66	69
Scf_2L.18319604.18320141	Scf_2L	18319604	18320141	.	538	280	181	275
Scf_2L.18327413.18328225	Scf_2L	18327413	18328225	.	813	846	746	924
Scf_2L.18339758.18340107	Scf_2L	18339758	18340107	.	350	257	142	245
Scf_2L.18346698.18347667	Scf_2L	18346698	18347667	.	970	614	481	604
Scf_2L.18354973.18356062	Scf_2L	18354973	18356062	.	1090	753	500	767
Scf_2L.18374318.18375074	Scf_2L	18374318	18375074	.	757	367	228	426
Scf_2L.18375913.18376578	Scf_2L	18375913	18376578	.	666	338	208	345
Scf_2L.18414889.18415292	Scf_2L	18414889	18415292	.	404	133	175	189
Scf_2L.18452538.18452759	Scf_2L	18452538	18452759	.	222	106	53	125
Scf_2L.18453068.18453209	Scf_2L	18453068	18453209	.	142	63	44	71
Scf_2L.18460172.18460394	Scf_2L	18460172	18460394	.	223	105	55	108
Scf_2L.18460505.18461425	Scf_2L	18460505	18461425	.	921	897	650	820
Scf_2L.18468850.18469050	Scf_2L	18468850	18469050	.	201	135	60	139
Scf_2L.18473907.18474467	Scf_2L	18473907	18474467	.	561	195	130	214
Scf_2L.18474571.18474727	Scf_2L	18474571	18474727	.	157	45	29	58
Scf_2L.18483101.18483397	Scf_2L	18483101	18483397	.	297	95	84	127
Scf_2L.18483527.18484041	Scf_2L	18483527	18484041	.	515	158	109	178
Scf_2L.18485531.18486261	Scf_2L	18485531	18486261	.	731	516	357	591
Scf_2L.18491364.18491698	Scf_2L	18491364	18491698	.	335	189	91	154
Scf_2L.18491860.18492021	Scf_2L	18491860	18492021	.	162	48	37	58
Scf_2L.18494776.18494960	Scf_2L	18494776	18494960	.	185	63	44	68
Scf_2L.18495194.18495803	Scf_2L	18495194	18495803	.	610	287	224	283
Scf_2L.18497259.18497688	Scf_2L	18497259	18497688	.	430	164	141	206
Scf_2L.18502660.18503009	Scf_2L	18502660	18503009	.	350	107	92	153
Scf_2L.18503113.18503423	Scf_2L	18503113	18503423	.	311	162	125	179
Scf_2L.18504348.18504587	Scf_2L	18504348	18504587	.	240	116	101	141
Scf_2L.18504813.18504956	Scf_2L	18504813	18504956	.	144	23	17	27
Scf_2L.18505081.18505196	Scf_2L	18505081	18505196	.	116	49	25	53
Scf_2L.18520451.18520659	Scf_2L	18520451	18520659	.	209	111	88	135
Scf_2L.18525958.18526711	Scf_2L	18525958	18526711	.	754	458	215	471
Scf_2L.18550426.18550986	Scf_2L	18550426	18550986	.	561	193	144	238
Scf_2L.18551916.18552818	Scf_2L	18551916	18552818	.	903	511	306	512
Scf_2L.18559228.18559368	Scf_2L	18559228	18559368	.	141	136	58	129
Scf_2L.18562682.18563193	Scf_2L	18562682	18563193	.	512	219	139	227
Scf_2L.18566311.18566528	Scf_2L	18566311	18566528	.	218	185	97	176
Scf_2L.18568664.18569446	Scf_2L	18568664	18569446	.	783	314	172	382
Scf_2L.18571008.18572048	Scf_2L	18571008	18572048	.	1041	715	524	811
Scf_2L.18574934.18575537	Scf_2L	18574934	18575537	.	604	234	160	305
Scf_2L.18580318.18580518	Scf_2L	18580318	18580518	.	201	174	110	198
Scf_2L.18581950.18582146	Scf_2L	18581950	18582146	.	197	133	99	140
Scf_2L.18630895.18631095	Scf_2L	18630895	18631095	.	201	117	96	144
Scf_2L.18636651.18636892	Scf_2L	18636651	18636892	.	242	111	74	138
Scf_2L.18640162.18640601	Scf_2L	18640162	18640601	.	440	225	136	244
Scf_2L.18643305.18643645	Scf_2L	18643305	18643645	.	341	106	78	109
Scf_2L.18643757.18644125	Scf_2L	18643757	18644125	.	369	114	58	123
Scf_2L.18647935.18648361	Scf_2L	18647935	18648361	.	427	195	129	187
Scf_2L.18648595.18648730	Scf_2L	18648595	18648730	.	136	60	29	70
Scf_2L.18649541.18650668	Scf_2L	18649541	18650668	.	1128	579	450	678
Scf_2L.18651394.18651876	Scf_2L	18651394	18651876	.	483	216	114	211
Scf_2L.18667127.18668122	Scf_2L	18667127	18668122	.	996	756	475	839
Scf_2L.18668675.18670206	Scf_2L	18668675	18670206	.	1532	728	485	800
Scf_2L.18671668.18671887	Scf_2L	18671668	18671887	.	220	73	43	95
Scf_2L.18672074.18673111	Scf_2L	18672074	18673111	.	1038	666	561	744
Scf_2L.18673522.18674685	Scf_2L	18673522	18674685	.	1164	400	280	418
Scf_2L.18675172.18675385	Scf_2L	18675172	18675385	.	214	100	54	109
Scf_2L.18684242.18684414	Scf_2L	18684242	18684414	.	173	228	93	277
Scf_2L.18690470.18690900	Scf_2L	18690470	18690900	.	431	208	140	222
Scf_2L.18694797.18694934	Scf_2L	18694797	18694934	.	138	108	57	132
Scf_2L.18698834.18699605	Scf_2L	18698834	18699605	.	772	528	359	546
Scf_2L.18706879.18707374	Scf_2L	18706879	18707374	.	496	284	162	291
Scf_2L.18737358.18737765	Scf_2L	18737358	18737765	.	408	191	163	240
Scf_2L.18757979.18758356	Scf_2L	18757979	18758356	.	378	241	252	305
Scf_2L.18853045.18853428	Scf_2L	18853045	18853428	.	384	201	138	234
Scf_2L.18857248.18858753	Scf_2L	18857248	18858753	.	1506	731	404	793
Scf_2L.18859245.18859403	Scf_2L	18859245	18859403	.	159	84	71	81
Scf_2L.18874816.18875055	Scf_2L	18874816	18875055	.	240	172	130	191
Scf_2L.18885714.18886065	Scf_2L	18885714	18886065	.	352	98	79	125
Scf_2L.18886184.18886720	Scf_2L	18886184	18886720	.	537	190	246	197
Scf_2L.18894419.18895502	Scf_2L	18894419	18895502	.	1084	659	538	681
Scf_2L.18895725.18895983	Scf_2L	18895725	18895983	.	259	120	68	136
Scf_2L.18910584.18910895	Scf_2L	18910584	18910895	.	312	189	110	193
Scf_2L.18911448.18912191	Scf_2L	18911448	18912191	.	744	303	253	353
Scf_2L.18919304.18920041	Scf_2L	18919304	18920041	.	738	781	658	775
Scf_2L.18922004.18922632	Scf_2L	18922004	18922632	.	629	321	298	390
Scf_2L.18928177.18928392	Scf_2L	18928177	18928392	.	216	125	139	186
Scf_2L.18936478.18938229	Scf_2L	18936478	18938229	.	1752	950	810	1167
Scf_2L.18940129.18941154	Scf_2L	18940129	18941154	.	1026	465	364	535
Scf_2L.18948539.18948716	Scf_2L	18948539	18948716	.	178	62	53	79
Scf_2L.18948994.18949428	Scf_2L	18948994	18949428	.	435	144	144	172
Scf_2L.18950001.18950860	Scf_2L	18950001	18950860	.	860	591	255	609
Scf_2L.18951607.18952063	Scf_2L	18951607	18952063	.	457	292	166	337
Scf_2L.18954392.18954621	Scf_2L	18954392	18954621	.	230	137	60	175
Scf_2L.18956868.18957076	Scf_2L	18956868	18957076	.	209	86	84	126
Scf_2L.18980245.18980380	Scf_2L	18980245	18980380	.	136	92	54	120
Scf_2L.18985447.18986224	Scf_2L	18985447	18986224	.	778	305	274	393
Scf_2L.18988127.18989217	Scf_2L	18988127	18989217	.	1091	543	412	674
Scf_2L.18993541.18994147	Scf_2L	18993541	18994147	.	607	277	215	292
Scf_2L.19003547.19004240	Scf_2L	19003547	19004240	.	694	398	290	502
Scf_2L.19014131.19014778	Scf_2L	19014131	19014778	.	648	299	211	290
Scf_2L.19020840.19021667	Scf_2L	19020840	19021667	.	828	301	210	331
Scf_2L.19022950.19023845	Scf_2L	19022950	19023845	.	896	520	490	616
Scf_2L.19024951.19025292	Scf_2L	19024951	19025292	.	342	127	113	136
Scf_2L.19027972.19028117	Scf_2L	19027972	19028117	.	146	30	31	46
Scf_2L.19028228.19028628	Scf_2L	19028228	19028628	.	401	153	125	183
Scf_2L.19036669.19037687	Scf_2L	19036669	19037687	.	1019	518	449	601
Scf_2L.19037790.19037945	Scf_2L	19037790	19037945	.	156	52	59	59
Scf_2L.19042643.19043060	Scf_2L	19042643	19043060	.	418	248	196	246
Scf_2L.19043954.19045719	Scf_2L	19043954	19045719	.	1766	834	720	914
Scf_2L.19066677.19067116	Scf_2L	19066677	19067116	.	440	196	136	251
Scf_2L.19067618.19067866	Scf_2L	19067618	19067866	.	249	134	110	150
Scf_2L.19068246.19068538	Scf_2L	19068246	19068538	.	293	147	81	184
Scf_2L.19070635.19071494	Scf_2L	19070635	19071494	.	860	283	285	371
Scf_2L.19071609.19073131	Scf_2L	19071609	19073131	.	1523	444	382	601
Scf_2L.19073341.19073481	Scf_2L	19073341	19073481	.	141	54	54	57
Scf_2L.19075810.19076262	Scf_2L	19075810	19076262	.	453	229	196	248
Scf_2L.19077850.19078257	Scf_2L	19077850	19078257	.	408	223	153	219
Scf_2L.19079691.19080094	Scf_2L	19079691	19080094	.	404	218	164	228
Scf_2L.19082783.19083494	Scf_2L	19082783	19083494	.	712	273	222	355
Scf_2L.19171308.19171662	Scf_2L	19171308	19171662	.	355	190	121	242
Scf_2L.19198968.19199868	Scf_2L	19198968	19199868	.	901	652	495	769
Scf_2L.19214053.19214501	Scf_2L	19214053	19214501	.	449	174	174	193
Scf_2L.19215253.19215829	Scf_2L	19215253	19215829	.	577	315	233	374
Scf_2L.19217326.19217744	Scf_2L	19217326	19217744	.	419	285	156	330
Scf_2L.19222194.19222824	Scf_2L	19222194	19222824	.	631	340	268	393
Scf_2L.19223013.19223663	Scf_2L	19223013	19223663	.	651	308	250	382
Scf_2L.19244055.19244658	Scf_2L	19244055	19244658	.	604	303	236	352
Scf_2L.19244805.19245395	Scf_2L	19244805	19245395	.	591	158	164	195
Scf_2L.19250339.19251692	Scf_2L	19250339	19251692	.	1354	870	632	1065
Scf_2L.19254369.19254950	Scf_2L	19254369	19254950	.	582	300	179	350
Scf_2L.19271198.19271761	Scf_2L	19271198	19271761	.	564	217	167	250
Scf_2L.19274543.19274838	Scf_2L	19274543	19274838	.	296	90	100	106
Scf_2L.19276989.19277362	Scf_2L	19276989	19277362	.	374	192	80	173
Scf_2L.19306893.19307109	Scf_2L	19306893	19307109	.	217	119	78	115
Scf_2L.19324516.19325097	Scf_2L	19324516	19325097	.	582	458	435	494
Scf_2L.19330936.19331741	Scf_2L	19330936	19331741	.	806	633	424	634
Scf_2L.19346161.19346551	Scf_2L	19346161	19346551	.	391	285	149	228
Scf_2L.19353780.19353905	Scf_2L	19353780	19353905	.	126	37	45	53
Scf_2L.19354140.19354366	Scf_2L	19354140	19354366	.	227	98	85	119
Scf_2L.19354663.19354957	Scf_2L	19354663	19354957	.	295	216	112	220
Scf_2L.19356867.19358041	Scf_2L	19356867	19358041	.	1175	525	327	625
Scf_2L.19358706.19359039	Scf_2L	19358706	19359039	.	334	150	102	185
Scf_2L.19389191.19389348	Scf_2L	19389191	19389348	.	158	102	57	125
Scf_2L.19392037.19392590	Scf_2L	19392037	19392590	.	554	298	229	320
Scf_2L.19393696.19394286	Scf_2L	19393696	19394286	.	591	413	353	439
Scf_2L.19394403.19394857	Scf_2L	19394403	19394857	.	455	116	121	154
Scf_2L.19399631.19399862	Scf_2L	19399631	19399862	.	232	108	121	169
Scf_2L.19411174.19411840	Scf_2L	19411174	19411840	.	667	533	483	546
Scf_2L.19416326.19420988	Scf_2L	19416326	19420988	.	4663	2765	2311	3012
Scf_2L.19445677.19446412	Scf_2L	19445677	19446412	.	736	302	259	384
Scf_2L.19449985.19450256	Scf_2L	19449985	19450256	.	272	153	117	181
Scf_2L.19458028.19459133	Scf_2L	19458028	19459133	.	1106	863	787	1017
Scf_2L.19469936.19470184	Scf_2L	19469936	19470184	.	249	107	105	121
Scf_2L.19470295.19470615	Scf_2L	19470295	19470615	.	321	147	154	166
Scf_2L.19471119.19471480	Scf_2L	19471119	19471480	.	362	515	559	804
Scf_2L.19477220.19477495	Scf_2L	19477220	19477495	.	276	142	98	194
Scf_2L.19513630.19514052	Scf_2L	19513630	19514052	.	423	211	118	238
Scf_2L.19514167.19514746	Scf_2L	19514167	19514746	.	580	320	215	343
Scf_2L.19518356.19518557	Scf_2L	19518356	19518557	.	202	119	102	124
Scf_2L.19518963.19520399	Scf_2L	19518963	19520399	.	1437	762	564	902
Scf_2L.19520561.19520835	Scf_2L	19520561	19520835	.	275	104	79	120
Scf_2L.19522051.19523010	Scf_2L	19522051	19523010	.	960	408	238	376
Scf_2L.19524389.19525833	Scf_2L	19524389	19525833	.	1445	663	470	703
Scf_2L.19527761.19528655	Scf_2L	19527761	19528655	.	895	510	287	475
Scf_2L.19531505.19531842	Scf_2L	19531505	19531842	.	338	127	103	166
Scf_2L.19535115.19535546	Scf_2L	19535115	19535546	.	432	158	99	177
Scf_2L.19537281.19538410	Scf_2L	19537281	19538410	.	1130	1240	900	1236
Scf_2L.19539141.19539370	Scf_2L	19539141	19539370	.	230	129	97	162
Scf_2L.19543901.19544824	Scf_2L	19543901	19544824	.	924	451	361	570
Scf_2L.19546724.19547142	Scf_2L	19546724	19547142	.	419	270	177	331
Scf_2L.19550101.19550282	Scf_2L	19550101	19550282	.	182	123	74	128
Scf_2L.19558362.19559433	Scf_2L	19558362	19559433	.	1072	340	708	485
Scf_2L.19567798.19568265	Scf_2L	19567798	19568265	.	468	257	192	239
Scf_2L.19580409.19580617	Scf_2L	19580409	19580617	.	209	112	104	123
Scf_2L.19581505.19583070	Scf_2L	19581505	19583070	.	1566	1118	782	1099
Scf_2L.19584700.19584827	Scf_2L	19584700	19584827	.	128	102	56	116
Scf_2L.19589938.19590341	Scf_2L	19589938	19590341	.	404	248	234	237
Scf_2L.19615269.19615715	Scf_2L	19615269	19615715	.	447	126	132	172
Scf_2L.19667075.19667749	Scf_2L	19667075	19667749	.	675	257	260	296
Scf_2L.19669553.19669653	Scf_2L	19669553	19669653	.	101	77	69	70
Scf_2L.19670599.19671716	Scf_2L	19670599	19671716	.	1118	529	444	548
Scf_2L.19687498.19687621	Scf_2L	19687498	19687621	.	124	99	54	113
Scf_2L.19691546.19691786	Scf_2L	19691546	19691786	.	241	102	47	165
Scf_2L.19741532.19742098	Scf_2L	19741532	19742098	.	567	470	313	563
Scf_2L.19771727.19771847	Scf_2L	19771727	19771847	.	121	105	56	97
Scf_2L.19778005.19778297	Scf_2L	19778005	19778297	.	293	124	108	135
Scf_2L.19780137.19780575	Scf_2L	19780137	19780575	.	439	182	136	169
Scf_2L.19780754.19781579	Scf_2L	19780754	19781579	.	826	273	245	336
Scf_2L.19828937.19829599	Scf_2L	19828937	19829599	.	663	428	377	405
Scf_2L.19841344.19842782	Scf_2L	19841344	19842782	.	1439	889	795	1019
Scf_2L.19845148.19845613	Scf_2L	19845148	19845613	.	466	257	234	288
Scf_2L.19847566.19847883	Scf_2L	19847566	19847883	.	318	116	100	142
Scf_2L.19848077.19848549	Scf_2L	19848077	19848549	.	473	127	140	171
Scf_2L.19853453.19853697	Scf_2L	19853453	19853697	.	245	80	71	68
Scf_2L.19853839.19854707	Scf_2L	19853839	19854707	.	869	636	482	610
Scf_2L.19874731.19875720	Scf_2L	19874731	19875720	.	990	487	372	603
Scf_2L.20034493.20035369	Scf_2L	20034493	20035369	.	877	736	563	751
Scf_2L.20038229.20038383	Scf_2L	20038229	20038383	.	155	110	85	140
Scf_2L.20043110.20046435	Scf_2L	20043110	20046435	.	3326	1287	999	1380
Scf_2L.20058813.20061882	Scf_2L	20058813	20061882	.	3070	1962	1548	1902
Scf_2L.20065955.20066151	Scf_2L	20065955	20066151	.	197	90	80	115
Scf_2L.20066282.20066695	Scf_2L	20066282	20066695	.	414	125	93	134
Scf_2L.20067976.20068177	Scf_2L	20067976	20068177	.	202	153	65	145
Scf_2L.20071110.20071610	Scf_2L	20071110	20071610	.	501	176	142	192
Scf_2L.20076763.20077044	Scf_2L	20076763	20077044	.	282	74	44	71
Scf_2L.20077147.20077753	Scf_2L	20077147	20077753	.	607	252	157	294
Scf_2L.20085541.20085963	Scf_2L	20085541	20085963	.	423	284	267	315
Scf_2L.20095085.20095489	Scf_2L	20095085	20095489	.	405	180	115	191
Scf_2L.20097116.20097293	Scf_2L	20097116	20097293	.	178	97	58	90
Scf_2L.20097397.20097679	Scf_2L	20097397	20097679	.	283	95	47	103
Scf_2L.20102896.20103405	Scf_2L	20102896	20103405	.	510	176	95	210
Scf_2L.20103514.20104527	Scf_2L	20103514	20104527	.	1014	361	236	423
Scf_2L.20104732.20105246	Scf_2L	20104732	20105246	.	515	202	113	230
Scf_2L.20130650.20131314	Scf_2L	20130650	20131314	.	665	361	303	447
Scf_2L.20131425.20132969	Scf_2L	20131425	20132969	.	1545	876	638	966
Scf_2L.20134924.20135668	Scf_2L	20134924	20135668	.	745	384	277	387
Scf_2L.20136301.20137195	Scf_2L	20136301	20137195	.	895	672	522	676
Scf_2L.20154210.20154705	Scf_2L	20154210	20154705	.	496	211	133	216
Scf_2L.20154806.20155010	Scf_2L	20154806	20155010	.	205	42	38	46
Scf_2L.20155162.20155337	Scf_2L	20155162	20155337	.	176	27	23	23
Scf_2L.20155456.20156460	Scf_2L	20155456	20156460	.	1005	307	229	409
Scf_2L.20159284.20159689	Scf_2L	20159284	20159689	.	406	115	83	125
Scf_2L.20159837.20160155	Scf_2L	20159837	20160155	.	319	47	34	62
Scf_2L.20160307.20161229	Scf_2L	20160307	20161229	.	923	518	318	543
Scf_2L.20162161.20162719	Scf_2L	20162161	20162719	.	559	237	125	231
Scf_2L.20164767.20165066	Scf_2L	20164767	20165066	.	300	82	58	112
Scf_2L.20165171.20165535	Scf_2L	20165171	20165535	.	365	113	86	118
Scf_2L.20170565.20171976	Scf_2L	20170565	20171976	.	1412	828	607	881
Scf_2L.20172095.20173000	Scf_2L	20172095	20173000	.	906	312	323	381
Scf_2L.20174175.20175322	Scf_2L	20174175	20175322	.	1148	537	439	629
Scf_2L.20182999.20183272	Scf_2L	20182999	20183272	.	274	191	97	212
Scf_2L.20199919.20200830	Scf_2L	20199919	20200830	.	912	465	352	535
Scf_2L.20205130.20206912	Scf_2L	20205130	20206912	.	1783	1101	958	1264
Scf_2L.20209395.20209954	Scf_2L	20209395	20209954	.	560	219	142	223
Scf_2L.20210169.20210533	Scf_2L	20210169	20210533	.	365	262	163	249
Scf_2L.20210650.20210921	Scf_2L	20210650	20210921	.	272	74	30	71
Scf_2L.20211539.20211809	Scf_2L	20211539	20211809	.	271	165	103	212
Scf_2L.20216381.20216804	Scf_2L	20216381	20216804	.	424	143	83	149
Scf_2L.20217008.20217471	Scf_2L	20217008	20217471	.	464	234	183	259
Scf_2L.20223697.20224093	Scf_2L	20223697	20224093	.	397	208	124	228
Scf_2L.20234493.20236241	Scf_2L	20234493	20236241	.	1749	1422	1081	1487
Scf_2L.20236403.20237192	Scf_2L	20236403	20237192	.	790	850	708	859
Scf_2L.20237334.20237917	Scf_2L	20237334	20237917	.	584	297	259	363
Scf_2L.20242210.20243791	Scf_2L	20242210	20243791	.	1582	769	640	942
Scf_2L.20243937.20244490	Scf_2L	20243937	20244490	.	554	289	193	319
Scf_2L.20252434.20252879	Scf_2L	20252434	20252879	.	446	195	161	220
Scf_2L.20270704.20270903	Scf_2L	20270704	20270903	.	200	124	128	171
Scf_2L.20273317.20273667	Scf_2L	20273317	20273667	.	351	138	119	175
Scf_2L.20276725.20277488	Scf_2L	20276725	20277488	.	764	498	338	648
Scf_2L.20281036.20282273	Scf_2L	20281036	20282273	.	1238	520	434	616
Scf_2L.20293249.20294125	Scf_2L	20293249	20294125	.	877	390	345	475
Scf_2L.20304263.20304707	Scf_2L	20304263	20304707	.	445	241	144	229
Scf_2L.20305113.20305564	Scf_2L	20305113	20305564	.	452	211	144	221
Scf_2L.20319424.20319704	Scf_2L	20319424	20319704	.	281	139	122	154
Scf_2L.20325355.20326130	Scf_2L	20325355	20326130	.	776	494	389	634
Scf_2L.20326263.20327249	Scf_2L	20326263	20327249	.	987	524	388	515
Scf_2L.20330080.20330277	Scf_2L	20330080	20330277	.	198	59	58	63
Scf_2L.20330403.20331067	Scf_2L	20330403	20331067	.	665	384	287	408
Scf_2L.20332573.20333121	Scf_2L	20332573	20333121	.	549	282	185	356
Scf_2L.20334153.20334760	Scf_2L	20334153	20334760	.	608	350	255	437
Scf_2L.20379719.20380163	Scf_2L	20379719	20380163	.	445	160	147	210
Scf_2L.20380479.20381345	Scf_2L	20380479	20381345	.	867	263	192	345
Scf_2L.20383996.20384309	Scf_2L	20383996	20384309	.	314	133	84	165
Scf_2L.20403653.20404312	Scf_2L	20403653	20404312	.	660	331	282	408
Scf_2L.20415521.20416150	Scf_2L	20415521	20416150	.	630	346	291	432
Scf_2L.20416359.20417542	Scf_2L	20416359	20417542	.	1184	386	385	516
Scf_2L.20424204.20424481	Scf_2L	20424204	20424481	.	278	116	81	173
Scf_2L.20440553.20441683	Scf_2L	20440553	20441683	.	1131	788	607	892
Scf_2L.20441865.20443707	Scf_2L	20441865	20443707	.	1843	890	766	1039
Scf_2L.20470505.20470668	Scf_2L	20470505	20470668	.	164	110	73	124
Scf_2L.20478055.20478525	Scf_2L	20478055	20478525	.	471	212	176	260
Scf_2L.20479001.20479215	Scf_2L	20479001	20479215	.	215	98	62	111
Scf_2L.20494508.20495679	Scf_2L	20494508	20495679	.	1172	694	429	735
Scf_2L.20500355.20500785	Scf_2L	20500355	20500785	.	431	258	212	340
Scf_2L.20533315.20533942	Scf_2L	20533315	20533942	.	628	328	251	409
Scf_2L.20534445.20534902	Scf_2L	20534445	20534902	.	458	235	179	298
Scf_2L.20539726.20540076	Scf_2L	20539726	20540076	.	351	181	125	229
