FBgn0000008	a	FBgn0269458
FBgn0031635	tank	FBgn0194084
FBgn0031636	CG12194	FBgn0194688
FBgn0031637	mxt	FBgn0194083
FBgn0031638	CG11927	FBgn0194689
FBgn0031639	mRpS2	FBgn0194082
FBgn0031640	Mon1	FBgn0268758
FBgn0031643	CG3008	FBgn0194692
FBgn0031644	CG15625	FBgn0194693
FBgn0031645	CG3036	FBgn0194694
FBgn0031646	snsl	FBgn0194079
FBgn0031649	hoe2	FBgn0183725
FBgn0031650	CG14044	FBgn0270528
FBgn0031651	mRpL24	FBgn0194077
FBgn0031652	jet	FBgn0194076
FBgn0031654	Jon25Bii	FBgn0194074
FBgn0031655	Marcal1	FBgn0194696
FBgn0031657	CG3756	FBgn0194698
FBgn0031659	CG14043	FBgn0194699
FBgn0031660	mRpL28	FBgn0194700
FBgn0031661	Gmd	FBgn0194069
FBgn0031662	CG3792	FBgn0194701
FBgn0031663	CG8891	FBgn0194068
FBgn0031664	CG8892	FBgn0194067
FBgn0031668	CG31917	FBgn0194064
FBgn0031670	SelT	FBgn0270139
FBgn0031673	CG31650	FBgn0183722
FBgn0031675	CG9121	FBgn0186602
FBgn0031676	senju	FBgn0268732
FBgn0031677	CG14036	FBgn0194062
FBgn0031678	Nepl3	FBgn0194061
FBgn0031681	Pgant5	FBgn0183721
FBgn0031682	CG5828	FBgn0194707
FBgn0031683	CG4230	FBgn0194708
FBgn0031684	ND-13A	FBgn0194059
FBgn0031689	Cyp28d1	FBgn0194714
FBgn0031690	CG7742	FBgn0194058
FBgn0031692	TpnC25D	FBgn0194715
FBgn0031696	Bub1	FBgn0194719
FBgn0031697	CG14024	FBgn0194055
FBgn0031700	CG14022	FBgn0269959
FBgn0031702	fusl	FBgn0194052
FBgn0031703	CG12512	FBgn0194050
FBgn0031707	CG14020	FBgn0194730
FBgn0031708	CG7382	FBgn0194048
FBgn0031710	Vps52	FBgn0194047
FBgn0031711	CG6907	FBgn0194733
FBgn0031713	Coq6	FBgn0194046
FBgn0031715	tomb	FBgn0268264
FBgn0031716	CG14015	FBgn0270892
FBgn0031717	Oscillin	FBgn0194735
FBgn0031718	CG14014	FBgn0194045
FBgn0031719	CG18269	FBgn0194736
FBgn0031720	CG14013	FBgn0194044
FBgn0031721	CG14017	FBgn0194737
FBgn0031722	CG14011	FBgn0194042
FBgn0031723	CG7251	FBgn0194041
FBgn0031724	CG18266	FBgn0194740
FBgn0031725	DIP-eta	FBgn0194039
FBgn0031726	Cyp6a16	FBgn0194038
FBgn0031729	CG12511	FBgn0194742
FBgn0031730	CG7236	FBgn0194743
FBgn0031731	CG14007	FBgn0194036
FBgn0031732	CG11149	FBgn0186609
FBgn0031733	CG14006	FBgn0269462
FBgn0031734	CG11147	FBgn0194034
FBgn0031735	CG11029	FBgn0194746
FBgn0031736	CG11030	FBgn0194747
FBgn0031737	obst-E	FBgn0194030
FBgn0031738	CG9171	FBgn0194029
FBgn0031739	CG14005	FBgn0194028
FBgn0031740	CG7239	FBgn0194749
FBgn0031741	CG11034	FBgn0194750
FBgn0031745	rau	FBgn0194026
FBgn0031746	CG9029	FBgn0194753
FBgn0031747	CG9021	FBgn0194025
FBgn0031749	CG14000	FBgn0269550
FBgn0031752	CG9044	FBgn0194756
FBgn0031753	CG13999	FBgn0194023
FBgn0031756	CG13992	FBgn0194018
FBgn0031757	Ucp4C	FBgn0194758
FBgn0031758	Ucp4B	FBgn0194759
FBgn0031759	lid	FBgn0194017
FBgn0031760	Tsp26A	FBgn0194762
FBgn0031762	CG9098	FBgn0194012
FBgn0031763	CG13996	FBgn0194763
FBgn0031764	CG9107	FBgn0194010
FBgn0031765	CG9109	FBgn0194009
FBgn0031766	CG9117	FBgn0194007
FBgn0031768	IPIP	FBgn0194765
FBgn0031769	CG9135	FBgn0194766
FBgn0031770	CG13995	FBgn0268553
FBgn0031771	ND-51	FBgn0194003
FBgn0031772	CG13994	FBgn0194767
FBgn0031773	Fbw5	FBgn0194002
FBgn0031774	CG9147	FBgn0194768
FBgn0031775	CG9150	FBgn0194001
FBgn0031776	Pfdn1	FBgn0194769
FBgn0031777	CG9154	FBgn0194000
FBgn0031779	CG9175	FBgn0193999
FBgn0031782	WDR79	FBgn0193998
FBgn0031784	CG9222	FBgn0194775
FBgn0031785	CG13991	FBgn0183763
FBgn0031786	CG13989	FBgn0194778
FBgn0031791	AANATL2	FBgn0194782
FBgn0031792	CG13983	FBgn0193992
FBgn0031799	Pez	FBgn0193990
FBgn0031800	CG9497	FBgn0193989
FBgn0031801	CG9498	FBgn0193988
FBgn0031802	ppk7	FBgn0193987
FBgn0031803	ppk14	FBgn0194789
FBgn0031804	CG9500	FBgn0193986
FBgn0031805	Nepl4	FBgn0194790
FBgn0031808	Nepl5	FBgn0194792
FBgn0031811	CG13982	FBgn0194793
FBgn0031813	CG9527	FBgn0193979
FBgn0031814	retm	FBgn0193978
FBgn0031815	frj	FBgn0194795
FBgn0031816	Rchy1	FBgn0193977
FBgn0031817	HemK1	FBgn0193976
FBgn0031818	CG9536	FBgn0193974
FBgn0031820	Daxx	FBgn0194796
FBgn0031822	Phf5a	FBgn0193971
FBgn0031824	CG9547	FBgn0193970
FBgn0031826	CG9550	FBgn0194800
FBgn0031829	IFT52	FBgn0193967
FBgn0031830	COX5B	FBgn0067177
FBgn0031831	COX5BL	FBgn0085859
FBgn0031832	CG9596	FBgn0193966
FBgn0031834	CG13766	FBgn0193965
FBgn0031835	CG11319	FBgn0193964
FBgn0031836	CG11050	FBgn0194804
FBgn0031837	DIP-iota	FBgn0193963
FBgn0031844	CG13771	FBgn0193958
FBgn0031848	Nse1	FBgn0268439
FBgn0031849	CG11327	FBgn0193952
FBgn0031850	Tsp	FBgn0268321
FBgn0031851	Aatf	FBgn0194810
FBgn0031853	TTLL3B	FBgn0194812
FBgn0031854	TTLL3A	FBgn0269348
FBgn0031855	meng	FBgn0194813
FBgn0031857	LUBEL	FBgn0193943
FBgn0031858	CG17378	FBgn0194814
FBgn0031859	CG17377	FBgn0270761
FBgn0031860	CG11236	FBgn0194815
FBgn0031861	CG17375	FBgn0269788
FBgn0031865	Nha1	FBgn0193938
FBgn0031866	Nlg2	FBgn0194820
FBgn0031868	Rat1	FBgn0194821
FBgn0031869	CG18304	FBgn0193931
FBgn0031871	Fgop2	FBgn0193930
FBgn0031872	ihog	FBgn0084648
FBgn0031873	Gas41	FBgn0193928
FBgn0031874	CG13775	FBgn0193927
FBgn0031875	CG3430	FBgn0194823
FBgn0031876	Atac1	FBgn0269869
FBgn0031877	Hmgcl	FBgn0268117
FBgn0031878	sip2	FBgn0270874
FBgn0031879	uif	FBgn0193921
FBgn0031881	MME1	FBgn0194829
FBgn0031882	Rab30	FBgn0193918
FBgn0031883	Caper	FBgn0194830
FBgn0031885	Mnn1	FBgn0194834
FBgn0031886	Nuf2	FBgn0193916
FBgn0031887	Ugt307A1	FBgn0194836
FBgn0031888	Pvf2	FBgn0193915
FBgn0031893	MICU1	FBgn0194837
FBgn0031894	CG4496	FBgn0193912
FBgn0031895	CG4497	FBgn0193911
FBgn0031896	CG4502	FBgn0193910
FBgn0031897	CG13784	FBgn0193909
FBgn0031900	CG13786	FBgn0193904
FBgn0031902	Wnt6	FBgn0085995
FBgn0031903	Wnt10	FBgn0194842
FBgn0031904	CG5149	FBgn0193900
FBgn0031905	gudu	FBgn0194846
FBgn0031906	CG5160	FBgn0193899
FBgn0031907	CG5171	FBgn0194848
FBgn0031908	CG5177	FBgn0194849
FBgn0031909	CG5181	FBgn0193898
FBgn0031913	CG5958	FBgn0193897
FBgn0031914	CG5973	FBgn0194853
FBgn0031918	CG6055	FBgn0194854
FBgn0031920	CG6441	FBgn0194855
FBgn0031925	Cyp4d21	FBgn0194857
FBgn0031926	CG6739	FBgn0183765
FBgn0031929	CG18585	FBgn0193884
FBgn0031930	CG7025	FBgn0193883
FBgn0031940	CG7214	FBgn0193874
FBgn0031941	ATPsynGL	FBgn0194863
FBgn0031945	CG7191	FBgn0194865
FBgn0031946	CG7164	FBgn0194867
FBgn0031947	CG7154	FBgn0194868
FBgn0031948	CG7149	FBgn0193871
FBgn0031950	Herp	FBgn0193869
FBgn0031951	r2d2	FBgn0084228
FBgn0031952	cdc14	FBgn0193868
FBgn0031954	CG14537	FBgn0194872
FBgn0031955	CG14535	FBgn0193865
FBgn0031959	spz3	FBgn0193862
FBgn0031961	CG7102	FBgn0193861
FBgn0031968	CG7231	FBgn0194874
FBgn0031969	pes	FBgn0183718
FBgn0031970	CG7227	FBgn0193855
FBgn0031971	Sirup	FBgn0194875
FBgn0031972	Wwox	FBgn0193854
FBgn0031973	Spn28Dc	FBgn0193852
FBgn0031974	CG12560	FBgn0193851
FBgn0031975	Tg	FBgn0194876
FBgn0031976	CG7367	FBgn0193849
FBgn0031977	baf	FBgn0194877
FBgn0031979	CCDC53	FBgn0194879
FBgn0031980	RpL36A	FBgn0270625
FBgn0031981	Megf8	FBgn0194880
FBgn0031985	mon2	FBgn0193844
FBgn0031986	CG8673	FBgn0194883
FBgn0031987	CG12375	FBgn0193843
FBgn0031988	CG8668	FBgn0194884
FBgn0031990	PAPLA1	FBgn0193841
FBgn0031992	Acbp1	FBgn0193840
FBgn0031995	CG8475	FBgn0193838
FBgn0031996	CG8460	FBgn0194889
FBgn0031997	PGAP5	FBgn0194890
FBgn0031998	SLC5A11	FBgn0193837
FBgn0031999	CG8419	FBgn0194891
FBgn0032000	CG8372	FBgn0193835
FBgn0032001	CG8360	FBgn0194893
FBgn0032002	CG8353	FBgn0194894
FBgn0032003	CG8349	FBgn0194895
FBgn0032004	CG8292	FBgn0193834
FBgn0032005	Snx6	FBgn0193833
FBgn0032006	Pvr	FBgn0193831
FBgn0032008	CG14277	FBgn0194896
FBgn0032010	CG8086	FBgn0193829
FBgn0032013	Scgalpha	FBgn0194897
FBgn0032014	CG7840	FBgn0194898
FBgn0032015	Ostgamma	FBgn0193826
FBgn0032016	Mettl14	FBgn0194899
FBgn0032017	CG7810	FBgn0193825
FBgn0032018	CG7806	FBgn0194900
FBgn0032020	strat	FBgn0194901
FBgn0032021	CG7781	FBgn0193823
FBgn0032022	CG14275	FBgn0194902
FBgn0032023	CG14274	FBgn0194903
FBgn0032024	CG14273	FBgn0194904
FBgn0032025	CG7778	FBgn0194905
FBgn0032026	CG7627	FBgn0193819
FBgn0032029	CG17292	FBgn0194909
FBgn0032030	Wdr82	FBgn0194910
FBgn0032031	CG13390	FBgn0193817
FBgn0032032	CG17294	FBgn0194911
FBgn0032033	CG13392	FBgn0193815
FBgn0032034	Rcd4	FBgn0194912
FBgn0032036	CG13384	FBgn0194913
FBgn0032039	CG13385	FBgn0194914
FBgn0032040	CG13386	FBgn0194915
FBgn0032042	CG13398	FBgn0193808
FBgn0032047	CG13088	FBgn0194927
FBgn0032048	Dh31	FBgn0193803
FBgn0032049	Bace	FBgn0268307
FBgn0032050	CG13096	FBgn0193802
FBgn0032051	CG13097	FBgn0193801
FBgn0032052	PIG-U	FBgn0194929
FBgn0032053	mRpL51	FBgn0193800
FBgn0032054	Uba4	FBgn0270241
FBgn0032055	Sgp	FBgn0194931
FBgn0032057	CG9287	FBgn0193796
FBgn0032058	CG9289	FBgn0193795
FBgn0032059	PrBP	FBgn0193794
FBgn0032061	CG9314	FBgn0194938
FBgn0032065	CG12438	FBgn0194939
FBgn0032066	LManIII	FBgn0193789
FBgn0032067	LManIV	FBgn0193787
FBgn0032072	CG9483	FBgn0194949
FBgn0032074	Tsp29Fa	FBgn0269131
FBgn0032075	Tsp29Fb	FBgn0194953
FBgn0032076	Argl	FBgn0193783
FBgn0032077	CG9515	FBgn0193782
FBgn0032078	C1GalTA	FBgn0193781
FBgn0032079	CG31886	FBgn0193780
FBgn0032080	CG9525	FBgn0193778
FBgn0032082	CG18088	FBgn0194956
FBgn0032083	CG9541	FBgn0193777
FBgn0032084	CG13101	FBgn0193776
FBgn0032087	CG9568	FBgn0194960
FBgn0032088	CG13102	FBgn0194961
FBgn0032089	Rcd-1r	FBgn0193773
FBgn0032090	CG9582	FBgn0193772
FBgn0032094	CG12439	FBgn0194962
FBgn0032096	Or30a	FBgn0194965
FBgn0032100	CG13108	FBgn0194968
FBgn0032101	CG9586	FBgn0193770
FBgn0032104	aust	FBgn0193769
FBgn0032105	borr	FBgn0193768
FBgn0032109	CG17005	FBgn0194972
FBgn0032110	CG3748	FBgn0194975
FBgn0032111	CG13110	FBgn0194976
FBgn0032115	CG4438	FBgn0193764
FBgn0032116	Mco1	FBgn0194979
FBgn0032117	FucTB	FBgn0193763
FBgn0032119	CG3769	FBgn0194982
FBgn0032120	CG33298	FBgn0194985
FBgn0032122	CG31883	FBgn0194986
FBgn0032123	Oatp30B	FBgn0194987
FBgn0032124	CG17855	FBgn0194988
FBgn0032125	Cpr30B	FBgn0194989
FBgn0032126	CG13113	FBgn0194990
FBgn0032127	CG13114	FBgn0194991
FBgn0032130	brwl	FBgn0184124
FBgn0032131	CG3841	FBgn0194993
FBgn0032132	CG4382	FBgn0193755
FBgn0032135	GlcAT-S	FBgn0194996
FBgn0032136	Apoltp	FBgn0194997
FBgn0032138	CG4364	FBgn0193749
FBgn0032139	CG13116	FBgn0195001
FBgn0032140	CG13117	FBgn0195002
FBgn0032143	CG4017	FBgn0195005
FBgn0032144	CG17633	FBgn0195006
FBgn0032149	CG4036	FBgn0268273
FBgn0032150	CG13123	FBgn0193741
FBgn0032151	nAChRalpha6	FBgn0193740
FBgn0032153	CG4537	FBgn0195010
FBgn0032154	mtDNA-helicase	FBgn0193738
FBgn0032156	CG13124	FBgn0193735
FBgn0032157	Etl1	FBgn0193734
FBgn0032160	CG4598	FBgn0195014
FBgn0032161	CG4594	FBgn0195015
FBgn0032162	CG4592	FBgn0195016
FBgn0032163	TbCMF46	FBgn0193731
FBgn0032166	CG4619	FBgn0195019
FBgn0032167	CG5853	FBgn0193728
FBgn0032168	CG13126	FBgn0193727
FBgn0032169	CG4709	FBgn0195020
FBgn0032170	CG4658	FBgn0195021
FBgn0032171	CG5846	FBgn0193726
FBgn0032172	CG5850	FBgn0193724
FBgn0032175	CG13131	FBgn0193718
FBgn0032176	CG13127	FBgn0195027
FBgn0032178	Spn31A	FBgn0195033
FBgn0032181	CG13133	FBgn0193714
FBgn0032187	CG4839	FBgn0195037
FBgn0032188	CG13137	FBgn0195038
FBgn0032189	Ripalpha	FBgn0083459
FBgn0032191	Snx17	FBgn0193705
FBgn0032192	CG5731	FBgn0193704
FBgn0032193	CG5727	FBgn0193703
FBgn0032194	CG4901	FBgn0195040
FBgn0032195	CG4908	FBgn0195042
FBgn0032196	CG5708	FBgn0193701
FBgn0032197	ova	FBgn0193700
FBgn0032198	eEF1delta	FBgn0195043
FBgn0032200	CG5676	FBgn0193696
FBgn0032202	REPTOR-BP	FBgn0195047
FBgn0032204	CG4953	FBgn0195049
FBgn0032205	CG4957	FBgn0270687
FBgn0032208	Ufd4	FBgn0193693
FBgn0032209	Hand	FBgn0193692
FBgn0032210	CYLD	FBgn0193691
FBgn0032211	CG13138	FBgn0270285
FBgn0032213	CG5390	FBgn0193686
FBgn0032214	CG4968	FBgn0195051
FBgn0032216	Usp14	FBgn0193683
FBgn0032217	CG4972	FBgn0195052
FBgn0032218	CG5381	FBgn0193681
FBgn0032219	CG4995	FBgn0195053
FBgn0032221	Schip1	FBgn0193679
FBgn0032222	CG5037	FBgn0195054
FBgn0032223	GATAd	FBgn0195055
FBgn0032224	Sps2	FBgn0195058
FBgn0032225	CG5022	FBgn0195059
FBgn0032228	CG5367	FBgn0193676
FBgn0032229	ClpP	FBgn0195060
FBgn0032230	lft	FBgn0195062
FBgn0032231	CG5056	FBgn0195063
FBgn0032233	dpr19	FBgn0195064
FBgn0032234	gny	FBgn0195065
FBgn0032235	CG5096	FBgn0195066
FBgn0032236	mRpS7	FBgn0195067
FBgn0032240	CG17768	FBgn0193670
FBgn0032242	CG5355	FBgn0193668
FBgn0032243	Klp31E	FBgn0195074
FBgn0032244	RfC3	FBgn0195075
FBgn0032246	Wdfy2	FBgn0195076
FBgn0032247	CG5188	FBgn0195078
FBgn0032248	Bug22	FBgn0193665
FBgn0032249	TBC1D16	FBgn0193664
FBgn0032250	holn1	FBgn0195080
FBgn0032251	Nse4	FBgn0195082
FBgn0032252	loh	FBgn0195083
FBgn0032256	RluA-2	FBgn0195085
FBgn0032258	Cog4	FBgn0193658
FBgn0032259	CG6144	FBgn0195087
FBgn0032260	CG13144	FBgn0193657
FBgn0032261	CG6094	FBgn0195088
FBgn0032262	CG7384	FBgn0193655
FBgn0032264	Lip4	FBgn0269648
FBgn0032265	CG18301	FBgn0195090
FBgn0032266	CG18302	FBgn0195091
FBgn0032268	CG6138	FBgn0270792
FBgn0032271	CG7329	FBgn0193649
FBgn0032286	CG7300	FBgn0193644
FBgn0032287	CG6415	FBgn0195100
FBgn0032289	CG6431	FBgn0195101
FBgn0032290	CG6443	FBgn0269194
FBgn0032291	CG17118	FBgn0195102
FBgn0032292	EMC3	FBgn0193641
FBgn0032293	Dpy-30L1	FBgn0195103
FBgn0032294	Vha16-5	FBgn0193639
FBgn0032295	CG12299	FBgn0195104
FBgn0032296	CG6729	FBgn0193638
FBgn0032297	CG17124	FBgn0193637
FBgn0032298	CG6724	FBgn0193635
FBgn0032299	CG17127	FBgn0195105
FBgn0032305	CG6700	FBgn0193631
FBgn0032311	CG12517	FBgn0195114
FBgn0032312	CG14071	FBgn0193623
FBgn0032313	CG14070	FBgn0193621
FBgn0032314	CG7309	FBgn0193620
FBgn0032315	CG14069	FBgn0193619
FBgn0032318	CG14072	FBgn0195115
FBgn0032321	YL-1	FBgn0195116
FBgn0032322	CG16743	FBgn0195117
FBgn0032329	Art8	FBgn0193612
FBgn0032330	Samuel	FBgn0193610
FBgn0032331	CG14913	FBgn0195125
FBgn0032335	CG14915	FBgn0195130
FBgn0032336	AstC	FBgn0193607
FBgn0032337	AstCC	FBgn0193606
FBgn0032338	CG16854	FBgn0195132
FBgn0032339	Wdr59	FBgn0195133
FBgn0032341	Reps	FBgn0193604
FBgn0032343	CG6201	FBgn0193603
FBgn0032345	CG14921	FBgn0193601
FBgn0032346	Csl4	FBgn0193600
FBgn0032348	CG4751	FBgn0195137
FBgn0032350	CG6287	FBgn0083442
FBgn0032354	CG4788	FBgn0195141
FBgn0032358	Ppt2	FBgn0195146
FBgn0032360	CG14926	FBgn0193587
FBgn0032362	spz4	FBgn0195150
FBgn0032363	Dlg5	FBgn0193581
FBgn0032364	CG4970	FBgn0195151
FBgn0032365	CG14929	FBgn0195152
FBgn0032366	CG14930	FBgn0193580
FBgn0032368	spag4	FBgn0183714
FBgn0032369	CG6614	FBgn0193572
FBgn0032370	CG12307	FBgn0193571
FBgn0032371	CG4983	FBgn0195154
FBgn0032372	CG4988	FBgn0195156
FBgn0032373	Vha100-5	FBgn0195157
FBgn0032374	CG14931	FBgn0195158
FBgn0032375	CG14932	FBgn0195159
FBgn0032376	Tsp33B	FBgn0193569
FBgn0032377	CG14937	FBgn0193568
FBgn0032378	CycY	FBgn0193566
FBgn0032381	Mal-B1	FBgn0195163
FBgn0032382	Mal-B2	FBgn0195164
FBgn0032385	CG16964	FBgn0195169
FBgn0032387	CG16965	FBgn0195171
FBgn0032388	CG6686	FBgn0193557
FBgn0032390	dgt2	FBgn0195173
FBgn0032391	escl	FBgn0195174
FBgn0032393	Nfs1	FBgn0195176
FBgn0032394	Hacd1	FBgn0193554
FBgn0032395	Wdr81	FBgn0193553
FBgn0032397	Tom70	FBgn0193552
FBgn0032398	CG6766	FBgn0193551
FBgn0032399	CG6785	FBgn0193549
FBgn0032400	CG6770	FBgn0193548
FBgn0032401	Plzf	FBgn0193547
FBgn0032402	PLCXD	FBgn0195181
FBgn0032404	RpL7-like	FBgn0195182
FBgn0032405	firl	FBgn0193544
FBgn0032406	CG14947	FBgn0195184
FBgn0032407	Pex19	FBgn0195185
FBgn0032408	CG6712	FBgn0193540
FBgn0032409	Ced-12	FBgn0195187
FBgn0032414	CG17211	FBgn0195191
FBgn0032415	rho-6	FBgn0193537
FBgn0032416	Gr33a	FBgn0195194
FBgn0032419	CG17217	FBgn0195196
FBgn0032420	CG6583	FBgn0193536
FBgn0032421	crok	FBgn0195197
FBgn0032422	atilla	FBgn0193535
FBgn0032424	CG17010	FBgn0269767
FBgn0032428	Fam92	FBgn0195206
FBgn0032429	CG5446	FBgn0066169
FBgn0032430	CG6388	FBgn0195207
FBgn0032431	CG5435	FBgn0193532
FBgn0032433	Oatp33Ea	FBgn0193530
FBgn0032434	CG5421	FBgn0193529
FBgn0032435	Oatp33Eb	FBgn0195210
FBgn0032439	Ref2	FBgn0193520
FBgn0032442	Nepl7	FBgn0193518
FBgn0032444	CCT4	FBgn0193517
FBgn0032445	CG6153	FBgn0195218
FBgn0032446	IFT43	FBgn0193515
FBgn0032447	PICK1	FBgn0195219
FBgn0032448	CG5781	FBgn0193514
FBgn0032449	CG17036	FBgn0193513
FBgn0032450	CG5776	FBgn0193512
FBgn0032451	spict	FBgn0195220
FBgn0032453	CG6180	FBgn0195221
FBgn0032454	CG5787	FBgn0193510
FBgn0032455	Pih1D1	FBgn0193509
FBgn0032456	MRP	FBgn0195222
FBgn0032457	CG15483	FBgn0193507
FBgn0032462	CG16800	FBgn0195229
FBgn0032464	Vha68-3	FBgn0195231
FBgn0032465	Yip1d1	FBgn0193506
FBgn0032467	CG9934	FBgn0193505
FBgn0032470	Ttc30	FBgn0195233
FBgn0032471	CG5122	FBgn0195234
FBgn0032472	CG9928	FBgn0193501
FBgn0032473	kmg	FBgn0195236
FBgn0032474	DnaJ-H	FBgn0193498
FBgn0032475	Sfmbt	FBgn0193497
FBgn0032476	CG5439	FBgn0195238
FBgn0032477	Alg7	FBgn0195239
FBgn0032478	Rsph1	FBgn0195240
FBgn0032479	CG16974	FBgn0193495
FBgn0032480	Edem2	FBgn0195241
FBgn0032481	CG16972	FBgn0193493
FBgn0032482	Pect	FBgn0195242
FBgn0032483	CG15482	FBgn0193492
FBgn0032484	kek4	FBgn0269372
FBgn0032485	CG9426	FBgn0183713
FBgn0032486	mRF1	FBgn0268265
FBgn0032487	Ski6	FBgn0183712
FBgn0032488	CG16812	FBgn0195243
FBgn0032489	CG15480	FBgn0193491
FBgn0032490	CG16813	FBgn0195244
FBgn0032491	CG16815	FBgn0195245
FBgn0032492	Prosalpha6T	FBgn0195246
FBgn0032493	Mabi	FBgn0193490
FBgn0032494	CG5945	FBgn0195249
FBgn0032495	CG16820	FBgn0195250
FBgn0032499	Uvrag	FBgn0195254
FBgn0032503	CG16825	FBgn0195256
FBgn0032505	CG16826	FBgn0195258
FBgn0032506	CG9395	FBgn0193483
FBgn0032507	CG9377	FBgn0193482
FBgn0032509	CG6523	FBgn0195261
FBgn0032511	ND-B22	FBgn0193480
FBgn0032512	Bdp1	FBgn0193479
FBgn0032513	CG6565	FBgn0195264
FBgn0032514	CG9302	FBgn0193478
FBgn0032515	loqs	FBgn0084799
FBgn0032516	Ing5	FBgn0193477
FBgn0032517	CG7099	FBgn0195266
FBgn0032518	RpL24	FBgn0193476
FBgn0032519	CG16957	FBgn0193475
FBgn0032520	CG10859	FBgn0193474
FBgn0032521	CG7110	FBgn0195267
FBgn0032522	CG16848	FBgn0195268
FBgn0032523	CG16956	FBgn0193471
FBgn0032524	Hacd2	FBgn0193470
FBgn0032525	Hsp60D	FBgn0193469
FBgn0032530	CG9263	FBgn0193467
FBgn0032533	CG16888	FBgn0193455
FBgn0032535	Ance-2	FBgn0195303
FBgn0032536	Ance-3	FBgn0195304
FBgn0032538	Vajk2	FBgn0193442
FBgn0032549	CG4650	FBgn0193404
FBgn0032551	CG18636	FBgn0193402
FBgn0032553	CG4480	FBgn0193398
FBgn0032554	CG15278	FBgn0193397
FBgn0032563	CG15258	FBgn0193374
FBgn0032577	CG13244	FBgn0195386
FBgn0032582	CG13258	FBgn0193341
FBgn0032585	Nepl8	FBgn0195415
FBgn0032586	Tpr2	FBgn0195416
FBgn0032587	CG5953	FBgn0193326
FBgn0032588	CG5968	FBgn0193325
FBgn0032590	CG4631	FBgn0195420
FBgn0032593	Trpgamma	FBgn0183705
FBgn0032595	CG17996	FBgn0193318
FBgn0032596	Prosbeta4	FBgn0193317
FBgn0032597	CG17904	FBgn0195432
FBgn0032598	ChLD3	FBgn0195433
FBgn0032600	BuGZ	FBgn0195434
FBgn0032601	yellow-b	FBgn0195435
FBgn0032602	ppk17	FBgn0193314
FBgn0032603	CG17928	FBgn0195438
FBgn0032609	CG13280	FBgn0183703
FBgn0032612	CG13282	FBgn0193310
FBgn0032613	Nepl9	FBgn0189353
FBgn0032615	CG6012	FBgn0193307
FBgn0032618	CG31743	FBgn0195448
FBgn0032620	CG12288	FBgn0193303
FBgn0032625	CG15136	FBgn0193300
FBgn0032626	CG12620	FBgn0195454
FBgn0032629	beat-IIIc	FBgn0193296
FBgn0032631	CG15140	FBgn0195461
FBgn0032632	CG6380	FBgn0193295
FBgn0032633	Lrch	FBgn0193292
FBgn0032634	Rpb11	FBgn0193291
FBgn0032635	CG15141	FBgn0195464
FBgn0032636	CG5043	FBgn0195465
FBgn0032637	CG5050	FBgn0195466
FBgn0032639	CG18563	FBgn0193287
FBgn0032640	Sgt	FBgn0195467
FBgn0032642	CG5110	FBgn0195468
FBgn0032643	GCS2beta	FBgn0193283
FBgn0032644	CG5131	FBgn0183771
FBgn0032645	CG15142	FBgn0193281
FBgn0032646	mEFTs	FBgn0193280
FBgn0032647	CG15143	FBgn0193279
FBgn0032648	CG15144	FBgn0193278
FBgn0032649	CG15145	FBgn0193277
FBgn0032650	CG7094	FBgn0193276
FBgn0032651	Oli	FBgn0195474
FBgn0032652	CG6870	FBgn0193275
FBgn0032654	CG15147	FBgn0193273
FBgn0032656	CG5674	FBgn0195475
FBgn0032658	CG5681	FBgn0189387
FBgn0032660	elfless	FBgn0189351
FBgn0032663	CG15153	FBgn0193266
FBgn0032664	Slc25A46b	FBgn0195485
FBgn0032665	CG15152	FBgn0195486
FBgn0032666	CG5758	FBgn0195487
FBgn0032668	CG17681	FBgn0195488
FBgn0032669	CG15155	FBgn0195489
FBgn0032670	CG5783	FBgn0195490
FBgn0032671	JMJD4	FBgn0193261
FBgn0032677	CG5790	FBgn0195493
FBgn0032681	CG10283	FBgn0193251
FBgn0032682	grnd	FBgn0195495
FBgn0032683	kon	FBgn0193250
FBgn0032684	Ugt301D1	FBgn0183773
FBgn0032685	CG10211	FBgn0195496
FBgn0032688	CG15160	FBgn0195497
FBgn0032689	CG10413	FBgn0193247
FBgn0032690	CG10333	FBgn0195500
FBgn0032691	Atac2	FBgn0193246
FBgn0032692	IFT46	FBgn0193245
FBgn0032693	Cyp310a1	FBgn0193244
FBgn0032694	MESR3	FBgn0195501
FBgn0032698	CG10336	FBgn0269399
FBgn0032699	CG10383	FBgn0193236
FBgn0032700	CG10338	FBgn0195505
FBgn0032701	CG10341	FBgn0195506
FBgn0032702	CG10376	FBgn0193235
FBgn0032703	CG10343	FBgn0195507
FBgn0032704	Jwa	FBgn0193234
FBgn0032705	Grip71	FBgn0195508
FBgn0032706	Irk3	FBgn0193232
FBgn0032707	CG10348	FBgn0193231
FBgn0032709	CG15167	FBgn0195510
FBgn0032713	Ugt36D1	FBgn0195514
FBgn0032717	CG10600	FBgn0193226
FBgn0032719	CG17321	FBgn0195517
FBgn0032720	mRpL13	FBgn0193222
FBgn0032721	CG10602	FBgn0193223
FBgn0032723	ssp3	FBgn0193219
FBgn0032724	CG10428	FBgn0195518
FBgn0032725	Nedd8	FBgn0193218
FBgn0032726	CG10621	FBgn0193217
FBgn0032727	CG10623	FBgn0193216
FBgn0032728	Tango6	FBgn0195520
