P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0040283	615	574	629	221	252	197	680	695	741	240	226	259
FBgn0040285	1248.999	1247	1280	0	0	0	954	1197	1213	855	829	742
FBgn0040290	7	3	1	3	3	1	16	17	11	1	0	2
FBgn0040291	0	0	0	0	0	0	15	24	37	12	9	8
FBgn0040294	81	99	85	26	48	37	202.001	230	274.025	92	102.006	85.002
FBgn0040296	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040297	7933.694	8827.061	8228.073	4816	5254	4338	4009.999	6210	5298.025	3368.999	3583	3323.001
FBgn0040298	80	116	142	44	38	42	96	106	119	44	57	46
FBgn0040299	0	3	5	2	0	4	136	181	138	42	31	46
FBgn0040305	443.929	541.523	467.383	203.307	235.711	207.141	176	229	219	98	119	86
FBgn0040308	3047	3242.993	3134.001	510	500.001	478.001	1446.614	1018.633	1438.022	365.019	350	317
FBgn0040309	2561.204	2893	2990.001	0	0	0	3414	2598	3189	2226	2195.777	2007
FBgn0040318	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040319	316	322	344.999	4	6	4	559	751	573	1007	1333.286	1086.79
FBgn0040321	6	6	2	7	1	2	27	18	18	8	8	7
FBgn0040322	11	21	24	0	1	6	211	268	302	62	58	49
FBgn0040323	50	69	104	13	23	14	197	198.042	198	73	42	47
FBgn0040324	904	920.001	923	323	360	360	345	581.004	533	337	398	332
FBgn0040333	56	61	44	0	0	0	8	12	9	16	29	17
FBgn0040334	37	55	61	0	0	0	46	44	70	57	75	65
FBgn0040336	92	94	91	0	0	0	259	264	237	285	321	313
FBgn0040337	461	480	536	0	0	0	168	180	173	198	240	211
FBgn0040338	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040339	123	151	189	3	9	1	152	63	149	148	140	135
FBgn0040340	12419.577	14295.966	14909	2	9	1	12277	12829	14437.249	8203.003	7738	5973
FBgn0040341	3649	3586	3746	6	0	0	3381	2701.101	3286.013	2173	2268.976	2374
FBgn0040342	0	1	0	0	0	0	14	15	17	14	21	11
FBgn0040343	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0040344	605	617	633	0	1	0	493	639	642	625	675	578
FBgn0040345	1	2	2	0	0	0	1	8	9	4	15	4
FBgn0040346	195.805	248	307	0	0	0	238	281	248	501	468	531
FBgn0040347	40.582	40	62.627	0	0	0	36	34	26	21	33	21
FBgn0040348	15.418	14	19.373	0	0	0	0	15	3	0	3	1
FBgn0040349	1	2	5	0	0	0	8	0	1	8	3	2
FBgn0040350	0	1	2	0	0	0	3	3	3	4	6	4
FBgn0040351	15	12	17	0	0	0	14	3	6	2	2	1
FBgn0040352	0	0	0	0	0	0	1	0	0	2	0	0
FBgn0040353	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040354	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040355	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0040356	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040357	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040358	2	0	2	0	0	0	0	1	0	0	0	3
FBgn0040359	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0040360	2	2	1	0	0	0	0	0	0	0	0	0
FBgn0040361	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040362	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040363	0	0	0	0	0	0	0	0	0	3	0	0
FBgn0040364	12	7	11	0	0	0	14	15	13	11	18	12
FBgn0040366	22	30	60	0	0	0	44	47	58	49	45	44
FBgn0040367	0	0	0	0	0	0	37	16	26	7	15	3
FBgn0040368	0	1	0	0	0	0	8	2	1	0	0	0
FBgn0040370	1	3	3	0	0	0	1.018	0	2	0	0	0
FBgn0040371	3	1	1	0	0	0	5	0	1	1	1	1
FBgn0040372	367	406	334	0	0	0	378	496	416	366	421	319
FBgn0040373	13	17	11	0	0	0	34	36.999	45	24	25	32
FBgn0040375	393	403	589	0	0	0	364	273	413	450	481	456
FBgn0040376	11872.009	12112	13388.695	0	0	0	18356.248	15479.027	19419.227	12165.777	12628.791	12392.461
FBgn0040377	528	754	998	0	1	0	48	63	73	85	111	121
FBgn0040382	308	396	433	0	0	0	447	430	622	281	311	205
FBgn0040383	235	256	350.461	0	0	0	112	106	159	96	135	147
FBgn0040384	607.001	693	757.001	0	1	1	348	332	348	273	324	246
FBgn0040385	1	0	0	0	0	0	0	0	0	0	1	0
FBgn0040388	41	56	51	0	0	0	23	27	41	18	24	26
FBgn0040389	119	158	126	0	0	0	72	56	71	165	130	150
FBgn0040391	3	1	0	0	0	0	5	2	2	0	2	0
FBgn0040392	4	7	4	0	0	0	10	6	5	4	6	11
FBgn0040394	631	669	782	0	0	0	355	331	412	419	426	424
FBgn0040395	246	198	205	0	0	0	102	179.007	134	148	170	191
FBgn0040396	419	428	554	0	0	0	568	547	630	614	626	606
FBgn0040397	163.001	182	157	0	0	0	23	44	35	26	40	44
FBgn0040398	26	28	53	0	0	0	39	57	81	59	45	59
FBgn0040465	1	1	2	0	0	0	4	6	0	0	0	0
FBgn0040466	22	27	40	5	3	14	127	94	164	55	19	35
FBgn0040467	69	52	90	0	0	0	13	5	15	7	8	7
FBgn0040475	352	344	432	168	160	108	409.001	413	454	170	187	133
FBgn0040477	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040491	1234	1317	1412	650	694	851	431.999	438.878	540.001	501	570	598
FBgn0040493	1007	1002	1105.002	445	391	439	889	886	1059	425	464	454
FBgn0040496	0	0	1	3	0	0	1	0	0	0	0	0
FBgn0040502	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040503	3	7	6	2	1	0	1	9	6	1	1	2
FBgn0040505	140	184	178	29	29	18	20	106	28	23	40	25
FBgn0040507	26	33	22	11	9	16	29	64	35	20	26	16
FBgn0040512	1170.844	1272.999	1489.002	346	338	337.999	760	398.002	789	389	399	409
FBgn0040513	385.999	386	445	112	152	119	257	214	279	81	70	102
FBgn0040514	3.935	0	0	0	0	0	46.109	50.722	40.814	29.264	35.849	32.257
FBgn0040519	4	4	9	0	0	0	7	0	1	0	0	0
FBgn0040524	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040529	3143	3118	3983	1232	1326	1305	2919	2445	3192	1363	1425	1628
FBgn0040531	0	0	0	0	0	0	4	1	3	1	4.012	5
FBgn0040532	187	267	391	232	250	329	246	164	190	124	114	131
FBgn0040534	136	180	242	63	94	63	216	126	197	149	130	145
FBgn0040551	85	75	98	98	94	121	50	65	70	68	64	85
FBgn0040565	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0040571	1	1	1	0	3	4	0	0	3	0	0	1
FBgn0040575	161	194	179	119	144	143	134	56	117	120	135	142
FBgn0040582	34	34.001	31	44	41	51	0	0	5	0	0	0
FBgn0040588	1	5	7	0	3	0	0	0	2	0	4	0
FBgn0040600	839	841	1000	418	410	415	947.04	854	921	415	430	437
FBgn0040601	0	0	0	0	1	0	1	3	2	2	0	0
FBgn0040602	0	0	1	1	0	0	0	0	0	0	0	0
FBgn0040606	7	14	37	6	4	11	17	10	21	22	10	13
FBgn0040607	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040608	0	0	0	0	0	0	2	7	5	1	0	2
FBgn0040609	8	11	16	4	3	8	319	48	61	12	14	19
FBgn0040623	7994.71	8141.442	9887.136	2838.246	3075.394	3080.243	5945.24	3888.769	6428.968	3192.525	3227.075	3370.23
FBgn0040628	3911.033	3621	4227.747	1223.999	1333.001	1271	1789.005	1414	1995.037	1372	1409.06	1306
FBgn0040629	3	1	3	3	9	0	4	1	5	18	15	11
FBgn0040634	26	28	36	20	16	9	19	12	26	14	14	20
FBgn0040636	2157.167	1391	1773	576	754	1034	877.215	1125.421	969.115	741.865	1040.118	1331.548
FBgn0040648	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040649	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040650	4	11	10	0	0	1	22	20	21	91	62	66
FBgn0040651	0	3	1	0	0	0	8	0	1	1	0	0
FBgn0040658	121	126	104	35	41	31	179	140	180	57	35	48
FBgn0040660	1564	1428	1891	820	736	745	1171	853.931	1079.004	776	748	785
FBgn0040666	157	186	300	117	108	90	144	93	156	105	108	116
FBgn0040670	7	2	3	0	1	0	14	16	19	23	23	24
FBgn0040674	2	0	2	5	4	1	3	0	0	1	0	0
FBgn0040682	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0040684	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0040687	0	0	2	0	0	0	3	3	4	0	0	0
FBgn0040694	0	2	3	0	0	0	1	0	0	0	0	0
FBgn0040696	1.321	0	0	0	0	0	4.092	1	8.421	0	1	0
FBgn0040697	0	4	0	0	0	0	2	3	2	0	2	0
FBgn0040699	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040705	6	0	1	0	0	0	4	3	0	0	0	0
FBgn0040719	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0040726	15	6	31	39	31	27	0	0	1	2	0	0
FBgn0040730	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0040732	39	31	84	27	19	26	21	31	39	40	27	20
FBgn0040735	2	2	1	2	1	0	4	0	18	2	0	2
FBgn0040743	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0040751	64	89	140	61	38	67	86	50	64	56	58	56
FBgn0040752	4173	3850	3388	1429.001	1444	956	1991	3563.006	2918.001	823	933	616
FBgn0040754	361	285	506	204	239	293	293	223	281	247	185	212
FBgn0040759	0	0	0	0	0	0	11	0	0	1	0	1
FBgn0040763	4	1	6	0	1	1	5	1	3	0	0	0
FBgn0040764	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040765	126.354	117.028	134.085	73	74.061	62.078	91	183	150	59	77	83
FBgn0040773	2665.159	2797.001	3798.486	1683	1871	2110.999	3112.263	1891	3192.955	1893	2057.933	2054
FBgn0040777	4129.264	3808	4380	1772.003	2069.001	2105.999	3646.917	3994.481	3995	1777	2065	2100
FBgn0040778	2	3	5	6	1	1	3	2	1	1	0	2
FBgn0040780	82.866	119.924	157.621	110.276	94.542	94.354	24.991	41.101	41.829	34.425	62.519	58.41
FBgn0040786	50	45	73	20	36	13	8	4	13	23	18	23
FBgn0040793	333	455	496	358	406	404	104.059	37	105	410	392	447.002
FBgn0040794	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040795	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0040796	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040798	0	0	0	0	0	1	0	4	0	0	0	0
FBgn0040805	29.001	24	55	3	8	7	6	12	15	12	8	15
FBgn0040812	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0040814	0	0	1	0	0	0	2	0	0	0	0	0
FBgn0040816	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040817	6	5	14	7	5	1	0	3	3	6	6	8
FBgn0040823	0	0	2	0	1	0	1	0	3	1	0	1
FBgn0040827	77	36	53	22	17	46	88	59	90	24	12	44
FBgn0040828	9	15	19	9	5	1	8	2	9	3	5	2
FBgn0040832	295	294	385	184	207	238	105	88	117	132	147	143
FBgn0040837	3	6	2	11	3	12	284	136	122.001	31	17	59
FBgn0040842	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040843	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040849	24	11	9	27	26	21	0	1	0	0	0	0
FBgn0040850	34	74	85	0	0	0	104	73	98	102	103	102
FBgn0040871	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0040892	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0040899	242	249	470	1	0	0	173	102	200	406	389	476
FBgn0040906	2	1	0	0	0	0	107	83	116	61	51	70
FBgn0040907	117	143	201	0	0	0	134	68	139	275	283.973	263
FBgn0040918	418	417	517	0	0	0	374	443	483	366	389	335
FBgn0040922	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040929	17	28	17	0	0	0	60	51	76	32.295	34.285	41
FBgn0040931	452	433	581	0	0	0	408	249	352	576	623	675
FBgn0040942	3	7	6	0	0	0	25	34	46	30	40	22
FBgn0040949	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040950	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040963	3	8	2	0	0	0	8	1	0	0	0	0
FBgn0040964	158	195	212	50	36	31	33	35	30	32	36	57
FBgn0040967	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040972	0	4	0	0	0	0	2	0	5	1	0	2
FBgn0040985	593	739	771	293	311	300	549	549	596	401	421	420
FBgn0040989	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0040993	27	37	45	20	11	24	0	1	0	0	0	0
FBgn0040996	0	0	2	0	0	0	2	0	0	0	0	0
FBgn0041004	25	18	16	10	27	9	722	621	857	360	362	324
FBgn0041087	15	12	12	72	106	74	604	526	608	317	308	271
FBgn0041092	1515	1656	1267.999	682	782.001	459.999	1069	1771	1488.001	738	819	608
FBgn0041094	3339	2652.01	2501	1376	1657	1421	808	1124.009	895.002	760	791	649.01
FBgn0041096	293	246	343	162	196	181.001	933	1468.001	1356	321	306	251
FBgn0041097	0	0	0	0	0	1	0	0	2	0	0	0
FBgn0041100	134	157	204	72	63	69	105	60	104	45	50	53
FBgn0041103	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0041105	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041111	780	868.001	774	386.001	371.999	263.999	553	797.623	790	348	389	235
FBgn0041147	36	26	45	35	22	23	43	50	56	11	14	28
FBgn0041150	166	272	259	75	72.001	81	94	162	157	93	131	155
FBgn0041156	9	14	10	7	0	1	3	0	0	0	0	0
FBgn0041160	304	205	288	163	229	225	110	116	163	123	164	131
FBgn0041164	87	79	124	49	46	38	40	44	44	44	30	31
FBgn0041171	534	625.001	569	250	247	230	570	776.001	630	284	328	283
FBgn0041174	162	159	190	38.342	43	42	87	86	101	52	54.598	53
FBgn0041180	1855.002	1917.999	1862.001	1012.001	1037	927	25943.083	36506.928	30953.672	11091	13035.767	10614.05
FBgn0041181	534	505	646	274	307	308	582	827	534	202	228	243.928
FBgn0041182	1676	1944.001	2026	1271	1270.999	1041	538.001	718	676.999	235	243	234.999
FBgn0041183	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0041184	173	191	219	76	102	100	122	215	172	67	59	50
FBgn0041186	85	129	175	48	37	51	96	79	98	41	48	59
FBgn0041188	2070	2143.599	1815	713	845	522	1173	1965	1698	713	713	450
FBgn0041191	1481	1335.103	2011.66	745	932	778	1464.928	1175	1500	915	891	1027.001
FBgn0041194	17	12	24	11	13	25	129	134	171	241	252	255
FBgn0041195	5	8	11	8	8	12	11	10	19	3	2	5
FBgn0041205	417	408	544	198	212	183	412	377	427	235	270	219
FBgn0041210	283.001	412	378	0	0	0	321.001	427.999	325.999	389	376.001	326.999
FBgn0041224	29	17	45	30	39	57	209	165	136	130	140	190
FBgn0041225	8	13	10	4	2	5	13	10	8	9	10	9.184
FBgn0041229	0	0	0	0	0	0	261	223	258	116	115	127
FBgn0041231	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041232	0	0	0	0	0	0	1	0	1	0	0	0
FBgn0041233	0	0	0	1	0	0	0	3	1	0	0	0
FBgn0041234	0	1	0	0	0	0	0	1	0	0	0	0
FBgn0041235	0	0	0	0	0	2	0	0	0	0	0	0
FBgn0041237	0	1	4	2	5	2	46	41	37	7	8	6
FBgn0041238	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0041239	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0041240	0	0	0	0	0	1	0	0	0	0	0	1
FBgn0041241	0	2	0	0	0	1	1	2	6	0	0	1
FBgn0041242	15	8	12	10	11	5	194	267	236.032	46	55	45
FBgn0041243	0	0	0	0	0	0	0	1	1	1	0	0
FBgn0041245	0	0	0	0	0	0	2	5	11	3	3	1
FBgn0041246	2	0	0	0	0	0	2	2	1	0	0	2
FBgn0041247	0	0	0	0	0	0	0	0	0	0	0	2
FBgn0041248	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041250	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041252	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041337	2	3	5	0	0	0	6	2	2	2	1	7
FBgn0041342	1884	1707	1836	592.001	640	528.999	1829	2040	2248	1268	1094	1066
FBgn0041579	43	4	5	0	3	8	4	0	4	0	0	1
FBgn0041582	660	793	713	339	368	263	768	1036	865.001	340	365	339
FBgn0041585	370.001	421	532.001	124	198	139.999	353	322	396	138	169	148
FBgn0041588	580	674	821	292	337	289	627	650.005	732	347	415	421
FBgn0041604	88	115	123	64	89	59	121	189	135	61	105	74
FBgn0041605	27	17	12	3	8	14	29	19	32	14	10	15
FBgn0041621	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041622	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0041624	0	0	0	0	0	0	63	64	109	27	39	35
FBgn0041627	86	110	138	37	57	26	86	98	70	68	43	47
FBgn0041629	5678	5535	6461.011	0	29	0	4870.018	5373.001	5514	3920	3834	3738
FBgn0041630	495	464	454	185	210	201	658	735	657	218	200	217
FBgn0041702	35	41	76	13	22	11	26	29	34	26	12	24
FBgn0041706	0	1	0	0	0	0	0	2	0	0	0	0
FBgn0041707	5	5	6	2	7	0	8	2	2	4	5	2
FBgn0041709	2	2	6	0	1	0	8	8	12	3	3	2
FBgn0041710	0	1	3	1	3	0	3	3	9	0	6	4
FBgn0041711	34	35	26	3	2	2	0	3	0	1	0	0
FBgn0041712	24	32	22	6	4	13	11	15	15	11	8	6
FBgn0041713	0	4.629	0	2.261	1.085	2.278	30	50	34	26	23	15
FBgn0041723	15	9	9	6.003	4.01	1	10	18	12	0	5	10
FBgn0041775	2259.554	2320.004	2304.37	939.999	1029.999	890	1312	2179.003	1614	835.001	952.001	789
FBgn0041780	2	8	6	3	5	0	20.407	19.875	16.942	0	1.126	4.92
FBgn0041781	556	606	656	203	217	192	598	648.002	681	267	220	237
FBgn0041789	729	1090	1083.003	527.999	595	556	579.999	850	793	399	519.001	431.001
FBgn0042083	133	173	208	78	48	54	105	76	95	52	48	40
FBgn0042085	543	596	591.221	249	188	160	460	645	625	248	264	158
FBgn0042092	78	120	166	51	48	51	127	109	167	70	65	69
FBgn0042094	299	263	301	120	164.481	227	298.04	246.111	351.014	116	150	151
FBgn0042101	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0042102	1	0	0	0	0	0	6	3	2	0	0	0
FBgn0042103	0	0	0	0	0	0	0	2	0	0	0	2
FBgn0042104	0	0	1	0	0	0	0	0	1	0	2	2
FBgn0042105	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0042106	0	0	0	0	2	0	7	4	6	2	4	4
FBgn0042110	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0042111	225	211	251	148	146	170	343.001	341	326	176.999	182	156
FBgn0042112	59	54	78	27	18	16	37	46	39	18	33	26
FBgn0042119	4	4	11	4	0	0	0	0	3	8	0	0
FBgn0042126	4	5	1	2	2	0	0	0	0	0	0	0
FBgn0042129	0	3	0	0	0	0	0	0	0	0	0	0
FBgn0042131	3	4	4	3	2	1	0	0	1	0	0	0
FBgn0042132	546	619.005	573	1	0	0	145	195	202	122	128.001	121
FBgn0042133	3	1	0	0	0	0	4	0	2	0	0	0
FBgn0042134	4414.222	4046.005	3730.001	1219	1466	1247.01	4300	5577.858	5034.659	1518	1669	1431
FBgn0042135	1783	1879	2089	1344.004	1455	1396	802	1062	877	727	816	729
FBgn0042138	659.001	611	725	275	307	274	303	215	361	246	234.001	241
FBgn0042179	3	1	8	1	0	0	291	384	253	91	75	73
FBgn0042180	29	50	26	10	20	18	35	41	45	23	21	19
FBgn0042185	65.001	115.999	177	37.001	62	55.001	77.999	79	83	35	37	39.001
FBgn0042186	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0042198	0	2	0	0	2	0	0	0	0	0	0	0
FBgn0042199	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0042201	55	49	52	1	0	5	40	9	25	1	6	0
FBgn0042205	50	60	53	10	22	15	27	32	35	20	7	15
FBgn0042213	316	329	416	124	149	134	397	278	449	182.56	167	160
FBgn0042627	34	10	38	17	7	11	45	54	94	11	5	3
FBgn0042630	1	1	0	1	3	1	6	9	9	10	7	4
FBgn0042641	236.019	259.751	311.02	105.112	175.309	158.253	398	542	443	353	430	395
FBgn0042693	1707.538	1663.978	1596.34	833.864	786.87	773.168	1505.011	1871	1831	639	785	731
FBgn0042696	32	53	48	9	12	14	43	83	75	21	38	34.999
FBgn0042710	4	1	0	0	0	0	10	0	0	0	0	0
FBgn0042711	0	0	0	0	0	0	0	2	0	2	0	2
FBgn0042712	558	631	689	219	265	254	470	543.001	505	217	210	214
FBgn0043001	154	159	198	0	0	0	330	199	354	380	386	407
FBgn0043002	9	13	17	3	8	8	8	5	10	13	9	15
FBgn0043005	1	2	3	2	0	1	2	5	0	0	1	0
FBgn0043010	400	400	484	141	117	134	352	386	450	137	200	179
FBgn0043012	157	188	215	70	84	96	215	128	225	93	71	73.011
FBgn0043025	0	6	0	0	2	0	8	0	0	0	0	0
FBgn0043043	0	0	1	0	0	0	8	1	7	1	0	0
FBgn0043070	514.832	641.681	703.987	491.716	490.774	540.098	324.001	427	396	214.999	242	264
FBgn0043362	658	607	425	319	412	294	368	801	536	302	389	250
FBgn0043364	324	250.999	306.001	74	51	81	132	110	181	81	79	62
FBgn0043455	109	149	165	50.364	54	55	140	146	108	65	56	80
FBgn0043456	1696	1966	2109	892.67	898	787	1518	1654	1845	960	888.032	779
FBgn0043457	133	129	125	50	49	49	112	84	80	53	49	57
FBgn0043458	321	316	278	136	124	96	278.917	365.751	309.705	143	175.951	137.845
FBgn0043470	2	0	0	0	0	0	8	0	0	0	0	0
FBgn0043530	65255.814	71422.667	110242.274	50117	52645	63364.824	51934.683	41631.553	57842.141	35859.013	37344.459	46554.478
FBgn0043532	1051	1061	1259	543	606	576	3807.065	2722.259	3898.138	1323.001	1388	1428
FBgn0043533	16807.214	15564.384	20761.449	4750	4997	6136.002	48589.679	32289.89	50301.437	15685	17204.483	19884.593
FBgn0043539	5768.275	6050	7575	3540	3631	4054	20417.519	12002.746	18171.887	9779.467	10117	12070.991
FBgn0043550	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0043575	0	0	1	0	1	0	48	0	0	0	0	0
FBgn0043577	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0043578	8	1	2	0	0	0	2	0	2	0	0	0
FBgn0043783	30	33	44	24	27	13	76	42	14	27	20	29
FBgn0043791	3	0	1	3	1	1	1	0	2	1	2	0
FBgn0043792	12	3	6	0	0	0	2	0	19	0	0	0
FBgn0043796	165	209	212	0	0	0	165	159	191	183	168.265	204
FBgn0043799	92	98	142	32	35	55	58	48	57	35	39	27
FBgn0043806	123	86	90	44	53	54	36	49	81	65	68	50
FBgn0043825	277918.225	254281.966	258876.23	62810.886	72585.28	69957.784	758823.429	968622.104	924261.49	252690.072	280684.171	237880.935
FBgn0043841	483.001	857.999	914	929.001	956	1036.001	3110.002	3330.999	2706.004	854	789	939
FBgn0043854	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0043865	0	0	0	0	2	0	26	36	46	6	14	9
FBgn0043884	4394.961	4529.084	3623.001	2235	2255	1539	3506.001	5299	4864.135	2342.999	2269	1490.999
FBgn0043900	131	138	162	88	85	50	140	176	113	76	95	43
FBgn0043903	2044	1825.003	1546	0	0	0	1445.001	2259	1639	1302	1515	1297
FBgn0044011	4	4	3	1	0	1	10	21	11	2	14	11
FBgn0044020	101	126	121	32	42	57	156	94	188	65	45	49
FBgn0044028	16	9	12	2	2	6	3	4	6	6	6	0
FBgn0044030	168	197	253	0	0	0	227	124	184	219	221	230
FBgn0044046	1	0	0	0	0	0	0	1	4	4	2	3
FBgn0044047	8	8	5	0	0	0	8	13	4	12	7	3
FBgn0044048	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0044049	0	0	0	0	0	0	0	0	0	0	2	0
FBgn0044050	0	0	2	0	0	0	0	0	0	0	0	0
FBgn0044051	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0044323	1086.001	1074	986.001	534.999	667	602	1060	1607	1352	653.025	719	703
FBgn0044324	615.999	699	713	237	234	218	630	750	760	382	344	316
FBgn0044328	3	0	1	0	0	2	0	0	1	0	0	0
FBgn0044419	121.743	167.21	177.255	21.714	30.149	51.906	120	109	126	48	53	65
FBgn0044452	1846	1560	1331	714	880	700	1064	1826	1423	723	876	731
FBgn0044511	338	382	453	185	138	189	147	60	152	123	151	169
FBgn0044809	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0044810	1	0	7	0	0	0	0	0	0	0	3	0
FBgn0044812	0	3	4	0	1	0	0	0	0	0	0	2
FBgn0044823	305.006	285.601	322.649	91.324	108	87.408	79	75	74	25	23	22
FBgn0044826	961	835	824	394	479	499	409	808	446	241	296	218
FBgn0044871	160	187	215	49	58	72	194	133	212	54	42	56
FBgn0045035	175	118	147	104	123	98	54	68	65	57	68	55
FBgn0045038	1	5	1	0	1	3	6.162	15.3	12.985	8.073	5.083	0
FBgn0045063	595.088	631.001	558.75	197.929	202.023	171.183	540.968	661.967	616.961	236.948	251.032	207.85
FBgn0045064	4316	4051	4571.011	1438	1578	1538	1649	1355	1722	936	1026	1037
FBgn0045073	426.001	450	445.001	1	4	0	437	485	467.023	433	503	460
FBgn0045442	0	0	0	0	0	0	0	0	2	0	0	0
FBgn0045443	2	0	0	0	0	0	2.086	2.141	1.098	0	1.058	3.324
FBgn0045468	1	0	1	0	0	0	0	0	2	1	0	0
FBgn0045469	0	0	0	0	0	0	0	0	0	1	0	2
FBgn0045470	0	0	0	0	0	0	3	0	1	2	11	1
FBgn0045471	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0045473	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0045474	0	2	6	1	0	0	0	0	3	0	0	3
FBgn0045476	0	0	0	0	0	0	2	2	2	4	1	0
FBgn0045478	0	0	0	0	0	0	0	0	0	0	1	2
FBgn0045479	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0045482	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0045483	0	0	0	0	0	0	3	0	2	0	0	0
FBgn0045486	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0045487	0	0	0	2	0	0	0	0	0	0	0	0
FBgn0045495	1	0	0	0	2	0	0	0	2	2	2	0
FBgn0045501	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0045759	0	0	0	0	0	0	0	0	2	0	0	0
FBgn0045770	13	15	9	0	0	0	23	5	12	3	1	0
FBgn0045823	6389.765	7029.386	7599	2912	3288	3072.138	4347.01	5408.001	5297.009	2844	3219.077	2842
FBgn0045827	65	80	87	30	33	23	22	21	22	14	32	15
FBgn0045842	194.001	219	243.085	98.027	96	101	242	195.999	247	91	109	134
FBgn0045843	0	0	5	0	0	0	0	0	0	0	0	0
FBgn0045852	734	723	661.999	288	374	305	788.001	1036	875	426.999	507	413
FBgn0045862	737	763	780	298	331	263	612	733	754	290	406	353
FBgn0045866	1580	1595	1955.713	556	649	480	1757	1265	1714	533	596	396
FBgn0045980	4	2	3	0	5	0	8	2	2	2	0	0
FBgn0046113	88	134	143	59	76	58	103	237	143	171	173	152
FBgn0046114	459	514	700	268	253	291	206	135	212	103	117	122
FBgn0046222	869	915	893	303	279	203	676	666	691	271	265	180
FBgn0046225	87	92	85	37.194	39	39	65	80	88	42	33	36
FBgn0046247	165	142.999	163	63	76	69	124	86	128	45	72	51
FBgn0046253	0	0	0	0	0	0	0	0	0	0	0	0
