chromosome	geneName	geneId	transId	transLength	Ps	Pn	Ds	Dn	DoS	alphaMK
2R	CG8586	FBgn0033320	FBtr0088725	1530	24	19	39	12	-1.11022302462516e-16	-1.57291666666667
2R	CG8613	FBgn0033924	FBtr0087546	2984	74	41	53	16	5.55111512312578e-17	-0.835304054054054
2R	CG8617	FBgn0033925	FBtr0087561	1328	18	8	5	6	1.11022302462516e-16	0.62962962962963
2R	CG8632	FBgn0033762	FBtr0087844	2549	82	22	47	12	0	-0.0508130081300815
2R	CG8635	FBgn0033317	FBtr0088727	1572	37	3	9	5	0	0.854054054054054
2R	CG8642	FBgn0033312	FBtr0310502	1803	22	42	11	37	0	0.432432432432432
2R	CG8646	FBgn0033763	FBtr0301237	1763	85	42	33	7	-1.11022302462516e-16	-1.32941176470588
2R	CG8654	FBgn0034479	FBtr0086340	2395	60	6	29	14	5.55111512312578e-17	0.792857142857143
2R	CG8701	FBgn0033287	FBtr0088740	1070	20	8	21	14	-1.66533453693773e-16	0.4
2R	CG8708	FBgn0033271	FBtr0088809	1674	31	23	37	19	1.11022302462516e-16	-0.444821731748727
2R	CG8712	FBgn0033258	FBtr0088822	1489	15	22	28	48	0	0.144444444444444
2R	CG8713	FBgn0033257	FBtr0088780	1978	26	7	28	2	0	-2.76923076923077
2R	CG8726	FBgn0033244	FBtr0088874	3336	36	24	37	7	5.55111512312578e-17	-2.52380952380952
2R	CG8728	FBgn0033235	FBtr0088882	1935	32	8	52	7	0	-0.857142857142857
2R	CG8735	FBgn0033309	FBtr0088730	1448	21	12	17	15	0	0.352380952380952
2R	CG8736	FBgn0033308	FBtr0290280	764	9	7	13	1	0	-9.11111111111111
2R	CG8738	FBgn0033321	FBtr0088705	1629	38	14	31	20	0	0.428947368421053
2R	CG8740	FBgn0027585	FBtr0290115	4918	76	67	99	14	0	-5.23402255639098
2R	CG8746	FBgn0033330	FBtr0088714	1141	17	18	20	25	0	0.152941176470588
2R	CG8768	FBgn0033769	FBtr0087871	1210	51	27	15	4	0	-0.985294117647059
2R	CG8771	FBgn0033766	FBtr0306684	5786	219	59	105	88	0	0.678549190535492
2R	CG8777	FBgn0033376	FBtr0088565	3791	65	50	108	50	0	-0.661538461538462
2R	CG8778	FBgn0033761	FBtr0087880	1124	55	12	24	3	0	-0.745454545454545
2R	CG8785	FBgn0033760	FBtr0087881	2107	66	11	22	7	0	0.476190476190476
2R	CG8788	FBgn0028955	FBtr0088581	1279	6	2	4	5	0	0.733333333333333
2R	CG8791	FBgn0033234	FBtr0088849	1840	25	21	41	9	-1.11022302462516e-16	-2.82666666666667
2R	CG8801	FBgn0028473	FBtr0088554	2181	76	8	19	5	0	0.6
2R	CG8818	FBgn0033751	FBtr0087941	1535	41	16	19	5	0	-0.482926829268293
2R	CG8830	FBgn0033738	FBtr0087950	4024	98	32	45	23	0	0.361135758651287
2R	CG8834	FBgn0033733	FBtr0087954	1832	7	5	3	1	0	-1.14285714285714
2R	CG8839	FBgn0033717	FBtr0087957	2082	56	18	34	5	0	-1.18571428571429
2R	CG8841	FBgn0033713	FBtr0087964	3530	88	23	51	5	-1.11022302462516e-16	-1.66590909090909
2R	CG8850	FBgn0033708	FBtr0087972	2260	101	37	45	8	1.11022302462516e-16	-1.06064356435644
2R	CG8854	FBgn0033702	FBtr0114562	1927	69	46	17	3	0	-2.77777777777778
2R	CG8858	FBgn0033698	FBtr0088008	5896	220	81	116	49	0	0.128385899814471
2R	CG8878	FBgn0027504	FBtr0088017	3999	54	16	63	35	0	0.466666666666667
2R	CG8910	FBgn0025833	FBtr0087071	3406	94	35	19	2	-1.11022302462516e-16	-2.53723404255319
2R	CG8920	FBgn0027529	FBtr0086280	4005	107	76	83	125	1.11022302462516e-16	0.528373831775701
2R	CG8929	FBgn0034504	FBtr0086284	2499	37	14	16	4	0	-0.513513513513514
2R	CG8950	FBgn0034186	FBtr0087013	2708	84	13	57	6	0	-0.470238095238095
2R	CG8963	FBgn0034181	FBtr0087016	2522	30	19	20	15	0	0.155555555555556
2R	CG8964	FBgn0033674	FBtr0088027	1968	68	30	25	8	0	-0.378676470588235
2R	CG9003	FBgn0033639	FBtr0113067	3810	48	26	20	18	0	0.398148148148148
2R	CG9005	FBgn0033638	FBtr0088089	5273	179	66	67	33	0	0.251396648044693
2R	CG9010	FBgn0034173	FBtr0087067	1253	30	9	17	12	-5.55111512312578e-17	575
2R	CG9062	FBgn0033607	FBtr0332422	2849	47	10	31	3	-1.11022302462516e-16	-1.19858156028369
2R	CG9067	FBgn0033605	FBtr0088182	548	12	4	8	1	0	-1.66666666666667
2R	CG9068	FBgn0034106	FBtr0087138	3684	203	146	66	29	0	-0.636826906743672
2R	CG9083	FBgn0035077	FBtr0114563	1165	12	19	18	3	0	-8.5
2R	CG9084	FBgn0033582	FBtr0330635	955	25	18	30	18	0	-0.2
2R	CG9090	FBgn0034497	FBtr0086303	1385	63	7	12	4	0	0.666666666666667
2R	CG9143	FBgn0034496	FBtr0086304	2708	162	69	45	12	0	-0.597222222222222
2R	CG9235	FBgn0034560	FBtr0071517	1098	53	24	24	22	-5.55111512312578e-17	0.506003430531732
2R	CG9294	FBgn0034666	FBtr0071720	1115	61	51	27	7	0	-2.2248243559719
2R	CG9304	FBgn0034674	FBtr0071726	2595	95	53	23	8	0	-0.603947368421053
2R	CG9308	FBgn0034681	FBtr0071749	823	28	15	8	9	0	0.523809523809524
2R	CG9313	FBgn0034566	FBtr0071521	2649	114	13	46	10	0	0.475438596491228
2R	CG9346	FBgn0034572	FBtr0071526	2998	129	36	51	16	-1.11022302462516e-16	0.11046511627907
2R	CG9350	FBgn0034576	FBtr0071530	712	23	6	6	8	0	0.804347826086957
2R	CG9380	FBgn0035094	FBtr0333170	2745	14	10	17	8	0	-0.517857142857143
2R	CG9394	FBgn0034588	FBtr0071567	2312	141	69	41	7	0	-1.86626139817629
2R	CG9406	FBgn0034592	FBtr0071570	732	24	6	6	4	0	625
2R	CG9410	FBgn0033086	FBtr0086116	930	6	5	12	6	0	-0.666666666666667
2R	CG9416	FBgn0034438	FBtr0086555	3076	154	49	43	6	0	-1.28030303030303
2R	CG9418	FBgn0026582	FBtr0071573	1347	64	33	20	9	0	-0.145833333333333
2R	CG9422	FBgn0033092	FBtr0086120	816	7	12	10	8	0	-1.14285714285714
2R	CG9430	FBgn0033097	FBtr0306802	1278	18	18	19	2	0	-8.5
2R	CG9436	FBgn0033101	FBtr0086134	1303	17	8	25	2	0	-4.88235294117647
2R	CG9437	FBgn0034599	FBtr0071575	1081	53	21	13	7	0	0.264150943396226
2R	CG9445	FBgn0040674	FBtr0086210	982	2	1	7	6	0	0.416666666666667
2R	CG9485	FBgn0034618	FBtr0071600	5146	176	59	91	8	-5.55111512312578e-17	-2.81321022727273
2R	CG9640	FBgn0034182	FBtr0086972	1711	44	28	39	6	0	-3.13636363636364
2R	CG9642	FBgn0034183	FBtr0086973	1790	40	34	40	19	0	-0.789473684210526
2R	CG9646	FBgn0034184	FBtr0086974	3435	75	54	41	11	0	-1.68363636363636
2R	CG9752	FBgn0034614	FBtr0071616	1131	42	44	18	3	0	-5.28571428571429
2R	CG9754	FBgn0034617	FBtr0071615	1987	34	33	50	65	-1.11022302462516e-16	0.253393665158371
2R	CG9812	FBgn0034860	FBtr0306150	1574	44	38	21	10	0	-0.813636363636364
2R	CG9815	FBgn0034861	FBtr0113111	979	34	25	8	5	-1.11022302462516e-16	-0.176470588235294
2R	CG9822	FBgn0034623	FBtr0071612	883	34	13	8	6	0	0.490196078431373
2R	CG9825	FBgn0034783	FBtr0071893	1543	74	16	31	11	-5.55111512312578e-17	0.390663390663391
2R	CG9849	FBgn0034803	FBtr0071951	986	19	3	10	3	0	0.473684210526316
2R	CG9850	FBgn0034903	FBtr0290120	5497	143	102	23	14	-5.55111512312578e-17	-0.171828171828172
2R	CG9861	FBgn0034844	FBtr0072002	2848	124	29	57	46	-1.11022302462516e-16	0.710203366058906
2R	CG9863	FBgn0034846	FBtr0290285	1134	30	13	19	10	0	0.176666666666667
2R	CG9864	FBgn0034490	FBtr0086320	1638	96	15	28	3	0	-0.458333333333333
2R	CG9865	FBgn0034649	FBtr0071680	2259	56	23	28	8	1.11022302462516e-16	-0.4375
2R	CG9875	FBgn0034850	FBtr0072006	674	7	4	9	6	-5.55111512312578e-17	0.142857142857143
2R	CG9876	FBgn0034821	FBtr0071979	1384	48	30	6	6	0	375
2R	CG9877	FBgn0034819	FBtr0071980	388	19	5	4	2	0	0.473684210526316
2R	CG9890	FBgn0034814	FBtr0071984	1460	98	44	18	19	1.66533453693773e-16	0.574650912996778
2R	CG9897	FBgn0034807	FBtr0071989	865	43	41	9	15	0	0.427906976744186
2R	CG9899	FBgn0034829	FBtr0071969	2988	122	42	61	151	0	0.860927152317881
2R	CG9945	FBgn0034527	FBtr0086225	1949	57	6	27	27	0	0.894736842105263
2R	CG9975	FBgn0034435	FBtr0086518	3245	77	9	20	7	-1.11022302462516e-16	0.666048237476809
2R	CG9993	FBgn0034553	FBtr0071560	1802	112	53	21	6	5.55111512312578e-17	-0.65625
2R	CheA46a	FBgn0262594	FBtr0091804	534	7	3	12	23	1.11022302462516e-16	0.77639751552795
2R	CheA56a	FBgn0262595	FBtr0091722	543	20	13	10	26	0	0.75
2R	CheB42a	FBgn0053348	FBtr0086168	693	8	7	13	14	0	0.1875
2R	CheB42b	FBgn0066293	FBtr0086192	674	18	5	13	16	-5.55111512312578e-17	0.774305555555556
2R	CheB42c	FBgn0066292	FBtr0332945	1649	9	3	12	5	0	0.2
2R	CheB53a	FBgn0261292	FBtr0091520	681	40	20	16	25	0	0.68
2R	CheB53b	FBgn0261293	FBtr0091479	615	23	18	15	15	-1.11022302462516e-16	0.217391304347826
2R	Chi	FBgn0013764	FBtr0072192	2125	51	4	18	1	0	-0.411764705882353
2R	chn	FBgn0015371	FBtr0305214	5534	83	38	49	26	0	0.137164040778499
2R	chrw	FBgn0015372	FBtr0072120	1648	41	4	10	2	5.55111512312578e-17	0.51219512195122
2R	Cht12	FBgn0050293	FBtr0071544	1648	89	55	21	21	0	0.382022471910112
2R	Cht4	FBgn0022700	FBtr0071543	1473	83	40	19	17	0	0.461374911410347
2R	Cht8	FBgn0034580	FBtr0071534	1448	98	65	24	11	0	-0.447124304267161
2R	Cht9	FBgn0034582	FBtr0071542	1161	73	11	18	3	0	0.0958904109589042
2R	Ciao1	FBgn0033972	FBtr0087460	1186	44	7	25	2	0	-0.988636363636364
2R	cid	FBgn0040477	FBtr0087667	1015	30	10	17	20	1.11022302462516e-16	0.716666666666667
2R	Cirl	FBgn0033313	FBtr0310448	7631	135	60	96	15	0	-1.84444444444444
2R	CkIIbeta2	FBgn0026136	FBtr0086278	912	27	3	21	15	0	0.844444444444444
2R	ckn	FBgn0033987	FBtr0087409	4357	138	37	26	1	0	-5.97101449275362
2R	ClC-b	FBgn0033755	FBtr0087826	2647	41	21	59	30	0	-0.00731707317073171
2R	clos	FBgn0261016	FBtr0305178	5621	114	143	105	93	0	-0.416242218449349
2R	clt	FBgn0000326	FBtr0071687	1844	100	79	30	15	0	-0.58
2R	clu	FBgn0034087	FBtr0087242	5896	142	38	63	36	0	0.53169014084507
2R	Cng	FBgn0261612	FBtr0302925	3994	163	31	22	5	-1.11022302462516e-16	0.16319018404908
2R	cnk	FBgn0021818	FBtr0086962	5397	163	55	94	17	0	-0.865752435943703
2R	cnn	FBgn0013765	FBtr0309891	5012	159	84	66	48	0	0.273584905660377
2R	CNT1	FBgn0033371	FBtr0300173	2819	25	8	48	44	-5.55111512312578e-17	0.650909090909091
2R	coil	FBgn0033265	FBtr0100668	2037	41	64	46	79	5.55111512312578e-17	0.0910774930534115
2R	cola	FBgn0050363	FBtr0088770	2074	9	11	12	9	5.55111512312578e-17	-0.62962962962963
2R	comr	FBgn0034667	FBtr0071735	1990	76	29	33	66	0	0.809210526315789
2R	conv	FBgn0261269	FBtr0087540	4343	161	85	82	11	0	-2.9356295878035
2R	Coop	FBgn0263240	FBtr0088984	1690	11	7	17	8	0	-0.352272727272727
2R	cora	FBgn0010434	FBtr0086509	5899	256	72	80	7	0	-2.21428571428571
2R	Corin	FBgn0033192	FBtr0088909	8512	75	45	107	12	0	-4.35
2R	cos	FBgn0000352	FBtr0089015	4763	77	58	85	31	-1.11022302462516e-16	-1.06535400083787
2R	Cp1	FBgn0013770	FBtr0087593	1369	44	8	11	4	0	0.5
2R	Cpr47Ea	FBgn0033597	FBtr0088190	829	21	3	2	1	0	0.714285714285714
2R	Cpr47Eb	FBgn0033598	FBtr0088112	817	31	29	15	6	0	-1.33870967741935
2R	Cpr47Ec	FBgn0033600	FBtr0088189	744	16	11	9	10	0	0.38125
2R	Cpr47Ed	FBgn0033601	FBtr0088188	634	14	18	1	2	0	0.357142857142857
2R	Cpr47Ee	FBgn0033602	FBtr0088114	1386	64	28	22	5	0	-925
2R	Cpr47Ef	FBgn0033603	FBtr0302718	2198	105	64	47	7	5.55111512312578e-17	-3.09251700680272
2R	Cpr47Eg	FBgn0086519	FBtr0088183	421	9	5	7	22	0	0.823232323232323
2R	Cpr49Ab	FBgn0050042	FBtr0087914	852	27	26	24	2	0	-10.5555555555556
2R	Cpr49Ac	FBgn0033725	FBtr0087916	1434	29	8	21	17	1.11022302462516e-16	0.659229208924949
2R	Cpr49Ad	FBgn0033726	FBtr0087955	683	26	15	14	1	0	-7.07692307692308
2R	Cpr49Af	FBgn0033729	FBtr0087921	533	13	8	12	3	0	-1.46153846153846
2R	Cpr49Ag	FBgn0033730	FBtr0087922	650	17	3	6	3	0	0.647058823529412
2R	Cpr50Ca	FBgn0033867	FBtr0087629	3427	150	83	58	15	-1.11022302462516e-16	-1.13955555555556
2R	Cpr50Cb	FBgn0033869	FBtr0087630	867	31	7	10	1	1.11022302462516e-16	-1.25806451612903
2R	Cpr51A	FBgn0033942	FBtr0087514	651	15	0	9	19	NA	1
2R	Cpr56F	FBgn0034499	FBtr0086301	1259	30	3	11	1	0	-0.1
2R	Cpr57A	FBgn0034517	FBtr0086263	656	26	9	14	1	0	-3.84615384615385
2R	Cpr60D	FBgn0050163	FBtr0072334	494	10	5	6	1	0	-2
2R	Cpsf160	FBgn0024698	FBtr0089258	4845	141	26	97	9	1.11022302462516e-16	-0.987391646966115
2R	Crtp	FBgn0029501	FBtr0072299	2455	69	29	43	27	-1.11022302462516e-16	0.33064949006978
2R	CSN4	FBgn0027054	FBtr0088859	1703	26	3	19	5	0	0.561538461538462
2R	CSN7	FBgn0028836	FBtr0088742	1186	24	5	21	1	0	-3375
2R	csul	FBgn0015925	FBtr0089871	2013	72	31	46	49	0	0.595804988662131
2R	Ctf4	FBgn0033890	FBtr0087606	2956	46	34	65	10	0	-3.80434782608696
2R	cuff	FBgn0260932	FBtr0088034	1295	29	15	30	55	0	0.717868338557994
2R	Cul-4	FBgn0033260	FBtr0088821	3346	31	5	37	2	0	-1.98387096774194
2R	cv-2	FBgn0000395	FBtr0071610	4329	104	34	33	5	0	-1.15769230769231
2R	CycB	FBgn0000405	FBtr0071911	2633	48	21	18	8	0	0.015625
2R	Cyp12b2	FBgn0034387	FBtr0086609	1782	84	46	29	20	-1.66533453693773e-16	0.205952380952381
2R	Cyp12d1-p	FBgn0050489	FBtr0089419	1741	89	24	9	7	0	0.653290529695024
2R	Cyp301a1	FBgn0033753	FBtr0087824	1940	40	28	29	5	1.11022302462516e-16	-3.06
2R	Cyp317a1	FBgn0033982	FBtr0087405	1904	94	19	29	2	0	-1.93085106382979
2R	cyp33	FBgn0028382	FBtr0086945	986	22	8	22	1	0	-7
2R	Cyp49a1	FBgn0033524	FBtr0088311	2351	58	38	27	7	0	-1.52709359605911
2R	Cyp4aa1	FBgn0034053	FBtr0114558	2108	86	23	30	4	0	-1.00581395348837
2R	Cyp4ad1	FBgn0033292	FBtr0088760	1698	35	36	30	11	0	-1.80519480519481
2R	Cyp4e1	FBgn0015034	FBtr0088746	1772	32	30	43	17	0	-1.37132352941176
2R	Cyp4e2	FBgn0014469	FBtr0088745	1783	27	6	44	7	0	-0.396825396825397
2R	Cyp4p1	FBgn0015037	FBtr0088592	1680	35	29	54	26	0	-0.720879120879121
2R	Cyp4p2	FBgn0033395	FBtr0088591	1777	58	16	40	36	0	0.693486590038314
2R	Cyp4p3	FBgn0033397	FBtr0088593	1667	34	27	45	23	0	-0.553708439897698
2R	Cyp6a13	FBgn0033304	FBtr0088690	1649	31	36	50	17	-1.11022302462516e-16	-2.41555977229602
2R	Cyp6a17	FBgn0015714	FBtr0087451	1546	52	31	34	11	0	-0.842657342657342
2R	Cyp6a19	FBgn0033979	FBtr0087453	1694	47	33	48	26	0	-0.296235679214403
2R	Cyp6a2	FBgn0000473	FBtr0086133	1674	21	11	49	16	-5.55111512312578e-17	-0.604166666666667
2R	Cyp6a20	FBgn0033980	FBtr0300127	1801	19	38	23	53	0	0.132075471698113
2R	Cyp6a21	FBgn0033981	FBtr0087456	1631	55	42	47	17	0	-1.11122994652406
2R	Cyp6a22	FBgn0013773	FBtr0087450	1711	45	34	44	5	0	-5.64888888888889
2R	Cyp6a23	FBgn0033978	FBtr0087452	1761	58	40	45	19	0	-0.633393829401089
2R	Cyp6a8	FBgn0013772	FBtr0087455	1781	52	15	33	20	0	0.524038461538462
2R	Cyp6a9	FBgn0013771	FBtr0300128	1964	73	49	34	5	0	-3.56438356164384
2R	Cyp6d2	FBgn0034756	FBtr0071928	1759	66	47	27	14	1.11022302462516e-16	-0.373376623376624
2R	Cyp6g1	FBgn0025454	FBtr0087992	2061	66	25	44	17	1.11022302462516e-16	0.0196078431372548
2R	Cyp6g2	FBgn0033696	FBtr0088009	1989	65	33	38	22	0	0.123076923076923
2R	Cyp6t3	FBgn0033697	FBtr0087993	1694	52	48	41	12	1.11022302462516e-16	-2.15384615384615
2R	Cyp6u1	FBgn0033121	FBtr0086185	1911	38	28	43	19	0	-0.667590027700831
2R	Cyp6w1	FBgn0033065	FBtr0085987	1628	25	9	54	38	0	0.488421052631579
2R	Cyp9b1	FBgn0015038	FBtr0089056	1752	27	41	40	29	-1.11022302462516e-16	-1.09450830140485
2R	Cyp9b2	FBgn0015039	FBtr0089055	1667	32	20	42	27	0	0.0277777777777779
2R	Cyp9c1	FBgn0015040	FBtr0072321	1743	26	39	34	15	0	-2.4
2R	Cyp9h1	FBgn0033775	FBtr0087820	1617	97	32	33	18	0	0.395189003436426
2R	Cyt-b5	FBgn0264294	FBtr0088905	830	9	3	7	3	0	0.222222222222222
2R	d4	FBgn0033015	FBtr0086082	1767	10	6	26	7	0	-1.22857142857143
2R	Damm	FBgn0033659	FBtr0088061	964	32	22	16	9	-1.11022302462516e-16	-0.222222222222222
2R	dap	FBgn0010316	FBtr0088469	2530	11	11	15	6	0	-1.5
2R	dare	FBgn0015582	FBtr0088176	1681	47	28	27	11	-5.55111512312578e-17	-0.462282398452611
2R	Dat	FBgn0019643	FBtr0072255	1588	28	11	12	14	0	0.663265306122449
2R	DAT	FBgn0034136	FBtr0330002	3040	131	11	27	4	0	0.433206106870229
2R	Dbp45A	FBgn0010220	FBtr0088564	1670	23	27	38	13	1.11022302462516e-16	-2.4314381270903
2R	Dcp-1	FBgn0010501	FBtr0072062	1749	36	11	23	4	5.55111512312578e-17	-0.756944444444445
2R	Dcp1	FBgn0034921	FBtr0072223	1513	45	8	22	4	0	0.0222222222222223
2R	Dcr-2	FBgn0034246	FBtr0086904	5684	95	46	132	241	1.11022302462516e-16	0.734789255295916
2R	debcl	FBgn0029131	FBtr0086108	1724	22	6	17	3	0	-0.545454545454545
2R	Def	FBgn0010385	FBtr0088432	399	6	6	6	2	0	-2
2R	Dek	FBgn0026533	FBtr0100437	2559	59	32	39	13	0	-0.627118644067797
2R	Den1	FBgn0033716	FBtr0301874	1161	17	0	17	4	NA	1
2R	Dg	FBgn0034072	FBtr0306238	6533	198	104	45	17	0	-0.390374331550802
2R	Dgk	FBgn0085390	FBtr0308589	6282	84	44	57	11	0	-1.71428571428571
2R	Dgkepsilon	FBgn0020930	FBtr0087853	2010	56	22	31	3	0	-3.05952380952381
2R	dgo	FBgn0086898	FBtr0088249	3142	85	62	57	15	0	-1.77176470588235
2R	Dgp-1	FBgn0027836	FBtr0086773	2561	69	17	35	7	0	-0.231884057971014
2R	dgt3	FBgn0034569	FBtr0273414	1809	94	53	33	8	1.11022302462516e-16	-1.32579787234043
2R	dgt5	FBgn0033740	FBtr0087948	2300	63	47	48	11	-1.11022302462516e-16	-2.25541125541126
2R	Dh31-R1	FBgn0052843	FBtr0330736	3269	54	32	24	15	0	0.0518518518518519
2R	Dh44-R2	FBgn0033744	FBtr0113075	3069	49	23	16	2	-1.11022302462516e-16	-2.75510204081633
2R	Dic3	FBgn0033248	FBtr0088870	1001	13	9	30	9	0	-1.30769230769231
2R	didum	FBgn0261397	FBtr0089743	6114	94	25	101	18	0	-0.492316784869976
2R	dila	FBgn0033447	FBtr0309880	3632	68	32	84	19	-5.55111512312578e-17	-1.08049535603715
2R	Dip3	FBgn0040465	FBtr0086734	1471	37	7	13	15	1.11022302462516e-16	0.836036036036036
2R	DJ-1alpha	FBgn0033885	FBtr0087615	735	34	44	24	8	0	-2.88235294117647
2R	Dll	FBgn0000157	FBtr0300076	2244	12	6	13	2	1.11022302462516e-16	-2.25
2R	DMAP1	FBgn0034537	FBtr0086232	1584	71	9	26	4	1.66533453693773e-16	0.176056338028169
2R	Dmn	FBgn0021825	FBtr0088641	1358	20	5	35	4	0	-1.1875
2R	DNA-ligI	FBgn0262619	FBtr0072132	2386	89	28	41	10	0	-0.289887640449438
2R	DnaJ-60	FBgn0260775	FBtr0301271	822	21	14	15	6	0	-0.666666666666667
2R	dnr1	FBgn0260866	FBtr0330229	3553	114	22	16	4	0	0.228070175438597
2R	dom	FBgn0020306	FBtr0071603	10521	321	98	167	47	0	-0.0847749718300523
2R	Dp	FBgn0011763	FBtr0087740	2526	29	6	14	7	-1.11022302462516e-16	0.586206896551724
2R	dpa	FBgn0015929	FBtr0088982	2803	48	11	49	3	0	-2.74305555555556
2R	Dpit47	FBgn0033083	FBtr0086146	1417	13	15	28	21	-1.11022302462516e-16	-0.538461538461538
2R	dpn	FBgn0010109	FBtr0088803	2036	21	13	27	4	-1.11022302462516e-16	-3.17857142857143
2R	dpr	FBgn0040726	FBtr0086238	3598	35	30	11	3	0	-2.14285714285714
2R	dpr13	FBgn0034286	FBtr0300215	3283	56	17	5	3	-1.11022302462516e-16	0.494047619047619
2R	Dpt	FBgn0004240	FBtr0086620	496	14	6	4	8	0	0.785714285714286
2R	DptB	FBgn0034407	FBtr0086621	449	17	10	9	4	0	-0.323529411764706
2R	dream	FBgn0033051	FBtr0086028	2163	19	12	34	52	0	0.587044534412955
2R	Drep-1	FBgn0024732	FBtr0330629	2153	43	13	11	1	0	-2.32558139534884
2R	Drep-2	FBgn0028408	FBtr0112930	5203	35	11	10	1	0	-2.14285714285714
2R	Drep-3	FBgn0028407	FBtr0087979	1558	33	20	11	5	0	-0.333333333333333
2R	Drip	FBgn0015872	FBtr0331390	1529	18	7	9	2	0	-0.75
2R	Drl-2	FBgn0033791	FBtr0087794	4688	89	12	13	2	0	0.123595505617978
2R	Dro	FBgn0010388	FBtr0087436	355	14	8	3	1	0	-0.714285714285714
2R	drosha	FBgn0026722	FBtr0088850	4290	77	40	99	24	1.11022302462516e-16	-1.14285714285714
2R	Dscam	FBgn0033159	FBtr0306767	7764	72	85	42	80	-1.11022302462516e-16	0.380208333333333
2R	dup	FBgn0000996	FBtr0087387	3138	58	37	44	15	0	-0.871264367816092
2R	dve	FBgn0020307	FBtr0071775	4903	166	69	45	12	0	-0.558734939759036
2R	Dyb	FBgn0033739	FBtr0113074	3004	96	25	19	6	0	0.175347222222222
2R	E(Pc)	FBgn0000581	FBtr0330623	10794	161	93	91	45	-5.55111512312578e-17	-0.168115942028985
2R	Eaf	FBgn0033166	FBtr0089006	3172	24	15	28	21	0	0.166666666666667
2R	Eap	FBgn0035063	FBtr0072374	863	10	12	17	6	0	-2.4
2R	Eb1	FBgn0027066	FBtr0300285	1891	13	3	13	3	0	0
2R	EcR	FBgn0000546	FBtr0086010	5233	6	5	12	4	-1.11022302462516e-16	-1.5
2R	edl	FBgn0023214	FBtr0086652	1454	30	6	12	4	0	0.4
2R	EDTP	FBgn0027506	FBtr0086958	3130	38	15	35	6	5.55111512312578e-17	-1.30263157894737
2R	Efhc1.2	FBgn0034487	FBtr0086316	2572	140	58	49	9	0	-1.25555555555556
2R	EfSec	FBgn0034627	FBtr0071608	1613	81	48	39	19	0	-0.216374269005848
2R	EfTuM	FBgn0024556	FBtr0087670	1720	48	7	18	1	0	-1625
2R	Egfr	FBgn0003731	FBtr0071654	6124	302	19	71	5	1.11022302462516e-16	0.106622516556291
2R	egg	FBgn0086908	FBtr0112777	3937	28	26	98	64	0	-0.421875
2R	egl	FBgn0000562	FBtr0114586	4428	134	26	49	9	-1.11022302462516e-16	-0.0563847429519071
2R	Egm	FBgn0086712	FBtr0088090	2033	82	51	36	19	0	-0.178433889602054
2R	egr	FBgn0033483	FBtr0088405	2166	32	14	18	6	0	-0.3125
2R	Ehbp1	FBgn0034180	FBtr0114627	4361	118	75	45	10	0	-1.86016949152542
2R	eIF-5A	FBgn0034967	FBtr0072172	747	4	0	2	13	NA	1
2R	eIF2B-delta	FBgn0034858	FBtr0072014	2071	58	38	34	17	0	-0.310344827586207
2R	eIF2B-gamma	FBgn0034029	FBtr0087336	1548	37	25	29	5	0	-2.91891891891892
2R	eIF3-S8	FBgn0034258	FBtr0086836	3143	98	11	36	1	0	-3.04081632653061
2R	eIF3-S9	FBgn0034237	FBtr0086941	2481	65	4	51	8	-5.55111512312578e-17	0.607692307692308
2R	eIF6	FBgn0034915	FBtr0072235	1056	42	3	13	3	0	0.69047619047619
2R	Eip55E	FBgn0000566	FBtr0086710	1362	59	9	26	11	0	0.63944530046225
2R	elk	FBgn0011589	FBtr0086802	5184	178	29	41	11	5.55111512312578e-17	0.392747701736466
2R	Elp2	FBgn0033540	FBtr0088212	2538	125	73	47	19	0	-0.444631578947368
2R	emp	FBgn0010435	FBtr0072401	2251	18	10	31	4	0	-3.30555555555556
2R	en	FBgn0000577	FBtr0088095	2792	51	13	27	1	0	-5.88235294117647
2R	ena	FBgn0000578	FBtr0114623	4107	146	63	33	8	2.22044604925031e-16	-0.779965753424658
2R	EndoG	FBgn0033690	FBtr0088012	1124	26	13	26	4	1.11022302462516e-16	-2.25
2R	enok	FBgn0034975	FBtr0072250	7137	242	96	113	41	5.55111512312578e-17	-0.0933279580729691
2R	Epac	FBgn0085421	FBtr0329849	6597	44	7	58	1	0	-8.22727272727273
2R	Eps-15	FBgn0035060	FBtr0072435	4421	38	33	73	41	0	-0.546213093709884
2R	epsilonTry	FBgn0010425	FBtr0088160	830	21	5	10	4	1.11022302462516e-16	0.404761904761905
2R	Ercc1	FBgn0028434	FBtr0087448	950	36	20	29	2	-1.11022302462516e-16	-7.05555555555556
2R	ERp60	FBgn0033663	FBtr0088058	1807	49	10	20	1	0	-3.08163265306122
2R	esn	FBgn0263934	FBtr0329858	4708	67	45	83	14	0	-2.9818763326226
2R	etaTry	FBgn0011554	FBtr0088163	911	33	26	19	9	0	-0.663299663299663
2R	ETH	FBgn0028738	FBtr0072426	755	9	4	17	4	5.55111512312578e-17	-0.888888888888889
2R	eve	FBgn0000606	FBtr0088390	1406	20	6	16	11	0	0.563636363636364
2R	exu	FBgn0000615	FBtr0086242	2320	28	9	41	41	0	0.678571428571429
2R	fa2h	FBgn0050502	FBtr0300959	1399	17	14	20	10	0	-0.647058823529412
2R	fab1	FBgn0028741	FBtr0089554	7194	295	77	125	35	1.11022302462516e-16	0.0677966101694917
